t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778498743.263855,0.216,-0.295227,0.529734,1,0.8301,1.0671,0.154914,-0.627819,-0.253607,0.0005,0.4114,0.4181,1,0.41813,0.3023,0.3023,117604,0
1778498743.313946,0.216,-0.295227,0.529734,1,0.3987,0.5806,0.154914,-0.627819,-0.253607,0.0007,0.1367,0.2614,1,0.26138,0.0004,0.0004,117624,0
1778498743.364036,0.216,-0.295227,0.529734,1,0.395,0.5593,0.154914,-0.627819,-0.253607,0.0008,0.1337,0.2606,1,0.26057,0.0003,0.0003,117640,0
1778498743.414125,0.216,-0.295227,0.529734,1,0.3861,1.1081,0.154914,-0.627819,-0.253607,0.0009,0.1218,0.2634,1,0.2634,0.001,0.001,117644,0
1778498743.464232,0.216,-0.295227,0.529734,1,0.4594,0.6622,0.154914,-0.627819,-0.253607,0.0008,0.1629,0.2957,1,0.29565,0.1355,0.1355,117644,0
1778498743.514321,0.216,-0.295227,0.529734,1,0.4375,0.6188,0.154914,-0.627819,-0.253607,0.0008,0.1616,0.2751,1,0.27506,0.0326,0.0326,117652,0
1778498743.564409,0.216,-0.295227,0.529734,1,0.3806,0.5571,0.154914,-0.627819,-0.253607,0.0005,0.1311,0.249,1,0.249,0.0686,0.0686,117656,0
1778498743.614502,0.216,-0.295227,0.529734,1,0.3765,1.1589,0.154914,-0.627819,-0.253607,0.0004,0.1276,0.2485,1,0.24849,0.0834,0.0834,117660,0
1778498743.664612,0.216,-0.295227,0.529734,1,0.3597,0.5428,0.154914,-0.627819,-0.253607,0.0004,0.1041,0.2552,1,0.2552,0.3577,0.3577,117668,0
1778498743.71472,0.216,-0.295227,0.529734,1,0.4677,0.6679,0.154914,-0.627819,-0.253607,0.0009,0.1739,0.2929,1,0.29293,0.1098,0.1098,117680,0
1778498743.764828,0.216,-0.295227,0.529734,1,0.4132,0.5814,0.154914,-0.627819,-0.253607,0.0006,0.1431,0.2695,1,0.26946,0.1348,0.1348,117692,0
1778498743.815036,0.216,-0.295227,0.529734,1,0.3896,0.5684,0.154914,-0.627819,-0.253607,0.0007,0.1468,0.2421,1,0.24206,0.1487,0.1487,117700,0
1778498743.865129,0.216,-0.295227,0.529734,1,0.4107,0.6113,0.154914,-0.627819,-0.253607,0.0007,0.1418,0.2682,1,0.26818,0.1853,0.1853,117700,0
1778498743.915224,0.216,-0.295227,0.529734,1,0.4216,0.6178,0.154914,-0.627819,-0.253607,0.0007,0.1539,0.267,1,0.26698,0.1689,0.1689,117704,0
1778498743.965325,0.216,-0.295227,0.529734,1,0.4207,0.6123,0.154914,-0.627819,-0.253607,0.0005,0.1536,0.2666,1,0.26658,0.1605,0.1605,117708,0
1778498744.01542,0.216,-0.295227,0.529734,1,0.4561,0.6368,0.154914,-0.627819,-0.253607,0.0006,0.1927,0.2628,1,0.26278,0.1303,0.1303,117708,0
1778498744.065515,0.216,-0.295227,0.529734,1,0.411,0.5891,0.154914,-0.627819,-0.253607,0.0008,0.1373,0.2729,1,0.27286,0.0977,0.0977,117716,0
1778498744.11561,0.216,-0.295227,0.529734,1,0.4438,0.641,0.154914,-0.627819,-0.253607,0.0011,0.1773,0.2654,1,0.2654,0.066,0.066,117724,0
1778498744.165812,0.216,-0.295227,0.529734,1,0.4173,0.6023,0.154914,-0.627819,-0.253607,0.0005,0.1537,0.2631,1,0.26307,0.0434,0.0434,117732,0
1778498744.215831,0.216,-0.295227,0.529734,1,0.3471,0.5064,0.154914,-0.627819,-0.253607,0.0007,0.1159,0.2305,1,0.2305,0.0104,0.0104,117736,0
1778498744.266033,0.216,-0.295227,0.529734,1,0.4136,0.5914,0.154914,-0.627819,-0.253607,0.0008,0.1643,0.2486,1,0.24858,0.0152,0.0152,117740,0
1778498744.31613,0.216,-0.295227,0.529734,1,0.4294,0.6348,0.154914,-0.627819,-0.253607,0.001,0.166,0.2624,1,0.26239,0.0367,0.0367,117744,0
1778498744.366234,0.216,-0.295227,0.529734,1,0.429,0.6285,0.154914,-0.627819,-0.253607,0.0009,0.1547,0.2735,1,0.27349,0.0584,0.0584,117748,0
1778498744.416326,0.216,-0.295227,0.529734,1,0.3467,0.5188,0.154914,-0.627819,-0.253607,0.0007,0.1232,0.2228,1,0.22277,0.063,0.063,117756,0
1778498744.466504,0.216,-0.295227,0.529734,1,0.3897,0.5725,0.154914,-0.627819,-0.253607,0.0006,0.1331,0.256,1,0.25604,0.0607,0.0607,117760,0
1778498744.516695,0.216,-0.295227,0.529734,1,0.4405,1.1909,0.154914,-0.627819,-0.253607,0.001,0.1773,0.2622,1,0.26218,0.0663,0.0663,117768,0
1778498744.566865,0.216,-0.295227,0.529734,1,0.4266,1.4964,0.154914,-0.627819,-0.253607,0.001,0.152,0.2736,1,0.27359,0.0581,0.0581,117772,0
1778498744.616936,-0.016005,-0.120212,0.59147,0,28.9894,32.4157,-0.077091,-0.452804,-0.191871,0.0009,0.1668,28.8217,250,0.11529,36.4594,36.4594,117824,0
1778498744.667155,-0.050694,-0.094298,0.591575,0,25.1048,28.2456,-0.11178,-0.42689,-0.191766,0.0002,0.0778,25.0268,250,0.10011,17.8535,17.8535,117888,0
1778498745.721524,-0.070871,-0.094704,0.585742,0,28.3741,29.1459,-0.131957,-0.427296,-0.1976,0.001,0.177,28.1961,250,0.11278,22.7812,22.7812,117968,0
1778498745.77163,-0.070885,-0.095227,0.584054,0,26.1529,28.1097,-0.131971,-0.427819,-0.199288,0.0006,0.1289,26.0234,250,0.10409,22.388,22.388,117972,0
1778498745.821728,-0.071086,-0.095339,0.583273,0,20.5847,23.5484,-0.132172,-0.427931,-0.200068,0.0007,0.1499,20.434,250,0.08174,22.4361,22.4361,117980,0
1778498745.871954,-0.070758,-0.095203,0.583155,0,21.4673,24.4256,-0.131844,-0.427795,-0.200186,0.001,0.1495,21.3169,250,0.08527,22.548,22.548,117988,0
1778498745.922037,-0.068746,-0.094792,0.583266,0,21.6208,24.4999,-0.129832,-0.427384,-0.200075,0.0004,0.1229,21.4974,250,0.08599,23.078,23.078,117996,0
1778498745.972131,-0.067902,-0.094803,0.582939,0,18.267,20.2631,-0.128988,-0.427396,-0.200403,0.0008,0.1366,18.1296,250,0.07252,21.7552,21.7552,118000,0
1778498746.022233,-0.067527,-0.095237,0.582177,0,19.3262,20.2058,-0.128613,-0.427829,-0.201164,0.0008,0.1701,19.1552,250,0.07662,21.0735,21.0735,118000,0
1778498746.072337,-0.067653,-0.096166,0.58112,0,20.3266,21.6563,-0.128739,-0.428758,-0.202221,0.0007,0.1646,20.1613,250,0.08065,20.9893,20.9893,118004,0
1778498746.122483,-0.068583,-0.097854,0.580004,0,21.2377,21.798,-0.129669,-0.430446,-0.203338,0.0005,0.1309,21.1063,250,0.08443,20.9802,20.9802,118008,0
1778498746.172574,-0.069019,-0.098454,0.579438,0,16.6206,17.6802,-0.130105,-0.431046,-0.203904,0.0005,0.1447,16.4754,250,0.0659,21.6442,21.6442,118008,0
1778498746.222652,-0.069121,-0.098966,0.578989,0,11.342,12.3573,-0.130206,-0.431558,-0.204353,0.0006,0.0982,11.2431,250,0.04497,22.5982,22.5982,118016,0
1778498746.272731,-0.069252,-0.09975,0.578114,0,21.0448,21.7199,-0.130338,-0.432342,-0.205228,0.0007,0.1473,20.8968,250,0.08359,24.5768,24.5768,118016,0
1778498746.322827,-0.070261,-0.101353,0.576706,0,20.9619,21.8761,-0.131347,-0.433945,-0.206636,0.0005,0.1242,20.8373,250,0.08335,24.981,24.981,118016,0
1778498746.372906,-0.071196,-0.102056,0.576263,0,20.3595,21.077,-0.132282,-0.434648,-0.207078,0.0008,0.1535,20.2051,250,0.08082,25.537,25.537,118016,0
1778498746.422976,-0.071955,-0.102434,0.57613,0,21.1361,22.7179,-0.133041,-0.435026,-0.207212,0.0006,0.1025,21.033,250,0.08413,25.301,25.301,118016,0
