t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778496804.486774,0.216,-0.290227,0.529734,1,2.4302,3.9196,0.0,0.005,0.0,0.0008,1.6404,0.789,3,0.26301,0.0902,0.0902,118040,0
1778496805.15398,0.216,-0.285227,0.529734,1,0.4265,0.6121,0.0,0.005,0.0,0.0009,0.1618,0.2638,1,0.26379,0.0513,0.0513,118076,0
1778496805.415849,0.216,-0.280227,0.529734,1,0.4091,0.5902,0.0,0.005,0.0,0.0008,0.1494,0.259,1,0.25898,0.0601,0.0601,118080,0
1778496805.597049,0.216,-0.275227,0.529734,1,0.4429,1.3082,0.0,0.005,0.0,0.001,0.156,0.2859,1,0.28593,0.071,0.071,118080,0
1778496806.102366,0.216,-0.270227,0.529734,1,1.5464,1.7666,0.0,0.005,0.0,0.0004,0.1229,1.4231,1,1.42307,0.0834,0.0834,118084,0
1778496806.142811,0.216,-0.265227,0.529734,1,0.4372,0.6331,0.0,0.005,0.0,0.0007,0.1543,0.2822,1,0.28222,0.0966,0.0966,118084,0
1778496806.162879,0.216,-0.260227,0.529734,1,0.4567,0.6968,0.0,0.005,0.0,0.0011,0.1643,0.2912,1,0.29124,0.1103,0.1103,118096,0
1778496806.182959,0.216,-0.255227,0.529734,1,0.3886,0.5928,0.0,0.005,0.0,0.0006,0.1296,0.2584,1,0.25844,0.1243,0.1243,118096,0
1778496806.223165,0.216,-0.250227,0.529734,1,0.5424,0.7692,0.0,0.005,0.0,0.0011,0.18,0.3613,1,0.36129,0.1385,0.1385,118108,0
1778496806.263351,0.216,-0.245227,0.529734,1,0.4302,0.6102,0.0,0.005,0.0,0.0006,0.1432,0.2863,1,0.28632,0.1529,0.1529,118108,0
1778496806.283459,0.216,-0.240227,0.529734,1,0.4598,0.6599,0.0,0.005,0.0,0.001,0.1755,0.2834,1,0.28335,0.1673,0.1673,118116,0
1778496806.323635,0.216,-0.235227,0.529734,1,0.443,0.6221,0.0,0.005,0.0,0.0008,0.1572,0.285,1,0.28504,0.1818,0.1818,118116,0
1778496806.343746,0.216,-0.230227,0.529734,1,0.4896,0.6986,0.0,0.005,0.0,0.0009,0.1774,0.3113,1,0.31129,0.1963,0.1963,118116,0
1778496806.383902,0.216,-0.225227,0.529734,1,0.3903,0.5653,0.0,0.005,0.0,0.0006,0.133,0.2567,1,0.25671,0.2108,0.2108,118116,0
1778496806.404742,0.216,-0.220227,0.529734,1,0.4225,0.6227,0.0,0.005,0.0,0.0008,0.1538,0.2679,1,0.26788,0.2254,0.2254,118116,0
1778496806.44494,0.216,-0.215227,0.529734,1,0.424,0.6189,0.0,0.005,0.0,0.001,0.1618,0.2611,1,0.26109,0.2399,0.2399,118116,0
1778496806.465059,0.216,-0.210227,0.529734,1,0.5186,0.7274,0.0,0.005,0.0,0.0011,0.1719,0.3456,1,0.34561,0.2544,0.2544,118128,0
1778496806.505222,0.216,-0.205227,0.529734,1,0.4214,0.5927,0.0,0.005,0.0,0.0007,0.1485,0.2721,1,0.27214,0.2688,0.2688,118128,0
1778496806.525334,0.216,-0.200227,0.529734,1,0.4661,0.6732,0.0,0.005,0.0,0.0012,0.158,0.3069,1,0.30689,0.2832,0.2832,118140,0
1778496806.565534,0.216,-0.195227,0.529734,1,0.4243,0.6103,0.0,0.005,0.0,0.001,0.1516,0.2717,1,0.27175,0.2975,0.2975,118140,0
1778496806.585655,0.216,-0.190227,0.529734,1,0.4846,0.6877,0.0,0.005,0.0,0.0008,0.1741,0.3097,1,0.30968,0.3116,0.3116,118140,0
1778496806.626022,0.216,-0.185227,0.529734,1,0.4162,1.6774,0.0,0.005,0.0,0.0007,0.1405,0.275,1,0.27504,0.3257,0.3257,118140,0
1778496806.646115,0.216,-0.180227,0.529734,1,0.4615,0.6653,0.0,0.005,0.0,0.0064,0.1606,0.2945,1,0.29454,0.3397,0.3397,118140,0
1778496806.686285,0.216,-0.175227,0.529734,1,0.4065,0.5956,0.0,0.005,0.0,0.0008,0.1388,0.2669,1,0.26693,0.3535,0.3535,118144,0
1778496806.706384,0.216,-0.170227,0.529734,1,0.4839,0.7465,0.0,0.005,0.0,0.0008,0.173,0.3101,1,0.3101,0.3671,0.3671,118144,0
1778496806.746677,0.216,-0.165227,0.529734,1,0.5881,1.5339,0.0,0.005,0.0,0.0009,0.2201,0.3671,1,0.36713,0.3805,0.3805,118148,0
1778496806.766767,0.216,-0.160227,0.529734,1,0.4497,1.0367,0.0,0.005,0.0,0.0008,0.1533,0.2957,1,0.29566,0.3938,0.3938,118148,0
1778496806.807012,0.216,-0.155227,0.529734,1,0.3951,1.1652,0.0,0.005,0.0,0.0006,0.1323,0.2622,1,0.26219,0.4068,0.4068,118148,0
1778496806.827578,0.216,-0.150227,0.529734,1,0.4052,0.7313,0.0,0.005,0.0,0.0006,0.1389,0.2658,1,0.26581,0.4197,0.4197,118148,0
1778496806.867942,0.216,-0.145227,0.529734,1,0.4568,0.6376,0.0,0.005,0.0,0.0009,0.159,0.2969,1,0.29687,0.4323,0.4323,118152,0
1778496806.888506,0.216,-0.140227,0.529734,1,0.5205,0.7376,0.0,0.005,0.0,0.0007,0.1682,0.3516,1,0.35163,0.4447,0.4447,118152,0
1778496806.928869,0.216,-0.135227,0.529734,1,0.5054,0.7018,0.0,0.005,0.0,0.0009,0.1904,0.314,1,0.31404,0.4568,0.4568,118152,0
1778496806.948939,0.216,-0.130227,0.529734,1,0.4335,0.6353,0.0,0.005,0.0,0.0008,0.1367,0.2959,1,0.29592,0.4687,0.4687,118160,0
1778496806.989172,0.216,-0.125227,0.529734,1,0.8554,1.0609,0.0,0.005,0.0,0.0009,0.1666,0.688,1,0.68796,0.4803,0.4803,118164,0
1778496807.010633,0.216,-0.120227,0.529734,1,0.5366,0.7445,0.0,0.005,0.0,0.0015,0.1975,0.3376,1,0.33763,0.4917,0.4917,118172,0
1778496807.05084,0.216,-0.115227,0.529734,1,0.4648,0.6528,0.0,0.005,0.0,0.0007,0.1642,0.2998,1,0.29984,0.5028,0.5028,118172,0
1778496807.070954,0.216,-0.110227,0.529734,1,0.5661,0.8115,0.0,0.005,0.0,0.0009,0.1783,0.3869,1,0.3869,0.5136,0.5136,118172,0
1778496807.111152,0.216,-0.105227,0.529734,1,0.4575,0.6599,0.0,0.005,0.0,0.0011,0.1699,0.2865,1,0.28648,0.5242,0.5242,118172,0
1778496807.131253,0.216,-0.100227,0.529734,1,0.4891,0.706,0.0,0.005,0.0,0.0008,0.1723,0.316,1,0.31599,0.5345,0.5345,118172,0
1778496807.171606,0.216,-0.095227,0.529734,1,0.3124,0.9563,0.0,0.005,0.0,0.0003,0.1088,0.2032,1,0.20325,0.5446,0.5446,118172,0
1778496807.191722,0.216,-0.090227,0.529734,1,0.5345,0.7437,0.0,0.005,0.0,0.0008,0.1903,0.3434,1,0.34337,0.5544,0.5544,118172,0
1778496807.231876,0.216,-0.085227,0.529734,1,0.4451,0.64,0.0,0.005,0.0,0.0011,0.1669,0.2771,1,0.27711,0.5639,0.5639,118172,0
1778496807.251949,0.216,-0.080227,0.529734,1,0.4374,0.608,0.0,0.005,0.0,0.0009,0.1505,0.286,1,0.28599,0.5732,0.5732,118180,0
1778496807.292164,0.216,-0.075227,0.529734,1,0.5289,0.7671,0.0,0.005,0.0,0.0012,0.1941,0.3337,1,0.33366,0.5824,0.5824,118180,0
1778496807.312247,0.216,-0.070227,0.529734,1,0.4297,0.6238,0.0,0.005,0.0,0.0007,0.156,0.2729,1,0.27292,0.5912,0.5912,118180,0
1778496807.352567,0.216,-0.065227,0.529734,1,0.5052,0.7162,0.0,0.005,0.0,0.0011,0.1964,0.3077,1,0.30774,0.5999,0.5999,118188,0
1778496807.372666,0.216,-0.060227,0.529734,1,0.4248,0.6178,0.0,0.005,0.0,0.0007,0.1543,0.2699,1,0.26985,0.6084,0.6084,118188,0
1778496807.412863,0.216,-0.055227,0.529734,1,0.4934,0.6826,0.0,0.005,0.0,0.0011,0.1684,0.3239,1,0.32395,0.6168,0.6168,118188,0
1778496807.432942,0.216,-0.050227,0.529734,1,0.4419,0.6159,0.0,0.005,0.0,0.0007,0.152,0.2892,1,0.28923,0.625,0.625,118200,0
1778496807.614109,0.216,-0.05,0.529734,1,0.4785,0.696,0.0,0.005,0.0,0.0009,0.1762,0.3014,1,0.30136,0.6557,0.6557,118204,0
1778496808.100709,0.216,-0.05,0.529734,1,0.3494,0.4531,0.0,0.005,0.0,0.0006,0.1152,0.2337,1,0.2337,0.655,0.655,119616,0
1778496808.141037,0.216,-0.05,0.529734,1,0.5044,0.7321,0.0,0.005,0.0,0.0008,0.1722,0.3313,1,0.33135,0.6551,0.6551,119620,0
1778496808.161126,0.216,-0.05,0.529734,1,0.4545,0.6658,0.0,0.005,0.0,0.0007,0.1682,0.2856,1,0.2856,0.6551,0.6551,119620,0
1778496808.201295,0.216,-0.05,0.529734,1,0.4773,0.6643,0.0,0.005,0.0,0.0008,0.1721,0.3045,1,0.30447,0.6551,0.6551,119620,0
1778496808.221397,0.216,-0.05,0.529734,1,0.5577,0.7812,0.0,0.005,0.0,0.0008,0.1709,0.386,1,0.38602,0.6551,0.6551,119620,0
1778496808.261622,0.216,-0.05,0.529734,1,0.5081,0.7315,0.0,0.005,0.0,0.0008,0.214,0.2933,1,0.2933,0.6551,0.6551,119620,0
1778496808.281715,0.216,-0.05,0.529734,1,0.4363,0.6283,0.0,0.005,0.0,0.0009,0.1422,0.2932,1,0.29317,0.6551,0.6551,119628,0
