t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778489489.302936,0.194204,-0.205068,0.50954,1,1.8483,2.0586,-0.088206,-0.226684,-0.16615,0.0007,1.042,0.8056,3,0.26854,0.7334,0.7334,116796,0
1778489489.353117,0.18485,-0.198186,0.503067,1,0.2747,0.4101,-0.097561,-0.219801,-0.172622,0.0006,0.1103,0.1639,1,0.16386,0.7391,0.7391,116824,0
1778489489.40326,0.176774,-0.190762,0.497136,1,0.2454,0.4269,-0.105636,-0.212378,-0.178554,0.0003,0.0952,0.15,1,0.15001,0.6209,0.6209,116824,0
1778489489.454124,0.169483,-0.184649,0.492472,1,0.3921,0.574,-0.112928,-0.206264,-0.183218,0.0006,0.1357,0.2558,1,0.2558,0.6185,0.6185,116832,0
1778489489.504232,0.157471,-0.175212,0.486705,1,0.4276,0.6145,-0.124939,-0.196828,-0.188985,0.0007,0.1645,0.2624,1,0.26238,0.6507,0.6507,116832,0
1778489489.554685,0.154099,-0.171343,0.485055,1,0.4169,0.6054,-0.128312,-0.192959,-0.190634,0.0008,0.1598,0.2563,1,0.25631,0.6759,0.6759,116836,0
1778489489.604776,0.155315,-0.170778,0.483586,1,0.4638,0.6592,-0.127095,-0.192394,-0.192104,0.0009,0.1724,0.2905,1,0.29049,0.6947,0.6947,116836,0
1778489489.65519,0.150243,-0.170274,0.481156,1,0.4071,0.6123,-0.132168,-0.191889,-0.194534,0.0008,0.1486,0.2577,1,0.25769,0.6558,0.6558,116836,0
1778489489.705409,0.147243,-0.169529,0.480142,1,0.5178,3.1792,-0.135167,-0.191145,-0.195548,0.0008,0.1659,0.351,1,0.35101,0.6781,0.6781,116840,0
1778489489.755493,0.144539,-0.16926,0.479446,1,0.5093,1.2973,-0.137871,-0.190875,-0.196244,0.0005,0.2087,0.3001,1,0.30008,0.6807,0.6807,116840,0
1778489489.805686,0.142742,-0.169299,0.479081,1,0.5496,1.4636,-0.139668,-0.190914,-0.196609,0.0008,0.2171,0.3316,1,0.33165,0.6851,0.6851,116840,0
1778489489.856408,0.138337,-0.169984,0.478286,1,0.4006,0.5782,-0.144073,-0.1916,-0.197404,0.0008,0.1389,0.2609,1,0.26091,0.6434,0.6434,116840,0
1778489489.906727,0.137558,-0.170232,0.478221,1,0.4354,0.6195,-0.144852,-0.191848,-0.197469,0.0008,0.1566,0.278,1,0.27798,0.6788,0.6788,116848,0
1778489489.956809,0.137082,-0.170347,0.478396,1,0.4341,0.6174,-0.145328,-0.191963,-0.197294,0.0006,0.1532,0.2802,1,0.28025,0.6831,0.6831,116856,0
