t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778465808.700349,0.221186,-0.291025,0.522116,1,1.8611,2.0813,0.005186,0.004202,-0.007618,0.001,1.1806,0.6796,1,0.67961,0.4289,0.4289,116104,0
1778465808.75053,0.221208,-0.290936,0.522077,1,0.4394,0.6377,0.005208,0.004291,-0.007657,0.0012,0.1577,0.2805,1,0.28051,0.0491,0.0491,116128,0
1778465808.800721,0.22129,-0.290796,0.521898,1,0.4898,0.7057,0.00529,0.004431,-0.007836,0.0017,0.211,0.2771,1,0.27711,0.0495,0.0495,116140,0
1778465808.85125,0.221601,-0.290658,0.521385,1,0.4323,0.6326,0.005601,0.004569,-0.008349,0.0008,0.1549,0.2766,1,0.27657,0.0536,0.0536,116148,0
1778465808.90134,0.221768,-0.290537,0.521126,1,0.4025,0.5783,0.005768,0.004689,-0.008608,0.001,0.154,0.2475,1,0.24749,0.0551,0.0551,116152,0
1778465808.951447,0.221932,-0.290437,0.520926,1,0.4217,0.623,0.005932,0.00479,-0.008808,0.0011,0.1523,0.2683,1,0.26831,0.0569,0.0569,116156,0
1778465809.001612,0.222057,-0.29029,0.520851,1,0.4529,0.6535,0.006057,0.004936,-0.008884,0.001,0.1727,0.2791,1,0.27914,0.0577,0.0577,116164,0
1778465809.051677,0.222357,-0.290072,0.52107,1,0.4124,0.595,0.006357,0.005154,-0.008664,0.0011,0.1535,0.2578,1,0.25777,0.0591,0.0591,116168,0
1778465809.101779,0.222641,-0.290347,0.52148,1,0.4867,0.6743,0.006641,0.00488,-0.008254,0.0011,0.1684,0.3172,1,0.31721,0.0603,0.0603,116176,0
1778465809.15213,0.222984,-0.290544,0.522048,1,0.4127,0.6049,0.006984,0.004682,-0.007686,0.001,0.1499,0.2618,1,0.26183,0.0612,0.0612,116184,0
1778465809.202227,0.223536,-0.290692,0.522779,1,0.4301,0.6422,0.007536,0.004535,-0.006956,0.001,0.1543,0.2748,1,0.2748,0.0634,0.0634,116188,0
1778465809.252338,0.225972,-0.290465,0.525293,1,0.443,0.6278,0.009972,0.004761,-0.004441,0.0009,0.1528,0.2893,1,0.28928,0.0895,0.0895,116196,0
1778465809.302437,0.227611,-0.289909,0.527069,1,0.4706,0.6615,0.011611,0.005318,-0.002666,0.001,0.1663,0.3033,1,0.30328,0.0853,0.0853,116204,0
1778465809.35256,0.229529,-0.289065,0.529159,1,0.4322,0.6296,0.013529,0.006162,-0.000576,0.0009,0.1537,0.2776,1,0.27761,0.0962,0.0962,116208,0
1778465809.402723,0.231754,-0.288328,0.531406,1,0.4779,0.688,0.015754,0.006899,0.001672,0.0012,0.1688,0.3079,1,0.30789,0.1067,0.1067,116224,0
1778465809.452902,0.238629,-0.28625,0.536397,1,0.4587,0.6822,0.022629,0.008977,0.006663,0.0013,0.1718,0.2857,1,0.28565,0.2386,0.2386,116232,0
1778465809.502993,0.243053,-0.28508,0.53894,1,0.417,0.599,0.027053,0.010147,0.009206,0.001,0.1572,0.2588,1,0.25882,0.173,0.173,116236,0
1778465809.55306,0.24826,-0.283239,0.541862,1,0.426,0.6234,0.03226,0.011987,0.012128,0.0008,0.1614,0.2638,1,0.2638,0.2136,0.2136,116240,0
