t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778466007.303081,0.208559,-0.302481,0.529755,1,1.6037,1.8475,-0.007441,-0.007254,2.1e-05,0.0009,1.0728,0.53,1,0.53002,0.3022,0.3022,116716,0
1778466007.353146,0.207562,-0.304696,0.530643,1,0.494,0.6865,-0.008438,-0.00947,0.000909,0.0013,0.1462,0.3466,1,0.34656,0.1498,0.1498,116740,0
1778466007.403243,0.206799,-0.306768,0.531336,1,0.5366,0.7183,-0.009201,-0.011541,0.001602,0.0009,0.1655,0.3702,1,0.37024,0.248,0.248,116748,0
1778466007.453337,0.206336,-0.308407,0.531743,1,0.5008,0.7127,-0.009664,-0.01318,0.002008,0.0008,0.1477,0.3523,1,0.35231,0.3346,0.3346,116748,0
1778466007.503424,0.205274,-0.312063,0.53295,1,0.5032,0.7017,-0.010726,-0.016836,0.003215,0.001,0.1692,0.333,1,0.33302,0.4834,0.4834,116752,0
1778466007.553519,0.204439,-0.314145,0.53391,1,0.4699,0.6535,-0.011561,-0.018918,0.004176,0.0009,0.2062,0.2628,1,0.26282,0.5945,0.5945,116752,0
1778466007.603618,0.203625,-0.316583,0.534802,1,0.4903,0.668,-0.012375,-0.021357,0.005068,0.001,0.2076,0.2818,1,0.28177,0.7431,0.7431,116764,0
1778466007.653728,0.20301,-0.318981,0.53553,1,0.5038,0.6911,-0.01299,-0.023755,0.005795,0.0008,0.2282,0.2747,1,0.27475,0.9158,0.9158,116764,0
1778466007.703835,0.202213,-0.32381,0.536829,1,0.5042,0.7062,-0.013787,-0.028584,0.007095,0.0008,0.2171,0.2863,1,0.28628,1.2394,1.2394,116764,0
1778466007.754019,0.201891,-0.326372,0.537537,1,0.478,0.6759,-0.014109,-0.031145,0.007802,0.0009,0.1756,0.3015,1,0.3015,1.4477,1.4477,116768,0
1778466007.80409,0.201315,-0.329262,0.538653,1,0.4122,0.5916,-0.014685,-0.034035,0.008918,0.001,0.1484,0.2627,1,0.2627,1.6681,1.6681,116768,0
1778466007.854203,0.200702,-0.332103,0.539881,1,0.4367,0.634,-0.015298,-0.036876,0.010146,0.0011,0.1661,0.2695,1,0.26954,1.9345,1.9345,116768,0
1778466007.904271,0.199299,-0.338683,0.542318,1,0.3998,0.6006,-0.016701,-0.043456,0.012584,0.0014,0.1369,0.2615,1,0.26153,2.5322,2.5322,116768,0
1778466007.954545,0.198615,-0.341709,0.543191,1,0.4455,0.65,-0.017385,-0.046482,0.013456,0.001,0.1648,0.2797,1,0.27972,2.9218,2.9218,116768,0
1778466008.005282,0.197565,-0.344362,0.544773,1,0.5908,0.7656,-0.018435,-0.049135,0.015039,0.0008,0.1487,0.4413,2,0.22067,0.2543,0.2543,116776,0
1778466008.055386,0.196438,-0.346495,0.546394,1,0.5941,0.7619,-0.019562,-0.051268,0.01666,0.0009,0.1539,0.4393,2,0.21966,0.2729,0.2729,116780,0
1778466008.105483,0.194719,-0.351821,0.549027,1,0.5979,3.3076,-0.021281,-0.056595,0.019293,0.0009,0.1662,0.4308,2,0.21539,0.3577,0.3577,116784,0
1778466008.155644,0.19429,-0.35452,0.550148,1,0.5941,0.7936,-0.02171,-0.059293,0.020414,0.0009,0.1726,0.4206,2,0.21029,0.4019,0.4019,116784,0
1778466008.205834,0.193989,-0.356914,0.551342,1,0.5879,1.5003,-0.022011,-0.061687,0.021608,0.0008,0.1453,0.4419,2,0.22095,0.4384,0.4384,116796,0
1778466008.255934,0.193842,-0.359214,0.552663,1,0.5399,1.3169,-0.022158,-0.063987,0.022929,0.0008,0.1448,0.3943,2,0.19715,0.477,0.477,116796,0
1778466008.306015,0.193931,-0.362667,0.555332,1,0.5574,1.4313,-0.022069,-0.06744,0.025598,0.0009,0.1443,0.4123,2,0.20615,0.5525,0.5525,116796,0
1778466008.356622,0.194165,-0.363858,0.556569,1,0.5695,0.7562,-0.021835,-0.068631,0.026835,0.0013,0.16,0.4083,2,0.20413,0.5696,0.5696,116796,0
1778466008.406885,0.194265,-0.364347,0.557657,1,0.576,1.0087,-0.021735,-0.06912,0.027923,0.0009,0.1551,0.42,2,0.20999,0.5845,0.5845,116796,0
1778466008.456952,0.194096,-0.364612,0.558843,1,0.5554,0.7334,-0.021904,-0.069385,0.029109,0.0011,0.1533,0.401,2,0.20051,0.6077,0.6077,116800,0
1778466008.507063,0.193652,-0.365515,0.560436,1,0.5559,0.7302,-0.022348,-0.070288,0.030702,0.0009,0.1451,0.4099,2,0.20496,0.6536,0.6536,116804,0
1778466008.557148,0.193201,-0.36653,0.561208,1,0.5675,0.7555,-0.022799,-0.071303,0.031474,0.0009,0.1541,0.4124,2,0.20622,0.6922,0.6922,116804,0
1778466008.607254,0.192515,-0.368163,0.561779,1,0.5751,0.7673,-0.023485,-0.072936,0.032044,0.0008,0.1533,0.421,2,0.21052,0.7494,0.7494,116804,0
1778466008.658694,0.191911,-0.370248,0.561918,1,0.553,0.7443,-0.024089,-0.075022,0.032183,0.0009,0.1537,0.3985,2,0.19924,0.8087,0.8087,116804,0
1778466008.708877,0.190944,-0.372958,0.562061,1,0.5438,0.7063,-0.025056,-0.077731,0.032327,0.0008,0.1424,0.4006,2,0.20032,0.892,0.892,116804,0
1778466008.758972,0.190648,-0.37321,0.5623,1,0.5882,0.7644,-0.025352,-0.077983,0.032565,0.0007,0.1628,0.4246,2,0.21232,0.92,0.92,116804,0
