t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778499837.426244,0.204697,-0.159012,0.530282,1,1.9407,2.1625,-0.011303,-0.005513,0.052282,0.0009,1.1558,0.7841,2,0.39204,0.5595,0.5595,153820,0
1778499839.985873,0.204864,-0.165395,0.522377,1,0.2746,0.3931,9.9e-05,-0.005981,-0.008288,0.0004,0.1081,0.1661,1,0.16614,0.2356,0.2356,153840,0
1778499840.036052,0.205124,-0.167721,0.521076,1,0.2616,0.3893,0.000359,-0.008306,-0.009589,0.0005,0.1051,0.1559,1,0.15591,0.1212,0.1212,153840,0
1778499840.086213,0.205532,-0.170329,0.520232,1,0.2686,0.3988,0.000767,-0.010914,-0.010433,0.0004,0.1101,0.158,1,0.158,0.1144,0.1144,153840,0
1778499840.136374,0.2,-0.2,0.5,1,0.2582,0.3698,0.002685,-0.018372,-0.011219,0.0006,0.1059,0.1517,1,0.15168,2.4803,2.4803,153840,0
1778499840.186531,0.208878,-0.183026,0.519708,1,0.2628,0.3781,0.004113,-0.023611,-0.010956,0.0007,0.1044,0.1578,1,0.15778,1.3469,1.3469,153844,0
1778499840.236831,0.21106,-0.189656,0.520044,1,0.4014,0.6054,0.006296,-0.030241,-0.01062,0.0013,0.1508,0.2494,1,0.24936,0.0933,0.0933,153844,0
1778499840.286947,0.214066,-0.196864,0.520497,1,0.4491,0.6751,0.009301,-0.037449,-0.010168,0.0013,0.1696,0.2781,1,0.27809,0.0738,0.0738,153848,0
1778499840.337047,0.2,-0.2,0.5,1,0.4229,0.6293,0.016447,-0.05236,-0.008825,0.0012,0.1688,0.253,1,0.25297,1.0677,1.0677,153848,0
1778499840.387199,0.2,-0.2,0.5,1,0.3916,0.5652,0.020019,-0.059262,-0.00814,0.0011,0.1522,0.2383,1,0.23834,0.0927,0.0927,153848,0
1778499840.437305,0.25,-0.25,0.5,1,0.5521,0.7545,0.024476,-0.067176,-0.007631,0.0011,0.1514,0.3996,2,0.19979,0.485,0.485,153848,0
