x,y,z,roll,pitch,yaw,success,pos_err_mm,iterations,solve_ms,seed_used
-0.2,-0.55,0.35,0.0,0.0,0.0,0,188.355,700,40.98,-1
-0.2,-0.55,0.45,0.0,0.0,0.0,0,119.9,700,42.4,-1
-0.2,-0.55,0.55,0.0,0.0,0.0,0,64.429,700,52.56,-1
-0.2,-0.55,0.65,0.0,0.0,0.0,0,31.313,700,27.65,-1
-0.2,-0.55,0.75,0.0,0.0,0.0,0,29.196,700,26.52,-1
-0.2,-0.55,0.85,0.0,0.0,0.0,0,78.797,700,26.96,-1
-0.2,-0.45,0.35,0.0,0.0,0.0,0,141.592,700,27.23,-1
-0.2,-0.45,0.45,0.0,0.0,0.0,0,63.133,700,29.27,-1
-0.2,-0.45,0.55,0.0,0.0,0.0,1,1.824,14,0.58,0
-0.2,-0.45,0.65,0.0,0.0,0.0,1,1.432,316,13.06,3
-0.2,-0.45,0.75,0.0,0.0,0.0,1,1.563,9,0.38,0
-0.2,-0.45,0.85,0.0,0.0,0.0,1,2.365,8,0.34,0
-0.2,-0.35,0.35,0.0,0.0,0.0,0,125.489,700,27.18,-1
-0.2,-0.35,0.45,0.0,0.0,0.0,0,33.947,700,33.22,-1
-0.2,-0.35,0.55,0.0,0.0,0.0,1,1.491,223,11.16,2
-0.2,-0.35,0.65,0.0,0.0,0.0,1,2.257,20,1.21,0
-0.2,-0.35,0.75,0.0,0.0,0.0,1,2.67,8,0.51,0
-0.2,-0.35,0.85,0.0,0.0,0.0,1,1.511,8,0.5,0
-0.2,-0.25,0.35,0.0,0.0,0.0,0,125.134,700,28.1,-1
-0.2,-0.25,0.45,0.0,0.0,0.0,0,56.299,700,26.93,-1
-0.2,-0.25,0.55,0.0,0.0,0.0,0,113.393,700,27.23,-1
-0.2,-0.25,0.65,0.0,0.0,0.0,1,4.319,100,3.72,0
-0.2,-0.25,0.75,0.0,0.0,0.0,1,1.757,7,0.31,0
-0.2,-0.25,0.85,0.0,0.0,0.0,1,2.071,7,0.3,0
-0.2,-0.15,0.35,0.0,0.0,0.0,0,184.833,700,27.8,-1
-0.2,-0.15,0.45,0.0,0.0,0.0,0,15.278,700,26.52,-1
-0.2,-0.15,0.55,0.0,0.0,0.0,1,1.469,219,8.79,2
-0.2,-0.15,0.65,0.0,0.0,0.0,1,2.945,113,4.59,1
-0.2,-0.15,0.75,0.0,0.0,0.0,1,1.348,12,0.48,0
-0.2,-0.15,0.85,0.0,0.0,0.0,1,0.839,7,0.29,0
-0.2,-0.05,0.35,0.0,0.0,0.0,0,117.63,700,28.02,-1
-0.2,-0.05,0.45,0.0,0.0,0.0,0,32.35,700,27.68,-1
-0.2,-0.05,0.55,0.0,0.0,0.0,1,1.789,316,12.89,3
-0.2,-0.05,0.65,0.0,0.0,0.0,1,1.98,614,24.86,6
-0.2,-0.05,0.75,0.0,0.0,0.0,1,1.375,11,0.45,0
-0.2,-0.05,0.85,0.0,0.0,0.0,1,1.246,8,0.33,0
-0.1,-0.55,0.35,0.0,0.0,0.0,0,184.517,700,27.51,-1
-0.1,-0.55,0.45,0.0,0.0,0.0,0,117.14,700,26.86,-1
-0.1,-0.55,0.55,0.0,0.0,0.0,0,62.675,700,26.72,-1
-0.1,-0.55,0.65,0.0,0.0,0.0,0,38.87,700,27.32,-1
-0.1,-0.55,0.75,0.0,0.0,0.0,0,24.715,700,26.88,-1
-0.1,-0.55,0.85,0.0,0.0,0.0,0,24.762,700,26.31,-1
-0.1,-0.45,0.35,0.0,0.0,0.0,0,139.818,700,27.17,-1
-0.1,-0.45,0.45,0.0,0.0,0.0,0,62.402,700,26.7,-1
-0.1,-0.45,0.55,0.0,0.0,0.0,1,2.767,119,4.64,1
-0.1,-0.45,0.65,0.0,0.0,0.0,1,3.757,400,15.19,3
-0.1,-0.45,0.75,0.0,0.0,0.0,1,1.696,6,0.26,0
-0.1,-0.45,0.85,0.0,0.0,0.0,1,1.182,8,0.33,0
-0.1,-0.35,0.35,0.0,0.0,0.0,0,116.604,700,27.05,-1
-0.1,-0.35,0.45,0.0,0.0,0.0,0,32.326,700,26.84,-1
