t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778499293.940103,0.222918,-0.155989,0.484864,1,2.1804,2.4226,0.006918,-0.00249,0.006864,0.0014,1.3425,0.8365,2,0.41827,0.1834,0.1834,153932,0
1778499293.990205,0.229765,-0.159767,0.492795,1,0.4143,0.5903,0.013765,-0.006268,0.014795,0.0007,0.149,0.2646,1,0.26463,0.2986,0.2986,153948,0
1778499294.040309,0.233982,-0.161922,0.496796,1,0.4623,1.1277,0.017982,-0.008423,0.018795,0.0011,0.1712,0.2901,1,0.29008,0.2032,0.2032,153960,0
1778499294.090476,0.238039,-0.163706,0.500613,1,0.4653,1.229,0.022039,-0.010207,0.022613,0.0009,0.1836,0.2808,1,0.28079,0.2014,0.2014,153960,0
1778499294.14073,0.242476,-0.165815,0.503866,1,0.4018,1.3659,0.026476,-0.012316,0.025866,0.0009,0.1546,0.2462,1,0.24623,0.2107,0.2107,153960,0
1778499294.19144,0.250358,-0.169042,0.509513,1,0.4137,0.5848,0.034358,-0.015543,0.031513,0.001,0.1665,0.2462,1,0.24622,0.3241,0.3241,153964,0
1778499294.24155,0.25355,-0.169864,0.511967,1,0.4329,0.6326,0.03755,-0.016364,0.033967,0.0009,0.1738,0.2581,1,0.25812,0.2102,0.2102,153964,0
1778499294.291723,0.256627,-0.170499,0.514448,1,0.4733,0.6579,0.040627,-0.017,0.036447,0.0009,0.1575,0.3149,1,0.31487,0.2171,0.2171,153976,0
1778499294.341844,0.259243,-0.170779,0.516586,1,0.4405,0.6392,0.043243,-0.01728,0.038586,0.0008,0.161,0.2787,1,0.27871,0.2192,0.2192,153976,0
1778499294.393395,0.25,-0.15,0.5,1,0.4607,0.6797,0.047604,-0.017407,0.041904,0.001,0.1732,0.2865,1,0.28648,1.4021,1.4021,153976,0
1778499294.444808,0.25,-0.15,0.5,1,0.4903,0.6807,0.04932,-0.017218,0.04326,0.0008,0.1711,0.3184,1,0.31838,0.2408,0.2408,153976,0
1778499294.495022,0.25,-0.15,0.5,1,0.4084,0.612,0.05065,-0.016914,0.044404,0.0006,0.1589,0.2489,1,0.24886,0.2413,0.2413,153976,0
1778499294.545466,0.25,-0.15,0.5,1,0.4215,0.6264,0.052584,-0.016294,0.046228,0.0009,0.1666,0.2539,1,0.25392,0.242,0.242,153980,0
1778499294.595626,0.25,-0.15,0.55,1,0.6123,0.8011,0.053271,-0.016106,0.047005,0.001,0.1648,0.4465,2,0.22325,0.2931,0.2931,153996,0
1778499294.64588,0.25,-0.15,0.55,1,0.4448,1.4674,0.053957,-0.015999,0.047742,0.0006,0.177,0.2672,1,0.26722,0.2406,0.2406,153996,0
1778499294.695979,0.25,-0.15,0.55,1,0.4018,0.5932,0.054951,-0.015969,0.048639,0.0009,0.1518,0.2492,1,0.24915,0.2399,0.2399,154000,0
1778499294.746033,0.25,-0.15,0.55,1,0.4211,0.6296,0.057583,-0.016223,0.050736,0.001,0.1632,0.2568,1,0.25684,0.2392,0.2392,154000,0
1778499294.796138,0.3,-0.15,0.55,1,0.6148,0.8204,0.059966,-0.016789,0.052422,0.0009,0.1644,0.4495,2,0.22475,0.4531,0.4531,154000,0
1778499294.846241,0.3,-0.15,0.55,1,0.4913,0.6997,0.062846,-0.017644,0.054185,0.0011,0.1922,0.298,1,0.29797,0.3746,0.3746,154000,0
1778499294.896338,0.3,-0.15,0.55,1,0.4191,0.5997,0.06612,-0.018602,0.056172,0.0007,0.1622,0.2562,1,0.25623,0.3746,0.3746,154000,0
