t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778493521.095051,0.216,-0.295227,0.529734,1,1.7034,1.8952,0.621567,0.609135,0.02981,0.0009,1.1661,0.5364,1,0.53644,0.0,0.0,116916,0
1778493521.145165,0.216,-0.295227,0.529734,1,0.4272,0.6333,0.621567,0.609135,0.02981,0.0008,0.1467,0.2797,1,0.27975,0.0,0.0,116940,0
1778493521.195346,0.216,-0.295227,0.529734,1,0.4552,0.6813,0.621567,0.609135,0.02981,0.0006,0.1527,0.3019,1,0.30194,0.0,0.0,116948,0
1778493521.245444,0.216,-0.295227,0.529734,1,0.4488,0.6514,0.621567,0.609135,0.02981,0.0008,0.1559,0.2921,1,0.29209,0.0,0.0,117132,0
1778493521.295684,0.216,-0.295227,0.529734,1,0.3319,1.1052,0.621567,0.609135,0.02981,0.0005,0.1094,0.222,1,0.22205,0.0,0.0,117144,0
1778493521.345797,0.216,-0.295227,0.529734,1,0.4256,0.6332,0.621567,0.609135,0.02981,0.0008,0.1531,0.2718,1,0.27178,0.0,0.0,117152,0
1778493521.396007,0.216,-0.295227,0.529734,1,0.4058,0.6037,0.621567,0.609135,0.02981,0.0009,0.1441,0.2609,1,0.26087,0.0,0.0,117160,0
1778493521.446107,0.216,-0.295227,0.529734,1,0.4102,0.6201,0.621567,0.609135,0.02981,0.0008,0.1561,0.2534,1,0.25341,0.0,0.0,117164,0
1778493521.496205,0.216,-0.295227,0.529734,1,0.4013,0.5857,0.621567,0.609135,0.02981,0.0007,0.1418,0.2588,1,0.25875,0.0,0.0,117172,0
1778493521.546324,0.216,-0.295227,0.529734,1,0.4439,0.9365,0.621567,0.609135,0.02981,0.0008,0.1459,0.2972,1,0.29719,0.0,0.0,117180,0
1778493521.59643,0.216,-0.295227,0.529734,1,0.4229,0.6205,0.621567,0.609135,0.02981,0.0008,0.1557,0.2664,1,0.26641,0.0,0.0,117188,0
1778493521.646907,0.216,-0.295227,0.529734,1,0.3954,0.5932,0.621567,0.609135,0.02981,0.0006,0.1396,0.2552,1,0.25524,0.0,0.0,117188,0
1778493521.696999,0.216,-0.295227,0.529734,1,0.5253,0.7598,0.621567,0.609135,0.02981,0.001,0.1866,0.3377,1,0.33766,0.0,0.0,117200,0
1778493521.747099,0.216,-0.295227,0.529734,1,0.4389,0.6445,0.621567,0.609135,0.02981,0.0008,0.1623,0.2759,1,0.27588,0.0,0.0,117204,0
1778493521.79721,0.216,-0.295227,0.529734,1,0.4532,0.7102,0.621567,0.609135,0.02981,0.0009,0.1657,0.2865,1,0.28654,0.0,0.0,117208,0
1778493521.847321,0.216,-0.295227,0.529734,1,0.4178,0.6282,0.621567,0.609135,0.02981,0.0007,0.1454,0.2717,1,0.27167,0.0,0.0,117216,0
1778493521.897395,0.216,-0.295227,0.529734,1,0.4224,0.6048,0.621567,0.609135,0.02981,0.0009,0.1524,0.2692,1,0.26917,0.0,0.0,117220,0
1778493521.947501,0.216,-0.295227,0.529734,1,0.4168,0.6135,0.621567,0.609135,0.02981,0.0008,0.1518,0.2641,1,0.2641,0.0,0.0,117220,0
1778493521.997527,0.216,-0.295227,0.529734,1,0.429,0.6157,0.621567,0.609135,0.02981,0.0007,0.1375,0.2908,1,0.29079,0.0,0.0,117248,0
1778493522.047635,0.216,-0.295227,0.529734,1,0.4011,0.6095,0.621567,0.609135,0.02981,0.0007,0.1438,0.2566,1,0.25661,0.0,0.0,117252,0
1778493522.097726,0.216,-0.295227,0.529734,1,0.4078,0.5839,0.621567,0.609135,0.02981,0.0008,0.1527,0.2543,1,0.25433,0.0,0.0,117260,0
1778493522.147831,0.216,-0.295227,0.529734,1,0.4619,0.678,0.621567,0.609135,0.02981,0.0009,0.1736,0.2874,1,0.2874,0.0,0.0,117264,0
1778493522.197931,0.216,-0.295227,0.529734,1,0.4249,0.6187,0.621567,0.609135,0.02981,0.0008,0.1521,0.2719,1,0.27189,0.0,0.0,117272,0
1778493522.248047,0.216,-0.295227,0.529734,1,0.4216,0.6393,0.621567,0.609135,0.02981,0.0017,0.148,0.2719,1,0.27189,0.0,0.0,117276,0
1778493522.298167,0.216,-0.295227,0.529734,1,0.4203,0.6121,0.621567,0.609135,0.02981,0.0007,0.1527,0.2669,1,0.26693,0.0,0.0,117280,0
1778493522.348264,0.216,-0.295227,0.529734,1,0.406,0.6085,0.621567,0.609135,0.02981,0.0009,0.1468,0.2583,1,0.25831,0.0,0.0,117284,0
1778493522.39837,0.216,-0.295227,0.529734,1,0.4181,0.6182,0.621567,0.609135,0.02981,0.001,0.1556,0.2615,1,0.26148,0.0,0.0,117288,0
1778493525.35828,0.216,-0.295227,0.529734,1,0.2742,0.3972,0.621567,0.609135,0.02981,0.0007,0.1054,0.168,1,0.16803,0.0,0.0,117520,0
1778493525.408397,0.216,-0.295227,0.529734,1,0.4334,0.6214,0.621567,0.609135,0.02981,0.001,0.1507,0.2817,1,0.28167,0.0,0.0,117532,0
