t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778493505.819866,0.216,-0.295227,0.529734,1,1.739,1.9525,0.621567,0.609135,0.02981,0.0014,1.1192,0.6184,1,0.61839,0.0,0.0,117564,0
1778493505.87049,0.216,-0.295227,0.529734,1,0.4338,0.6379,0.621567,0.609135,0.02981,0.0011,0.1425,0.2902,1,0.29021,0.0,0.0,117580,0
1778493505.920666,0.216,-0.295227,0.529734,1,0.4668,0.6696,0.621567,0.609135,0.02981,0.0011,0.1855,0.2802,1,0.28019,0.0,0.0,117592,0
1778493505.970761,0.216,-0.295227,0.529734,1,0.4156,0.6031,0.621567,0.609135,0.02981,0.0007,0.1387,0.2761,1,0.27615,0.0,0.0,117608,0
1778493506.02085,0.216,-0.295227,0.529734,1,0.4539,0.6614,0.621567,0.609135,0.02981,0.0012,0.1441,0.3086,1,0.30859,0.0,0.0,117616,0
1778493506.070947,0.216,-0.295227,0.529734,1,0.4731,0.6985,0.621567,0.609135,0.02981,0.001,0.1586,0.3135,1,0.31351,0.0,0.0,117632,0
1778493506.121029,0.216,-0.295227,0.529734,1,0.4296,0.6179,0.621567,0.609135,0.02981,0.0009,0.1336,0.2952,1,0.29516,0.0,0.0,117640,0
1778493506.171132,0.216,-0.295227,0.529734,1,0.4191,0.6038,0.621567,0.609135,0.02981,0.0009,0.1341,0.2841,1,0.28415,0.0,0.0,117656,0
1778493506.222654,0.216,-0.295227,0.529734,1,0.4006,0.6057,0.621567,0.609135,0.02981,0.0009,0.1461,0.2537,1,0.25368,0.0,0.0,117660,0
1778493506.272837,0.216,-0.295227,0.529734,1,0.4167,0.606,0.621567,0.609135,0.02981,0.0008,0.1563,0.2596,1,0.25963,0.0,0.0,117664,0
1778493506.322932,0.216,-0.295227,0.529734,1,0.4162,0.594,0.621567,0.609135,0.02981,0.0006,0.1493,0.2663,1,0.26633,0.0,0.0,117672,0
1778493506.373027,0.216,-0.295227,0.529734,1,0.4085,0.5903,0.621567,0.609135,0.02981,0.001,0.1508,0.2566,1,0.25661,0.0,0.0,117676,0
1778493506.423134,0.216,-0.295227,0.529734,1,0.4755,0.7673,0.621567,0.609135,0.02981,0.0007,0.153,0.3218,1,0.32179,0.0,0.0,117684,0
1778493506.473392,0.216,-0.295227,0.529734,1,0.4161,0.6124,0.621567,0.609135,0.02981,0.0012,0.1548,0.2601,1,0.26006,0.0,0.0,117688,0
1778493506.523489,0.216,-0.295227,0.529734,1,0.5593,0.767,0.621567,0.609135,0.02981,0.0012,0.2929,0.2652,1,0.26516,0.0,0.0,117692,0
1778493506.573578,0.216,-0.295227,0.529734,1,0.3957,0.5713,0.621567,0.609135,0.02981,0.001,0.1422,0.2526,1,0.25258,0.0,0.0,117696,0
1778493506.623768,0.216,-0.295227,0.529734,1,0.4626,0.6647,0.621567,0.609135,0.02981,0.0011,0.1673,0.2942,1,0.29422,0.0,0.0,117704,0
1778493506.673862,0.216,-0.295227,0.529734,1,0.6046,0.8014,0.621567,0.609135,0.02981,0.0014,0.1603,0.4428,1,0.44284,0.0,0.0,117708,0
1778493506.72396,0.216,-0.295227,0.529734,1,0.4472,0.6432,0.621567,0.609135,0.02981,0.0008,0.1581,0.2883,1,0.28827,0.0,0.0,117716,0
1778493506.774281,0.216,-0.295227,0.529734,1,0.6131,1.327,0.621567,0.609135,0.02981,0.0008,0.307,0.3053,1,0.30534,0.0,0.0,117732,0
1778493506.824505,0.216,-0.295227,0.529734,1,0.5193,0.691,0.621567,0.609135,0.02981,0.0006,0.2621,0.2566,1,0.25664,0.0,0.0,117736,0
