run,seed_idx,dt,target_x,target_y,target_z,success,pos_err_mm,robot_ms,setup_ms,loop_ms,solve_ms,iterations,iter_ms,cpu_time_ms,mem_kb,j1,j2,j3,j4,j5,j6,j7
259,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.548,0.047,0.144,5.739,1,0.1441,10.0,902024,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
260,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.573,0.053,0.215,5.842,1,0.21544,0.0,905068,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
261,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.719,0.053,0.147,5.919,1,0.1469,0.0,908112,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
262,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.985,0.056,0.145,6.186,1,0.14496,20.0,911156,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
263,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.542,0.047,0.143,5.732,1,0.14322,0.0,914204,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
264,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.566,0.047,0.139,5.752,1,0.13924,10.0,917240,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
265,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.711,0.046,0.145,5.902,1,0.14452,0.0,920284,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
266,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.596,0.075,0.22,5.891,1,0.2203,10.0,923328,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
267,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.942,0.066,0.151,6.159,1,0.15056,0.0,926372,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
268,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.655,0.066,0.185,5.906,1,0.18528,10.0,929740,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
269,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.97,0.05,0.128,6.148,1,0.12788,10.0,932492,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
270,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.572,0.052,0.154,5.778,1,0.15431,0.0,935860,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
271,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.031,0.054,0.169,6.254,1,0.16868,0.0,938608,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
272,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.614,0.055,0.161,5.831,1,0.16145,10.0,941652,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
273,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.618,0.097,0.143,5.859,1,0.14299,10.0,944696,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
274,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.579,0.046,0.14,5.766,1,0.14002,10.0,947736,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
275,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.007,0.053,0.147,6.207,1,0.14735,0.0,950780,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
276,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.833,0.073,0.168,6.073,1,0.16763,10.0,953832,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
277,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.491,0.062,0.169,5.723,1,0.16916,0.0,957196,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
278,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.735,0.054,0.163,5.952,1,0.16309,10.0,959948,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
279,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.932,0.055,0.168,6.156,1,0.16829,0.0,962988,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
280,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.653,0.047,0.143,5.844,1,0.143,10.0,966028,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
281,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.651,0.05,0.146,5.846,1,0.14575,0.0,969072,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
282,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.682,0.049,0.15,5.881,1,0.15029,10.0,972112,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
283,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.62,0.047,0.147,5.814,1,0.14682,20.0,975160,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
284,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.0,0.053,0.17,6.223,1,0.17025,0.0,978204,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
285,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.981,0.055,0.153,6.19,1,0.1532,0.0,981244,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
286,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.254,0.071,0.21,6.535,1,0.20952,10.0,984284,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
287,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.93,0.065,0.157,6.152,1,0.15706,0.0,987328,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
288,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.767,0.058,0.13,5.955,1,0.12954,10.0,990692,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
289,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.589,0.058,0.151,5.798,1,0.15066,10.0,993768,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
290,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.618,0.047,0.147,5.812,1,0.14709,0.0,996520,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
291,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.793,0.053,0.135,5.981,1,0.13463,10.0,999560,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
292,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.631,0.053,0.16,5.845,1,0.16033,0.0,1002924,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
293,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.011,0.048,0.145,6.204,1,0.14472,10.0,1005688,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
294,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.038,0.047,0.145,6.23,1,0.14521,0.0,1008724,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
295,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.651,0.048,0.145,5.844,1,0.14499,10.0,1011764,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
296,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.576,0.061,0.182,5.818,1,0.18216,0.0,1014804,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
297,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.31,0.066,0.179,6.554,1,0.17867,10.0,1017844,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
298,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.709,0.067,0.188,5.964,1,0.18813,0.0,1020884,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
299,0,0.01,0.216,-0.2952,0.5297,1,0.0002,6.025,0.066,0.184,6.275,1,0.18425,10.0,1023928,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
300,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.765,0.06,0.15,5.975,1,0.15015,10.0,1026972,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
