t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778559204.537174,0.211251,-0.145833,0.484347,1,1.9152,2.1037,-0.004749,0.007666,0.006347,0.0011,1.1414,0.7727,2,0.38635,0.2084,0.2084,151680,0
1778559204.58728,0.21118,-0.145185,0.485631,1,0.4356,0.6218,-0.00482,0.008314,0.007631,0.001,0.1536,0.2811,1,0.28105,0.2004,0.2004,151692,0
1778559204.637355,0.210766,-0.145043,0.486129,1,0.4706,0.6466,-0.005234,0.008456,0.008128,0.001,0.1593,0.3103,1,0.31029,0.1963,0.1963,151692,0
1778559204.687525,0.210787,-0.145137,0.486009,1,0.4709,0.6578,-0.005213,0.008362,0.008008,0.001,0.1828,0.287,1,0.28701,0.1946,0.1946,151692,0
1778559204.737703,0.211077,-0.146392,0.485862,1,0.4181,0.5984,-0.004923,0.007107,0.007862,0.001,0.1446,0.2725,1,0.27249,0.1945,0.1945,151696,0
1778559204.787875,0.211863,-0.147987,0.485821,1,0.491,0.6957,-0.004137,0.005512,0.007821,0.0012,0.1674,0.3225,1,0.32248,0.1943,0.1943,151700,0
1778559204.838214,0.212981,-0.149578,0.486069,1,0.4653,0.6361,-0.003019,0.003921,0.008068,0.0011,0.1626,0.3017,1,0.30166,0.1922,0.1922,151712,0
1778559204.8884,0.214391,-0.151063,0.486226,1,0.4567,0.6399,-0.001609,0.002436,0.008226,0.0012,0.1774,0.2781,1,0.27811,0.1924,0.1924,151712,0
1778559204.938585,0.218177,-0.154022,0.486903,1,0.4477,0.6323,0.002177,-0.000523,0.008903,0.0011,0.1649,0.2817,1,0.28171,0.2197,0.2197,151712,0
1778559204.988778,0.220421,-0.155427,0.48707,1,0.4565,0.6398,0.004421,-0.001928,0.00907,0.001,0.1622,0.2933,1,0.29326,0.1959,0.1959,151712,0
1778559205.038969,0.223414,-0.157382,0.48743,1,0.485,0.6952,0.007414,-0.003883,0.009429,0.0013,0.1766,0.3071,1,0.30714,0.2084,0.2084,151712,0
1778559205.089159,0.226669,-0.159616,0.488194,1,0.4861,0.6673,0.010669,-0.006117,0.010193,0.001,0.1653,0.3198,1,0.31976,0.214,0.214,151712,0
1778559205.13937,0.233966,-0.16499,0.490011,1,0.4465,0.6276,0.017966,-0.011491,0.01201,0.001,0.1536,0.2919,1,0.2919,0.3606,0.3606,151716,0
1778559205.189555,0.23792,-0.168062,0.491058,1,0.4584,0.6607,0.02192,-0.014563,0.013057,0.0012,0.1598,0.2975,1,0.29749,0.2471,0.2471,151716,0
1778559205.239791,0.241805,-0.171066,0.492189,1,0.4491,0.6405,0.025805,-0.017567,0.014189,0.0013,0.172,0.2758,1,0.27581,0.2559,0.2559,151720,0
1778559205.290004,0.24587,-0.174512,0.494063,1,0.4841,4.0686,0.02987,-0.021013,0.016063,0.0011,0.1708,0.3121,1,0.3121,0.2703,0.2703,151720,0
1778559205.340031,0.255032,-0.181919,0.498353,1,0.2579,0.3411,0.039032,-0.02842,0.020352,0.0009,0.0891,0.1679,1,0.16788,0.5277,0.5277,151732,0
1778559205.390185,0.260723,-0.186697,0.500531,1,0.2852,0.4005,0.044723,-0.033198,0.022531,0.0007,0.1113,0.1732,1,0.1732,0.3636,0.3636,151732,0
1778559205.440293,0.267023,-0.191713,0.502197,1,0.4789,1.052,0.051023,-0.038213,0.024197,0.0014,0.1557,0.3218,1,0.32181,0.4082,0.4082,151744,0
