t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778558382.502378,0.214273,-0.145177,0.484037,1,2.3943,2.624,-0.001727,0.008323,0.006037,0.0008,1.259,1.1345,2,0.56727,0.1831,0.1831,151976,0
1778558382.552475,0.213885,-0.142958,0.486298,1,0.4862,0.6656,-0.002115,0.010541,0.008297,0.0008,0.1627,0.3227,1,0.32267,0.1735,0.1735,152000,0
1778558382.602552,0.213408,-0.141442,0.488087,1,0.4703,0.655,-0.002592,0.012057,0.010087,0.0007,0.1623,0.3074,1,0.30737,0.1549,0.1549,152000,0
1778558382.652652,0.21319,-0.139846,0.488967,1,0.4514,0.6416,-0.00281,0.013654,0.010966,0.0007,0.1547,0.296,1,0.29601,0.1495,0.1495,152004,0
1778558382.702779,0.213108,-0.137785,0.490061,1,0.4441,0.6219,-0.002892,0.015714,0.012061,0.0009,0.1502,0.293,1,0.29299,0.1375,0.1375,152020,0
1778558382.753954,0.213156,-0.137439,0.490195,1,0.5607,0.8047,-0.002844,0.01606,0.012195,0.0008,0.186,0.3739,1,0.37394,0.1326,0.1326,152024,0
1778558382.804049,0.213206,-0.137215,0.490161,1,0.4821,0.6856,-0.002794,0.016285,0.012161,0.0013,0.1687,0.3121,1,0.31215,0.1315,0.1315,152024,0
1778558382.854146,0.213314,-0.137031,0.489962,1,0.4448,0.7051,-0.002686,0.016469,0.011961,0.0008,0.1533,0.2908,1,0.29081,0.1333,0.1333,152024,0
1778558382.90424,0.213052,-0.137754,0.48975,1,0.5292,0.707,-0.002948,0.015745,0.01175,0.0009,0.163,0.3654,1,0.36537,0.1308,0.1308,152040,0
1778558382.954339,0.21287,-0.138688,0.489519,1,0.3142,0.4617,-0.00313,0.014811,0.011518,0.0005,0.1169,0.1968,1,0.1968,0.1306,0.1306,152040,0
1778558383.004861,0.212597,-0.139711,0.489342,1,0.4867,0.7261,-0.003403,0.013788,0.011342,0.0009,0.1606,0.3251,1,0.32514,0.1286,0.1286,152040,0
1778558383.054971,0.212424,-0.140343,0.489086,1,0.6285,0.8702,-0.003576,0.013156,0.011086,0.0011,0.2042,0.4232,1,0.4232,0.1275,0.1275,152040,0
1778558383.10507,0.212265,-0.141284,0.488524,1,0.5121,0.6887,-0.003735,0.012215,0.010523,0.0007,0.2105,0.3009,1,0.30087,0.1254,0.1254,152044,0
1778558383.155177,0.212296,-0.141269,0.487943,1,0.4638,0.6566,-0.003704,0.012231,0.009943,0.001,0.1625,0.3003,1,0.30029,0.1268,0.1268,152044,0
1778558383.20528,0.212303,-0.141233,0.487502,1,0.5025,0.7063,-0.003697,0.012266,0.009502,0.0009,0.1779,0.3236,1,0.32364,0.1288,0.1288,152044,0
1778558383.255403,0.212294,-0.141079,0.4873,1,0.5164,0.7204,-0.003706,0.012421,0.009299,0.0007,0.1932,0.3225,1,0.3225,0.1289,0.1289,152044,0
1778558383.305493,0.212207,-0.140686,0.487217,1,0.437,0.6115,-0.003793,0.012813,0.009217,0.0007,0.1553,0.281,1,0.28096,0.1295,0.1295,152044,0
1778558383.355649,0.212098,-0.140409,0.487258,1,0.4371,0.8047,-0.003902,0.01309,0.009258,0.0009,0.1616,0.2746,1,0.2746,0.1304,0.1304,152044,0
1778558383.405823,0.212212,-0.140363,0.487465,1,0.466,0.6506,-0.003788,0.013137,0.009465,0.001,0.1646,0.3004,1,0.30041,0.1306,0.1306,152048,0
1778558383.455932,0.212566,-0.140409,0.488002,1,0.4438,0.7728,-0.003434,0.01309,0.010002,0.0008,0.1566,0.2863,1,0.28632,0.1308,0.1308,152060,0
1778558383.50603,0.213969,-0.140432,0.490667,1,0.4572,0.6348,-0.002031,0.013067,0.012666,0.0014,0.17,0.2859,1,0.28589,0.1339,0.1339,152064,0
1778558383.556115,0.215562,-0.140201,0.493161,1,0.4471,0.6267,-0.000438,0.013298,0.01516,0.0006,0.1421,0.3045,1,0.30447,0.1362,0.1362,152076,0
1778558383.60622,0.217375,-0.140153,0.495692,1,0.4559,0.6469,0.001375,0.013346,0.017692,0.0009,0.1739,0.281,1,0.281,0.1383,0.1383,152076,0
1778558383.656295,0.220155,-0.140155,0.498937,1,0.5027,0.7157,0.004155,0.013344,0.020936,0.0009,0.1753,0.3265,1,0.32654,0.1441,0.1441,152076,0
1778558383.706391,0.227105,-0.141204,0.505708,1,0.4504,0.6162,0.011105,0.012295,0.027708,0.0006,0.1596,0.2902,1,0.29025,0.2229,0.2229,152076,0
1778558383.756574,0.231209,-0.142225,0.509416,1,0.4884,0.6682,0.015209,0.011274,0.031416,0.0009,0.17,0.3175,1,0.31746,0.1612,0.1612,152076,0
1778558383.806744,0.236651,-0.143683,0.513596,1,0.4304,0.6384,0.020651,0.009816,0.035596,0.0007,0.1491,0.2806,1,0.28056,0.1808,0.1808,152076,0
1778558383.856851,0.242991,-0.145083,0.518082,1,0.4399,0.6183,0.026991,0.008417,0.040081,0.0013,0.1585,0.2801,1,0.28011,0.2004,0.2004,152076,0
1778558383.906951,0.258152,-0.146273,0.526887,1,0.4411,0.6394,0.042152,0.007226,0.048887,0.0007,0.1591,0.2813,1,0.28133,0.6397,0.6397,152080,0
1778558383.957035,0.266902,-0.14667,0.532214,1,0.4385,0.6342,0.050902,0.00683,0.054213,0.0008,0.1552,0.2826,1,0.28257,0.2923,0.2923,152080,0
1778558384.007138,0.275542,-0.147361,0.538123,1,0.4799,0.6455,0.059542,0.006139,0.060123,0.0006,0.1588,0.3205,1,0.32051,0.3229,0.3229,152080,0
1778558384.057212,0.283836,-0.146889,0.542438,1,0.4502,0.6244,0.067836,0.00661,0.064438,0.0014,0.1567,0.2921,1,0.29211,0.3278,0.3278,152080,0
1778558384.10729,0.304341,-0.146615,0.551114,1,0.4485,0.6322,0.088341,0.006885,0.073113,0.0009,0.1533,0.2942,1,0.29421,1.1806,1.1806,152084,0
1778558384.157382,0.313808,-0.145879,0.555089,1,0.4845,0.6807,0.097808,0.00762,0.077089,0.0011,0.1729,0.3104,1,0.31043,0.5244,0.5244,152084,0
1778558384.207459,0.322675,-0.144336,0.55824,1,0.4466,0.6261,0.106675,0.009163,0.08024,0.0005,0.1616,0.2845,1,0.28454,0.5629,0.5629,152084,0
1778558384.257636,0.331205,-0.142858,0.562305,1,0.517,0.7114,0.115205,0.010641,0.084305,0.0008,0.1654,0.3508,1,0.35077,0.6277,0.6277,152084,0
1778558384.307742,0.345979,-0.139087,0.569215,1,0.4585,0.6297,0.129979,0.014412,0.091215,0.0006,0.1654,0.2925,1,0.2925,1.1665,1.1665,152088,0
1778558384.357861,0.35276,-0.137184,0.572243,1,0.524,0.7333,0.13676,0.016315,0.094243,0.0008,0.1758,0.3474,1,0.34741,0.8276,0.8276,152088,0
1778558384.408125,0.35,-0.15,0.6,1,0.4113,0.6033,0.143229,0.018675,0.097181,0.0008,0.1339,0.2766,1,0.27663,2.3396,2.3396,152088,0
1778558384.458214,0.35,-0.15,0.6,1,0.4661,0.6577,0.148958,0.020894,0.099698,0.0007,0.168,0.2974,1,0.29737,0.5886,0.5886,152092,0
1778558384.508335,0.35,-0.15,0.6,1,0.6085,0.8319,0.158896,0.026021,0.099354,0.001,0.1875,0.4201,1,0.42006,0.5692,0.5692,152092,0
1778558384.55851,0.4,-0.1,0.6,1,0.7536,0.9418,0.160529,0.028739,0.097194,0.0007,0.1663,0.5867,3,0.19558,1.8971,1.8971,152092,0
1778558384.608676,0.4,-0.1,0.55,1,4.0596,4.9991,0.161631,0.030938,0.094734,0.0009,0.1741,3.8846,25,0.15538,3.4901,3.4901,152100,0
