t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778477842.594645,0.25,-0.15,0.5,1,3.3726,3.8081,0.010001,0.00127,0.003711,0.001,1.0885,2.2832,2,1.14158,1.7285,1.7285,152376,0
1778477842.635101,0.228927,-0.151794,0.482662,1,0.4601,0.6589,0.012927,0.001705,0.004661,0.0009,0.1771,0.282,1,0.282,1.2064,1.2064,152384,0
1778477842.675566,0.231437,-0.151264,0.483787,1,0.4368,1.2955,0.015437,0.002235,0.005787,0.0009,0.1648,0.2711,1,0.27113,0.1956,0.1956,152384,0
1778477842.706403,0.233749,-0.150577,0.485238,1,0.4197,1.2288,0.017749,0.002923,0.007238,0.001,0.1406,0.278,1,0.27803,0.204,0.204,152400,0
1778477842.750464,0.236148,-0.150148,0.486907,1,0.4106,0.5831,0.020148,0.003351,0.008907,0.0006,0.1452,0.2648,1,0.26483,0.2147,0.2147,152412,0
1778477842.790945,0.238778,-0.150027,0.488355,1,0.4234,0.6276,0.022778,0.003472,0.010355,0.0009,0.16,0.2625,1,0.26249,0.2226,0.2226,152412,0
1778477842.832623,0.241447,-0.150067,0.489772,1,0.4142,0.63,0.025447,0.003432,0.011771,0.0013,0.1536,0.2593,1,0.25933,0.2315,0.2315,152412,0
1778477842.873133,0.244281,-0.150309,0.491314,1,0.403,0.5983,0.028281,0.00319,0.013313,0.0009,0.1467,0.2553,1,0.25535,0.2408,0.2408,152412,0
1778477842.913573,0.246818,-0.150665,0.493043,1,0.3792,0.5575,0.030818,0.002834,0.015042,0.0008,0.1384,0.2401,1,0.24007,0.2462,0.2462,152412,0
1778477842.954858,0.249381,-0.150985,0.495002,1,0.4267,0.6146,0.033381,0.002514,0.017002,0.0012,0.1636,0.262,1,0.26195,0.2531,0.2531,152416,0
1778477842.996115,0.251975,-0.15112,0.497076,1,0.4778,0.6996,0.035975,0.002379,0.019075,0.001,0.1685,0.3083,1,0.30829,0.2601,0.2601,152416,0
1778477843.029328,0.254524,-0.151082,0.499014,1,0.3967,0.5806,0.038524,0.002417,0.021014,0.0008,0.1501,0.2458,1,0.24584,0.2671,0.2671,152416,0
1778477843.070029,0.257476,-0.150997,0.501144,1,0.443,0.6749,0.041476,0.002502,0.023143,0.0011,0.1447,0.2972,1,0.29721,0.2783,0.2783,152416,0
1778477843.110357,0.260546,-0.150838,0.503216,1,0.4238,0.5997,0.044546,0.002661,0.025216,0.0007,0.1353,0.2878,1,0.28781,0.2884,0.2884,152416,0
1778477843.152514,0.264203,-0.150447,0.505123,1,0.4063,0.5887,0.048203,0.003052,0.027123,0.0009,0.1602,0.2451,1,0.24512,0.3063,0.3063,152420,0
1778477843.192958,0.268451,-0.15008,0.507088,1,0.4255,0.6408,0.052451,0.003419,0.029087,0.0007,0.155,0.2697,1,0.26973,0.3278,0.3278,152420,0
1778477843.233522,0.272908,-0.149708,0.509011,1,0.3954,0.5764,0.056908,0.003791,0.031011,0.0008,0.1559,0.2388,1,0.23878,0.3495,0.3495,152424,0
1778477843.265573,0.277602,-0.149379,0.51095,1,0.5057,0.7265,0.061602,0.004121,0.03295,0.0009,0.1761,0.3287,1,0.32873,0.3749,0.3749,152424,0
1778477843.307271,0.282453,-0.149114,0.512932,1,0.513,0.7213,0.066453,0.004385,0.034932,0.0009,0.1824,0.3296,1,0.32961,0.4003,0.4003,152424,0
1778477843.349321,0.287241,-0.148643,0.514903,1,0.4193,0.607,0.071241,0.004857,0.036902,0.0008,0.1395,0.279,1,0.27898,0.4258,0.4258,152436,0
1778477843.389652,0.292229,-0.147716,0.51708,1,0.4797,0.6805,0.076229,0.005783,0.039079,0.0007,0.1639,0.3151,1,0.31505,0.4569,0.4569,152436,0
1778477843.430037,0.296914,-0.146533,0.519152,1,0.3894,0.5708,0.080914,0.006966,0.041152,0.0006,0.1516,0.2373,1,0.23728,0.4871,0.4871,152436,0
1778477843.470399,0.30233,-0.145365,0.521267,1,0.4023,0.586,0.08633,0.008134,0.043267,0.0008,0.1564,0.2451,1,0.24512,0.5325,0.5325,152436,0
1778477843.510844,0.307533,-0.144319,0.523085,1,0.3936,0.5842,0.091533,0.00918,0.045084,0.0007,0.153,0.2398,1,0.23985,0.5683,0.5683,152436,0
1778477843.551228,0.31244,-0.1433,0.524817,1,0.4279,0.6135,0.09644,0.010199,0.046817,0.0006,0.1509,0.2764,1,0.27637,0.6029,0.6029,152436,0
1778477843.591793,0.31733,-0.142635,0.52696,1,0.3823,0.5627,0.10133,0.010864,0.04896,0.0007,0.1437,0.2378,1,0.2378,0.6354,0.6354,152444,0
1778477843.632241,0.3,-0.15,0.55,1,0.5044,0.7055,0.105723,0.011137,0.051114,0.0009,0.1714,0.3321,1,0.33214,2.8061,2.8061,152444,0
1778477843.672701,0.35,-0.15,0.55,1,1.8613,2.0827,0.109891,0.011068,0.053319,0.0007,0.1454,1.7151,2,0.85757,1.0222,1.0222,152444,0
1778477843.71312,0.330483,-0.142423,0.533412,1,0.3997,0.5946,0.114483,0.011076,0.055412,0.0009,0.1543,0.2445,1,0.24454,2.0391,2.0391,152444,0
1778477843.754463,0.335149,-0.142659,0.535447,1,0.4426,0.6269,0.119149,0.01084,0.057447,0.0011,0.1814,0.2601,1,0.26009,0.8126,0.8126,152444,0
1778477843.785169,0.33949,-0.142845,0.53697,1,1.3763,1.6183,0.12349,0.010654,0.058969,0.0007,0.1441,1.2315,1,1.23153,0.8287,0.8287,152444,0
1778477843.825873,0.34423,-0.14324,0.538384,1,0.4521,0.6633,0.12823,0.01026,0.060383,0.0008,0.1563,0.2949,1,0.29494,0.8949,0.8949,152444,0
1778477843.867102,0.34838,-0.143112,0.539113,1,0.4276,1.3192,0.13238,0.010387,0.061112,0.0008,0.1521,0.2746,1,0.2746,0.9566,0.9566,152444,0
1778477843.909246,0.353366,-0.143243,0.538937,1,0.5592,0.7676,0.137366,0.010256,0.060937,0.0009,0.2454,0.3129,1,0.31291,1.0704,1.0704,152460,0
1778477843.949584,0.358037,-0.143537,0.538325,1,0.3912,0.5757,0.142037,0.009962,0.060324,0.0006,0.1393,0.2513,1,0.25127,1.1781,1.1781,152460,0
1778477843.989943,0.363303,-0.144826,0.538112,1,0.3938,0.5881,0.147303,0.008674,0.060112,0.0007,0.1404,0.2527,1,0.25266,1.322,1.322,152460,0
