t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778498774.213747,0.216,-0.295227,0.529734,1,1.6696,1.8675,0.213597,-0.300705,0.536203,0.0005,1.1337,0.5354,1,0.53539,0.0,0.0,117972,0
1778498774.263858,0.216438,-0.295154,0.529678,1,0.4959,0.6978,0.214035,-0.300632,0.536146,0.001,0.1801,0.3148,1,0.31476,0.0032,0.0032,117988,0
1778498774.313938,0.216758,-0.295048,0.52949,1,0.5295,0.7352,0.214355,-0.300527,0.535958,0.0015,0.1727,0.3553,1,0.35526,0.006,0.006,118008,0
1778498774.364318,0.216793,-0.294829,0.529469,1,0.3953,0.5848,0.214389,-0.300308,0.535938,0.0003,0.1061,0.2889,1,0.28893,0.0064,0.0064,118008,0
1778498774.414489,0.21645,-0.294776,0.529656,1,0.5188,0.7128,0.214047,-0.300255,0.536125,0.0008,0.168,0.35,1,0.35003,0.004,0.004,118028,0
1778498774.464593,0.216167,-0.294887,0.529857,1,0.4849,0.6865,0.213764,-0.300365,0.536326,0.0008,0.1863,0.2978,1,0.29782,0.0029,0.0029,118040,0
1778498774.515207,0.216002,-0.294853,0.530199,1,0.5019,0.7327,0.213599,-0.300332,0.536668,0.0009,0.1738,0.3271,1,0.32711,0.0038,0.0038,118040,0
1778498774.565275,0.21557,-0.294094,0.531187,1,0.2979,0.4586,0.213166,-0.299573,0.537655,0.0005,0.1123,0.185,1,0.18503,0.0098,0.0098,118040,0
1778498774.615381,0.215426,-0.293835,0.531644,1,0.2779,0.488,0.213023,-0.299313,0.538112,0.0003,0.1093,0.1684,1,0.16835,0.0144,0.0144,118040,0
1778498774.665476,0.21553,-0.293886,0.531923,1,0.4614,0.6603,0.213127,-0.299365,0.538391,0.0006,0.1683,0.2925,1,0.29254,0.0148,0.0148,118044,0
1778498774.715572,0.216104,-0.294069,0.532161,1,0.4716,0.6712,0.2137,-0.299548,0.53863,0.0007,0.1844,0.2864,1,0.2864,0.0115,0.0115,118044,0
1778498774.765681,0.217003,-0.294261,0.532716,1,0.4191,1.3035,0.2146,-0.299739,0.539184,0.0008,0.1627,0.2557,1,0.25566,0.0091,0.0091,118048,0
1778498774.815775,0.219599,-0.294376,0.534883,1,0.4705,0.6669,0.217196,-0.299855,0.541352,0.0006,0.1492,0.3207,1,0.32071,0.0304,0.0304,118048,0
1778498774.86584,0.22127,-0.294107,0.53578,1,0.3824,0.5527,0.218866,-0.299585,0.542248,0.0007,0.1364,0.2453,1,0.24535,0.0256,0.0256,118052,0
1778498774.91593,0.223101,-0.293858,0.536581,1,0.4568,0.6625,0.220698,-0.299337,0.543049,0.0008,0.1659,0.2902,1,0.2902,0.0352,0.0352,118052,0
1778498774.966037,0.226998,-0.293713,0.538465,1,0.4351,0.8862,0.224595,-0.299191,0.544933,0.0006,0.1634,0.2711,1,0.27109,0.0742,0.0742,118052,0
1778498775.016125,0.228956,-0.293935,0.540083,1,0.4218,0.6337,0.226553,-0.299414,0.546552,0.0008,0.1638,0.2572,1,0.25716,0.0733,0.0733,118056,0
1778498775.066226,0.231801,-0.294523,0.541975,1,0.4347,0.6412,0.229398,-0.300001,0.548443,0.0008,0.1531,0.2808,1,0.28083,0.0942,0.0942,118056,0
1778498775.116321,0.23543,-0.295424,0.543723,1,0.4424,0.7031,0.233027,-0.300903,0.550191,0.0009,0.1656,0.2759,1,0.27591,0.1204,0.1204,118056,0
1778498775.166414,0.24339,-0.297397,0.546109,1,0.4334,0.6279,0.240986,-0.302875,0.552577,0.0006,0.1546,0.2782,1,0.27823,0.2685,0.2685,118056,0
1778498775.216506,0.24756,-0.298125,0.547709,1,0.4149,0.6078,0.245157,-0.303603,0.554177,0.0007,0.1473,0.2668,1,0.26683,0.2037,0.2037,118056,0
1778498775.266611,0.251731,-0.298921,0.549662,1,0.481,0.7079,0.249327,-0.3044,0.55613,0.0009,0.1813,0.2989,1,0.29886,0.237,0.237,118060,0
1778498775.316713,0.256579,-0.300437,0.551438,1,0.4396,0.6178,0.254176,-0.305916,0.557907,0.0007,0.1692,0.2697,1,0.26968,0.284,0.284,118060,0
1778498775.366807,0.268016,-0.305685,0.55551,1,0.4437,0.6391,0.265612,-0.311164,0.561979,0.0006,0.155,0.2881,1,0.28807,0.6549,0.6549,118060,0
1778498775.416849,0.272883,-0.307567,0.558323,1,0.3817,0.5576,0.270479,-0.313045,0.564791,0.0007,0.1321,0.2489,1,0.24892,0.4356,0.4356,118064,0
1778498775.466953,0.277601,-0.309479,0.562247,1,0.4597,0.6779,0.275198,-0.314957,0.568715,0.0009,0.1693,0.2896,1,0.28961,0.4854,0.4854,118064,0
1778498775.51706,0.282317,-0.311863,0.566285,1,0.5197,0.7477,0.279914,-0.317342,0.572753,0.0008,0.1929,0.326,1,0.32596,0.5335,0.5335,118064,0
1778498775.567144,0.292642,-0.317791,0.575661,1,0.416,0.5999,0.290239,-0.32327,0.58213,0.0008,0.1569,0.2584,1,0.25837,0.9452,0.9452,118068,0
1778498775.617224,0.296513,-0.319838,0.581425,1,0.4428,0.6412,0.29411,-0.325316,0.587893,0.001,0.1563,0.2854,1,0.28545,0.6824,0.6824,118068,0
1778498775.667331,0.3,-0.32238,0.587621,1,0.4323,0.6318,0.298739,-0.327858,0.59409,0.0009,0.1662,0.2653,1,0.26527,0.7269,0.7269,118068,0
1778498775.717414,0.3,-0.325353,0.592803,1,0.4476,0.6473,0.303848,-0.330832,0.599271,0.0009,0.1655,0.2812,1,0.28116,0.7025,0.7025,118068,0
1778498775.767575,0.3,-0.331055,0.603749,1,0.4103,0.5888,0.31389,-0.336534,0.610217,0.0007,0.1621,0.2475,1,0.24751,0.8683,0.8683,118068,0
1778498775.817653,0.3,-0.333609,0.608862,1,0.4458,0.6343,0.319712,-0.339088,0.615331,0.0005,0.1692,0.276,1,0.27602,0.7091,0.7091,118072,0
1778498775.867761,0.3,-0.335871,0.614453,1,0.4276,0.6232,0.3261,-0.341349,0.620921,0.0008,0.1605,0.2663,1,0.26626,0.7198,0.7198,118072,0
1778498775.917837,0.3,-0.337296,0.620264,1,0.4503,0.6438,0.331892,-0.342775,0.626732,0.0006,0.162,0.2878,1,0.28777,0.7231,0.7231,118076,0
1778498775.96792,0.3,-0.338181,0.634041,1,0.4339,0.6393,0.343187,-0.343659,0.64051,0.0007,0.1625,0.2708,1,0.27075,0.9631,0.9631,118076,0
1778498776.018031,0.3,-0.338616,0.639928,1,0.3799,0.5313,0.350167,-0.344094,0.646396,0.0006,0.1409,0.2384,1,0.23836,0.7147,0.7147,118076,0
