t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778472325.093874,0.215435,-0.295339,0.534387,1,1.8556,2.0817,-0.000565,-0.000112,0.004653,0.0008,1.2411,0.6136,1,0.61358,0.0741,0.0741,152476,0
1778472325.134052,0.21537,-0.295296,0.535083,1,0.4137,0.6011,-0.00063,-6.9e-05,0.005349,0.0008,0.1515,0.2614,1,0.26139,0.0336,0.0336,152496,0
1778472325.174242,0.215346,-0.29527,0.535905,1,0.4334,0.6245,-0.000654,-4.3e-05,0.006171,0.0008,0.1679,0.2647,1,0.26469,0.0336,0.0336,152500,0
1778472325.214452,0.215336,-0.29528,0.536675,1,0.6375,0.8916,-0.000664,-5.3e-05,0.006941,0.0015,0.2272,0.4088,1,0.40881,0.0356,0.0356,152512,0
1778472325.254764,0.215263,-0.295309,0.53748,1,0.4661,0.648,-0.000737,-8.2e-05,0.007746,0.001,0.1651,0.3001,1,0.30006,0.0426,0.0426,152524,0
1778472325.294929,0.215193,-0.29536,0.538175,1,0.4134,0.6042,-0.000807,-0.000133,0.00844,0.001,0.1636,0.2488,1,0.24883,0.0504,0.0504,152524,0
1778472325.335672,0.215112,-0.295431,0.538887,1,0.4663,1.0582,-0.000888,-0.000204,0.009153,0.001,0.1632,0.3022,1,0.30219,0.064,0.064,152524,0
1778472325.375948,0.215049,-0.295502,0.539566,1,0.4246,1.2052,-0.000951,-0.000275,0.009832,0.0008,0.1489,0.2749,1,0.27493,0.0841,0.0841,152532,0
1778472325.416875,0.214961,-0.295526,0.540151,1,0.4582,0.6612,-0.001039,-0.000299,0.010416,0.0009,0.177,0.2803,1,0.28029,0.1018,0.1018,152536,0
1778472325.458934,0.214869,-0.295546,0.54075,1,0.3922,0.5628,-0.001131,-0.00032,0.011016,0.001,0.1426,0.2486,1,0.24861,0.1237,0.1237,152540,0
1778472325.49922,0.214737,-0.295549,0.541351,1,0.4653,0.654,-0.001263,-0.000322,0.011617,0.0013,0.1825,0.2815,1,0.28153,0.1496,0.1496,152540,0
1778472325.539495,0.214627,-0.295527,0.541878,1,0.4586,0.6655,-0.001373,-0.000301,0.012143,0.0012,0.1848,0.2725,1,0.27251,0.1789,0.1789,152540,0
1778472325.57987,0.214527,-0.295502,0.542391,1,0.3635,0.5484,-0.001473,-0.000275,0.012657,0.0008,0.1268,0.2359,1,0.23588,0.2048,0.2048,152540,0
1778472325.620041,0.214465,-0.295507,0.542834,1,0.4299,0.635,-0.001535,-0.000281,0.013099,0.0009,0.1688,0.2602,1,0.26019,0.2243,0.2243,152540,0
1778472325.6602,0.21434,-0.29549,0.543352,1,0.3664,0.5439,-0.00166,-0.000263,0.013618,0.0008,0.1362,0.2294,1,0.22941,0.2563,0.2563,152540,0
1778472325.700404,0.214189,-0.295503,0.543948,1,0.4031,0.6001,-0.001811,-0.000276,0.014213,0.0009,0.1475,0.2548,1,0.25477,0.3023,0.3023,152540,0
1778472325.740671,0.214028,-0.295557,0.544619,1,0.4637,0.6636,-0.001972,-0.000331,0.014885,0.001,0.182,0.2807,1,0.2807,0.3621,0.3621,152544,0
1778472325.780926,0.213981,-0.295648,0.54531,1,0.3713,0.5468,-0.002019,-0.000421,0.015576,0.0009,0.1372,0.2332,1,0.23322,0.4333,0.4333,152544,0
1778472325.821101,0.214002,-0.295786,0.546124,1,0.5062,0.7368,-0.001998,-0.000559,0.01639,0.0009,0.1641,0.3412,1,0.3412,0.5029,0.5029,152548,0
1778472325.861411,0.213879,-0.295878,0.546905,1,0.4059,0.6026,-0.002121,-0.000651,0.017171,0.0009,0.1468,0.2582,1,0.25818,0.5719,0.5719,152548,0
1778472325.901838,0.213749,-0.295953,0.547735,1,0.3936,0.5863,-0.002251,-0.000727,0.018,0.0008,0.1455,0.2474,1,0.24738,0.6607,0.6607,152548,0
1778472325.942148,0.213691,-0.296037,0.548476,1,0.3893,0.5837,-0.002309,-0.00081,0.018741,0.0008,0.1483,0.2403,1,0.24026,0.7202,0.7202,152548,0
1778472325.982414,0.213699,-0.296099,0.549053,1,0.3856,0.567,-0.002301,-0.000872,0.019319,0.0009,0.1418,0.2429,1,0.2429,0.7238,0.7238,152548,0
1778472326.022686,0.213804,-0.296104,0.549362,1,0.3958,0.5823,-0.002196,-0.000877,0.019627,0.001,0.1478,0.2471,1,0.2471,0.708,0.708,152552,0
1778472326.062969,0.213996,-0.296075,0.54948,1,0.4624,0.6719,-0.002004,-0.000849,0.019746,0.001,0.1726,0.2888,1,0.28883,0.6966,0.6966,152560,0
1778472326.103162,0.214184,-0.296023,0.549381,1,0.4289,0.6157,-0.001816,-0.000797,0.019647,0.0013,0.1548,0.2728,1,0.27279,0.6402,0.6402,152564,0
1778472326.143449,0.214438,-0.29594,0.549108,1,0.458,0.6436,-0.001562,-0.000713,0.019374,0.0011,0.1763,0.2806,1,0.28057,0.5827,0.5827,152564,0
1778472326.183796,0.214798,-0.29589,0.548767,1,0.3816,0.5489,-0.001202,-0.000663,0.019032,0.0011,0.1401,0.2403,1,0.24032,0.5336,0.5336,152564,0
1778472326.223969,0.215284,-0.295834,0.548349,1,0.45,0.6711,-0.000716,-0.000607,0.018615,0.0011,0.1635,0.2854,1,0.28537,0.4741,0.4741,152564,0
1778472326.264165,0.215963,-0.295748,0.547976,1,0.4215,0.6038,-3.7e-05,-0.000522,0.018242,0.001,0.1493,0.2712,1,0.27124,0.4076,0.4076,152564,0
1778472326.304324,0.216962,-0.29565,0.547607,1,0.4169,0.5945,0.000962,-0.000423,0.017872,0.0008,0.1383,0.2778,1,0.27779,0.3423,0.3423,152564,0
1778472326.344624,0.218076,-0.29552,0.547249,1,0.3916,0.5759,0.002076,-0.000293,0.017515,0.0009,0.1417,0.2489,1,0.24895,0.3021,0.3021,152564,0
1778472326.365664,0.219443,-0.295375,0.546854,1,0.417,1.0935,0.003443,-0.000148,0.01712,0.0009,0.1338,0.2824,1,0.28241,0.2589,0.2589,152564,0
1778472326.406039,0.220729,-0.295154,0.546481,1,0.4352,3.1869,0.004729,7.2e-05,0.016747,0.0008,0.1602,0.2742,1,0.27421,0.2191,0.2191,152572,0
1778472326.446815,0.222094,-0.29487,0.546108,1,0.3928,0.5724,0.006094,0.000357,0.016373,0.0011,0.1525,0.2392,1,0.23916,0.1824,0.1824,152572,0
1778472326.48872,0.223425,-0.294548,0.545757,1,0.4022,0.5905,0.007425,0.000679,0.016023,0.001,0.1532,0.248,1,0.24795,0.1471,0.1471,152572,0
1778472326.528888,0.224811,-0.294237,0.545405,1,0.4519,0.6459,0.008811,0.00099,0.015671,0.0008,0.1623,0.2888,1,0.28884,0.122,0.122,152572,0
1778472326.569179,0.226107,-0.293913,0.545042,1,0.3886,0.5662,0.010107,0.001314,0.015307,0.0007,0.1408,0.2471,1,0.24707,0.1028,0.1028,152572,0
1778472326.609366,0.227508,-0.293662,0.544661,1,0.4317,0.6201,0.011508,0.001565,0.014927,0.0008,0.1617,0.2692,1,0.26925,0.0918,0.0918,152576,0
1778472326.649516,0.228953,-0.293391,0.544366,1,0.3989,0.5847,0.012953,0.001836,0.014632,0.0007,0.1516,0.2466,1,0.24661,0.0917,0.0917,152576,0
1778472326.689756,0.230261,-0.293197,0.544027,1,0.3869,0.5685,0.014261,0.002029,0.014292,0.0009,0.139,0.247,1,0.24697,0.088,0.088,152580,0
1778472326.730069,0.231537,-0.292867,0.54365,1,0.4491,0.6675,0.015537,0.00236,0.013915,0.0009,0.1627,0.2854,1,0.28542,0.0976,0.0976,152580,0
1778472326.770322,0.232759,-0.292686,0.543285,1,0.4428,0.6316,0.016759,0.002541,0.013551,0.0007,0.1695,0.2726,1,0.27257,0.0993,0.0993,152580,0
1778472326.810505,0.234053,-0.292432,0.542987,1,0.4059,0.5937,0.018053,0.002795,0.013253,0.0008,0.1576,0.2475,1,0.24748,0.1071,0.1071,152584,0
1778472326.850824,0.235245,-0.29218,0.542821,1,0.4362,0.6542,0.019245,0.003046,0.013087,0.001,0.1624,0.2728,1,0.27279,0.1162,0.1162,152584,0
1778472326.891024,0.236465,-0.291977,0.542587,1,0.4007,0.5924,0.020465,0.00325,0.012853,0.0008,0.1561,0.2438,1,0.24383,0.1224,0.1224,152584,0
1778472326.931235,0.237726,-0.291886,0.542427,1,0.4062,0.5918,0.021726,0.003341,0.012693,0.0009,0.1455,0.2598,1,0.25979,0.128,0.128,152584,0
1778472326.971442,0.239013,-0.291856,0.542299,1,0.5098,0.7266,0.023013,0.003371,0.012564,0.0011,0.207,0.3017,1,0.30168,0.1333,0.1333,152584,0
1778472327.011724,0.240333,-0.291796,0.54225,1,0.3968,0.5629,0.024333,0.003431,0.012515,0.0008,0.1518,0.2441,1,0.24413,0.1418,0.1418,152584,0
1778472327.052099,0.241616,-0.291751,0.542245,1,0.4373,0.6344,0.025616,0.003476,0.012511,0.0008,0.1622,0.2743,1,0.27429,0.1434,0.1434,152588,0
1778472327.09228,0.242545,-0.291554,0.54228,1,0.4129,0.6034,0.026545,0.003672,0.012546,0.0008,0.1523,0.2598,1,0.25979,0.1528,0.1528,152660,0
1778472327.132542,0.243312,-0.291273,0.542138,1,0.4081,0.5906,0.027312,0.003954,0.012404,0.0009,0.1592,0.248,1,0.24799,0.1578,0.1578,152660,0
1778472327.172797,0.24425,-0.290963,0.541951,1,0.449,0.6529,0.02825,0.004264,0.012216,0.0009,0.1616,0.2865,1,0.28651,0.1656,0.1656,152660,0
1778472327.21314,0.245066,-0.290737,0.541696,1,0.3695,0.5569,0.029066,0.00449,0.011962,0.0009,0.139,0.2297,1,0.22968,0.1761,0.1761,152660,0
1778472327.253344,0.245924,-0.290673,0.541331,1,0.4351,0.6156,0.029924,0.004553,0.011597,0.0008,0.1477,0.2865,1,0.28649,0.1771,0.1771,152672,0
1778472327.293718,0.246482,-0.29047,0.541114,1,0.4272,0.6127,0.030482,0.004756,0.011379,0.001,0.1608,0.2654,1,0.26537,0.1817,0.1817,152672,0
1778472327.333961,0.246836,-0.290216,0.541091,1,0.3882,0.5693,0.030836,0.005011,0.011356,0.0008,0.1405,0.2469,1,0.24688,0.1842,0.1842,152672,0
1778472327.374743,0.247053,-0.290046,0.541069,1,0.4566,0.6481,0.031053,0.00518,0.011335,0.0009,0.1606,0.2951,1,0.29511,0.1854,0.1854,152676,0
1778472327.415102,0.247489,-0.289897,0.541031,1,0.3977,0.5866,0.031489,0.00533,0.011296,0.0007,0.1547,0.2423,1,0.24226,0.1893,0.1893,152676,0
1778472327.455297,0.247439,-0.289824,0.540972,1,0.4036,0.5726,0.031439,0.005403,0.011237,0.0009,0.1526,0.2501,1,0.25008,0.188,0.188,152676,0
1778472327.495548,0.247604,-0.289869,0.540916,1,0.4174,1.1793,0.031604,0.005358,0.011182,0.001,0.1633,0.2532,1,0.25316,0.1888,0.1888,152676,0
1778472327.535846,0.247754,-0.289918,0.54081,1,0.3953,1.1342,0.031754,0.005309,0.011075,0.0012,0.1413,0.2528,1,0.25277,0.1897,0.1897,152676,0
1778472327.576063,0.247707,-0.289969,0.540723,1,0.458,1.3469,0.031707,0.005257,0.010989,0.0016,0.1588,0.2976,1,0.2976,0.1891,0.1891,152676,0
