x,y,z,roll,pitch,yaw,success,pos_err_mm,iterations,solve_ms,seed_used
-0.3,-0.45,0.05,0.0,0.0,0.0,0,401.467,1750,71.15,-1
-0.3,-0.45,0.1,0.0,0.0,0.0,0,362.623,1750,69.88,-1
-0.3,-0.45,0.15,0.0,0.0,0.0,0,352.539,1750,69.64,-1
-0.3,-0.45,0.2,0.0,0.0,0.0,0,285.944,1750,68.99,-1
-0.3,-0.45,0.25,0.0,0.0,0.0,0,247.862,1750,68.84,-1
-0.3,-0.45,0.3,0.0,0.0,0.0,0,235.32,1750,69.2,-1
-0.3,-0.45,0.35,0.0,0.0,0.0,0,203.709,1750,68.6,-1
-0.3,-0.45,0.4,0.0,0.0,0.0,0,161.639,1750,68.33,-1
-0.3,-0.45,0.45,0.0,0.0,0.0,0,84.685,1750,67.18,-1
-0.3,-0.45,0.5,0.0,0.0,0.0,0,56.0,1750,66.77,-1
-0.3,-0.45,0.55,0.0,0.0,0.0,0,27.387,1750,67.4,-1
-0.3,-0.45,0.6,0.0,0.0,0.0,1,8.196,500,18.82,1
-0.3,-0.45,0.65,0.0,0.0,0.0,1,1.119,35,1.39,0
-0.3,-0.4,0.05,0.0,0.0,0.0,0,432.647,1750,81.24,-1
-0.3,-0.4,0.1,0.0,0.0,0.0,0,392.737,1750,82.88,-1
-0.3,-0.4,0.15,0.0,0.0,0.0,0,336.691,1750,81.16,-1
-0.3,-0.4,0.2,0.0,0.0,0.0,0,293.061,1750,81.22,-1
-0.3,-0.4,0.25,0.0,0.0,0.0,0,258.064,1750,79.55,-1
-0.3,-0.4,0.3,0.0,0.0,0.0,0,224.832,1750,78.39,-1
-0.3,-0.4,0.35,0.0,0.0,0.0,0,189.577,1750,76.44,-1
-0.3,-0.4,0.4,0.0,0.0,0.0,0,159.964,1750,77.04,-1
-0.3,-0.4,0.45,0.0,0.0,0.0,0,64.28,1750,81.32,-1
-0.3,-0.4,0.5,0.0,0.0,0.0,0,58.906,1750,91.54,-1
-0.3,-0.4,0.55,0.0,0.0,0.0,1,6.701,500,25.64,1
-0.3,-0.4,0.6,0.0,0.0,0.0,1,2.208,266,13.56,1
-0.3,-0.4,0.65,0.0,0.0,0.0,1,2.658,19,1.17,0
-0.3,-0.35,0.05,0.0,0.0,0.0,0,407.677,1750,94.54,-1
-0.3,-0.35,0.1,0.0,0.0,0.0,0,380.759,1750,90.74,-1
-0.3,-0.35,0.15,0.0,0.0,0.0,0,324.757,1750,92.74,-1
-0.3,-0.35,0.2,0.0,0.0,0.0,0,287.024,1750,91.76,-1
-0.3,-0.35,0.25,0.0,0.0,0.0,0,252.034,1750,92.65,-1
-0.3,-0.35,0.3,0.0,0.0,0.0,0,218.928,1750,92.81,-1
