t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778493625.882877,0.216,-0.295227,0.529734,1,1.6434,1.8543,0.636255,-0.179756,-0.241322,0.0008,1.105,0.5376,1,0.5376,0.0,0.0,117296,0
1778493625.932996,0.216,-0.295227,0.529734,1,0.4133,0.5974,0.636255,-0.179756,-0.241322,0.0009,0.1396,0.2727,1,0.27268,0.0,0.0,117316,0
1778493625.983092,0.216,-0.295227,0.529734,1,0.3967,0.5865,0.636255,-0.179756,-0.241322,0.001,0.1492,0.2465,1,0.24648,0.0,0.0,117328,0
1778493626.033186,0.216,-0.295227,0.529734,1,0.4552,0.6566,0.636255,-0.179756,-0.241322,0.0011,0.1619,0.2922,1,0.29217,0.0,0.0,117340,0
1778493626.083294,0.216,-0.295227,0.529734,1,0.5347,0.756,0.636255,-0.179756,-0.241322,0.0012,0.179,0.3545,1,0.35448,0.0,0.0,117356,0
1778493626.133411,0.216,-0.295227,0.529734,1,0.387,0.577,0.636255,-0.179756,-0.241322,0.0008,0.1288,0.2575,1,0.25749,0.0,0.0,117356,0
1778493626.183665,0.216,-0.295227,0.529734,1,0.4571,0.6559,0.636255,-0.179756,-0.241322,0.0009,0.2003,0.2559,1,0.25589,0.0,0.0,117364,0
1778493626.233788,0.216,-0.295227,0.529734,1,0.5076,0.7023,0.636255,-0.179756,-0.241322,0.0005,0.1802,0.3269,1,0.32687,0.0,0.0,117372,0
1778493626.283872,0.216,-0.295227,0.529734,1,0.3896,0.5867,0.636255,-0.179756,-0.241322,0.001,0.1408,0.2478,1,0.24777,0.0,0.0,117376,0
1778493626.333992,0.216,-0.295227,0.529734,1,0.5587,0.8046,0.636255,-0.179756,-0.241322,0.0008,0.1936,0.3643,1,0.36433,0.0,0.0,117380,0
1778493626.3841,0.216,-0.295227,0.529734,1,0.4138,0.619,0.636255,-0.179756,-0.241322,0.0008,0.1596,0.2534,1,0.25343,0.0,0.0,117392,0
1778493626.434193,0.216,-0.295227,0.529734,1,0.4012,1.0174,0.636255,-0.179756,-0.241322,0.0008,0.1439,0.2565,1,0.25654,0.0,0.0,117392,0
1778493626.484306,0.216,-0.295227,0.529734,1,0.3965,0.6007,0.636255,-0.179756,-0.241322,0.0007,0.1412,0.2545,1,0.25453,0.0,0.0,117396,0
