t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778500366.165515,0.223936,-0.155421,0.484656,1,2.0011,2.225,0.007936,-0.001922,0.006656,0.0008,1.1398,0.8605,2,0.43027,0.1869,0.1869,154040,0
1778500366.215612,0.225198,-0.155913,0.486453,1,0.4039,0.579,0.009198,-0.002414,0.008452,0.0008,0.1599,0.2432,1,0.24322,0.1755,0.1755,154048,0
1778500366.265696,0.227967,-0.156693,0.49032,1,0.4319,0.6239,0.011967,-0.003194,0.01232,0.0009,0.1686,0.2624,1,0.26239,0.1897,0.1897,154048,0
1778500366.315857,0.22993,-0.157261,0.492644,1,0.4361,0.6195,0.01393,-0.003762,0.014644,0.0007,0.1697,0.2657,1,0.26566,0.1826,0.1826,154048,0
1778500366.365963,0.232397,-0.158349,0.494813,1,0.4949,0.6903,0.016397,-0.00485,0.016813,0.0007,0.1691,0.3251,1,0.32511,0.1867,0.1867,154068,0
1778500366.416056,0.23547,-0.15941,0.497189,1,0.4155,0.6259,0.01947,-0.005911,0.019188,0.0008,0.1535,0.2613,1,0.26126,0.1938,0.1938,154076,0
1778500366.466139,0.242691,-0.161149,0.501913,1,0.4171,0.6031,0.026691,-0.00765,0.023913,0.001,0.1567,0.2593,1,0.25935,0.2859,0.2859,154076,0
1778500366.516299,0.246818,-0.161738,0.504422,1,0.4025,0.5762,0.030818,-0.008239,0.026421,0.0007,0.1435,0.2583,1,0.2583,0.2243,0.2243,154080,0
1778500366.566405,0.250383,-0.162235,0.506783,1,0.4679,0.6757,0.034383,-0.008736,0.028782,0.0009,0.178,0.289,1,0.28895,0.2254,0.2254,154080,0
1778500366.616565,0.254334,-0.162517,0.509516,1,0.4058,0.5783,0.038334,-0.009017,0.031516,0.0008,0.1433,0.2617,1,0.26166,0.2433,0.2433,154092,0
1778500366.666767,0.262536,-0.163467,0.51523,1,0.4004,0.5839,0.046536,-0.009968,0.03723,0.0008,0.1525,0.2472,1,0.24717,0.3725,0.3725,154092,0
1778500366.716944,0.266512,-0.163954,0.517886,1,0.3959,0.5786,0.050512,-0.010454,0.039886,0.0009,0.1508,0.2442,1,0.24416,0.2757,0.2757,154092,0
1778500366.767055,0.25,-0.15,0.5,1,0.4077,0.5921,0.054802,-0.011137,0.042637,0.0008,0.1573,0.2496,1,0.24963,1.4551,1.4551,154092,0
1778500366.817173,0.3,-0.15,0.5,1,0.6881,0.8887,0.05931,-0.012003,0.045655,0.0007,0.1688,0.5185,2,0.25924,0.658,0.658,154092,0
1778500366.86728,0.3,-0.15,0.55,1,0.5677,0.7535,0.068612,-0.014074,0.052028,0.001,0.1595,0.4073,2,0.20363,0.4841,0.4841,154092,0
1778500366.917394,0.288603,-0.168396,0.532833,1,0.4934,0.7201,0.072603,-0.014896,0.054833,0.0008,0.1831,0.3095,1,0.30952,1.4114,1.4114,154096,0
1778500366.967499,0.29388,-0.169324,0.536432,1,0.5196,0.743,0.07788,-0.015825,0.058431,0.0009,0.2027,0.316,1,0.31595,0.4265,0.4265,154096,0
1778500367.017672,0.299218,-0.170072,0.539941,1,0.4471,0.682,0.083218,-0.016573,0.061941,0.001,0.1687,0.2774,1,0.27743,0.4264,0.4264,154096,0
1778500367.06781,0.312412,-0.171888,0.546963,1,0.4092,0.5934,0.096412,-0.018389,0.068963,0.001,0.1548,0.2534,1,0.25336,0.809,0.809,154096,0
1778500367.11793,0.318613,-0.172583,0.549936,1,0.4111,0.5937,0.102613,-0.019084,0.071936,0.0011,0.1658,0.2443,1,0.24433,0.5497,0.5497,154096,0
1778500367.168044,0.35,-0.15,0.55,1,0.6239,0.8191,0.10931,-0.019484,0.0748,0.0009,0.1659,0.4571,2,0.22853,0.9472,0.9472,154096,0
1778500367.218168,0.35,-0.15,0.55,1,0.4406,0.6287,0.115909,-0.019948,0.07767,0.0009,0.1716,0.2681,1,0.26813,0.8711,0.8711,154096,0
1778500367.268272,0.34411,-0.175217,0.560572,1,0.3963,0.5709,0.12811,-0.021718,0.082571,0.0008,0.1425,0.253,1,0.25303,1.9995,1.9995,154096,0
1778500367.318382,0.350599,-0.176185,0.562928,1,0.4042,0.5779,0.134599,-0.022686,0.084928,0.0006,0.1474,0.2562,1,0.25617,0.9217,0.9217,154100,0
1778500367.368472,0.356338,-0.176156,0.564686,1,0.4168,0.6071,0.140338,-0.022657,0.086685,0.0006,0.1625,0.2538,1,0.25375,0.9306,0.9306,154100,0
1778500367.418585,0.35,-0.2,0.55,1,0.5857,0.8171,0.146931,-0.022817,0.088724,0.001,0.212,0.3727,1,0.37269,1.9061,1.9061,154100,0
1778500367.468696,0.35,-0.2,0.55,1,0.4028,0.6029,0.15846,-0.023075,0.093578,0.0008,0.1565,0.2455,1,0.2455,0.864,0.864,154100,0
1778500367.518789,0.4,-0.2,0.55,1,3.3672,4.0934,0.163729,-0.023411,0.096014,0.0007,0.1572,3.2093,25,0.12837,3.5663,3.5663,154100,0
1778500367.569047,0.4,-0.2,0.6,1,0.5609,0.7306,0.167379,-0.022938,0.097779,0.0006,0.1525,0.4078,2,0.20388,2.5912,2.5912,154100,0
1778500367.619159,0.4,-0.2,0.6,1,0.4249,0.6149,0.16943,-0.021946,0.098894,0.0008,0.1564,0.2677,1,0.26767,1.9521,1.9521,154100,0
1778500367.66925,0.4,-0.15,0.6,1,0.6454,0.8611,0.172745,-0.020469,0.100163,0.0008,0.1805,0.4641,2,0.23205,1.8106,1.8106,154100,0
1778500367.719353,0.4,-0.15,0.6,1,0.4854,0.7128,0.173456,-0.02015,0.100224,0.001,0.1563,0.3281,1,0.32813,1.7976,1.7976,154116,0
1778500367.769445,0.4,-0.15,0.6,1,0.3584,0.5243,0.175373,-0.02088,0.099865,0.0005,0.13,0.2279,1,0.22795,1.7944,1.7944,154116,0
1778500367.819917,0.4,-0.15,0.6,1,0.43,1.5746,0.175418,-0.020887,0.099294,0.0005,0.1584,0.271,1,0.27104,1.7911,1.7911,154116,0
1778500367.870014,0.4,-0.15,0.55,1,3.1291,3.9975,0.172675,-0.019817,0.096984,0.0009,0.1644,2.9638,25,0.11855,3.1114,3.1114,154120,0
