t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778498811.944825,0.216,-0.295227,0.529734,1,1.5308,1.7178,-0.220502,-0.577144,-0.214548,0.0011,1.034,0.4958,1,0.49577,0.0,0.0,117328,0
1778498811.994923,0.219174,-0.296908,0.52994,1,0.4556,0.6601,-0.217328,-0.578825,-0.214343,0.0009,0.1612,0.2934,1,0.29344,0.0631,0.0631,117344,0
1778498812.044998,0.221892,-0.297916,0.530509,1,0.4141,0.6004,-0.21461,-0.579834,-0.213774,0.0015,0.1355,0.2771,1,0.27709,0.0633,0.0633,117376,0
1778498812.095103,0.223165,-0.298127,0.531121,1,0.5036,0.7394,-0.213337,-0.580044,-0.213162,0.001,0.1686,0.3341,1,0.33407,0.0551,0.0551,117376,0
1778498812.145177,0.224691,-0.295966,0.530428,1,0.4361,0.6212,-0.211811,-0.577884,-0.213854,0.0007,0.1537,0.2817,1,0.28168,0.0636,0.0636,117400,0
1778498812.195254,0.225238,-0.295333,0.530052,1,0.4204,0.6113,-0.211263,-0.577251,-0.21423,0.0008,0.1402,0.2794,1,0.27939,0.0705,0.0705,117416,0
1778498812.245347,0.225481,-0.29412,0.529617,1,0.4264,0.6204,-0.211021,-0.576038,-0.214665,0.0009,0.1518,0.2737,1,0.27367,0.0744,0.0744,117420,0
1778498812.295443,0.225167,-0.29285,0.529372,1,0.4458,0.6565,-0.211334,-0.574768,-0.21491,0.001,0.1576,0.2872,1,0.28716,0.077,0.077,117428,0
1778498812.34555,0.224225,-0.289963,0.528497,1,0.4662,0.667,-0.212277,-0.57188,-0.215785,0.0013,0.185,0.2799,1,0.2799,0.0882,0.0882,117432,0
1778498812.395652,0.22404,-0.28916,0.528112,1,0.4078,0.5961,-0.212462,-0.571077,-0.216171,0.001,0.1557,0.2511,1,0.25113,0.0779,0.0779,117444,0
1778498812.445746,0.223764,-0.28869,0.528044,1,0.4116,0.5981,-0.212737,-0.570607,-0.216239,0.0016,0.1504,0.2596,1,0.25965,0.078,0.078,117456,0
1778498812.495849,0.22342,-0.288346,0.528171,1,0.4411,0.6429,-0.213082,-0.570263,-0.216112,0.0009,0.1678,0.2725,1,0.27248,0.0766,0.0766,117460,0
1778498812.545987,0.218805,-0.287211,0.529114,1,0.4379,0.6398,-0.217697,-0.569128,-0.215169,0.0009,0.1624,0.2746,1,0.27459,0.0862,0.0862,117464,0
1778498812.596087,0.210437,-0.282409,0.531072,1,0.4072,0.6044,-0.226065,-0.564326,-0.21321,0.0007,0.1515,0.255,1,0.25497,0.3688,0.3688,117468,0
1778498812.646189,0.196237,-0.273676,0.535223,1,0.4685,0.6659,-0.240265,-0.555593,-0.20906,0.0011,0.1734,0.294,1,0.29399,0.8818,0.8818,117472,0
1778498812.696295,0.17743,-0.261979,0.538718,1,0.4268,0.6096,-0.259072,-0.543896,-0.205565,0.0011,0.1649,0.2608,1,0.26083,1.1048,1.1048,117472,0
1778498812.746389,0.144684,-0.230583,0.534279,1,0.5608,0.7358,-0.291817,-0.5125,-0.210003,0.001,0.1558,0.404,2,0.20202,0.511,0.511,117480,0
1778498812.796566,0.134605,-0.216316,0.527401,1,0.4228,0.6089,-0.301897,-0.498233,-0.216881,0.0012,0.1704,0.2512,1,0.25119,0.483,0.483,117488,0
1778498812.846672,0.130134,-0.203515,0.520452,1,0.4498,0.6318,-0.306368,-0.485432,-0.223831,0.0008,0.1784,0.2706,1,0.27056,0.546,0.546,117492,0
1778498812.896782,0.127933,-0.191854,0.512124,1,0.4793,0.7049,-0.308569,-0.473771,-0.232158,0.0009,0.1679,0.3105,1,0.31052,0.436,0.436,117496,0
1778498814.451987,0.120491,-0.174306,0.488393,1,0.4041,0.5972,-0.31601,-0.456223,-0.255889,0.001,0.1482,0.2549,1,0.25488,1.8407,1.8407,117612,0
1778498814.502086,0.12048,-0.173993,0.488451,1,0.4002,0.5875,-0.316022,-0.455911,-0.255831,0.0008,0.1426,0.2568,1,0.25681,0.5667,0.5667,117616,0
1778498814.552161,0.120489,-0.173874,0.488515,1,0.4394,0.6325,-0.316013,-0.455792,-0.255767,0.0009,0.1689,0.2697,1,0.26965,0.5496,0.5496,117620,0
