t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778465941.773823,0.211678,-0.294398,0.539531,1,0.6675,0.7942,-0.004322,0.000829,0.009796,0.0007,0.3989,0.2679,1,0.26793,0.2764,0.2764,116192,0
1778465941.824114,0.209991,-0.29363,0.545155,1,0.2832,0.3936,-0.006009,0.001597,0.015421,0.0004,0.109,0.1738,1,0.1738,0.1095,0.1095,116220,0
1778465941.874218,0.208917,-0.293439,0.550601,1,0.2734,0.403,-0.007083,0.001788,0.020866,0.0005,0.1076,0.1653,1,0.16525,0.1883,0.1883,116232,0
1778465941.924324,0.208533,-0.293383,0.563901,1,0.4826,0.6932,-0.007467,0.001843,0.034167,0.0013,0.1737,0.3076,1,0.30762,0.7847,0.7847,116252,0
1778465941.974833,0.208973,-0.293782,0.569082,1,0.2738,0.4124,-0.007027,0.001445,0.039348,0.0004,0.1077,0.1656,1,0.16563,0.6939,0.6939,116260,0
1778465942.025899,0.209792,-0.29442,0.574137,1,0.3088,0.9949,-0.006208,0.000807,0.044403,0.0008,0.123,0.1851,1,0.18508,0.8407,0.8407,116264,0
1778465942.079111,0.210818,-0.295032,0.578786,1,0.2866,0.4253,-0.005182,0.000194,0.049052,0.0004,0.1117,0.1745,1,0.17453,0.9657,0.9657,116268,0
1778465942.129272,0.215646,-0.297418,0.585313,1,0.2985,0.423,-0.000354,-0.002191,0.055579,0.0004,0.1123,0.1858,1,0.18582,1.3769,1.3769,116276,0
1778465942.180477,0.217569,-0.297637,0.588143,1,0.2745,0.4094,0.001569,-0.00241,0.058408,0.0006,0.1101,0.1637,1,0.16374,0.9581,0.9581,116280,0
1778465942.230555,0.218638,-0.297049,0.590394,1,0.4516,0.6325,0.002638,-0.001822,0.06066,0.001,0.1585,0.2922,1,0.29216,0.7991,0.7991,116288,0
1778465942.281134,0.221596,-0.297309,0.592523,1,0.4213,0.6373,0.005596,-0.002082,0.062788,0.0008,0.144,0.2765,1,0.27646,0.7993,0.7993,116300,0
1778465942.331244,0.222681,-0.297608,0.592469,1,0.5237,0.7332,0.006681,-0.002381,0.062735,0.0009,0.173,0.3497,1,0.34972,0.5615,0.5615,116304,0
1778465942.381338,0.222926,-0.297887,0.592075,1,0.4336,0.6096,0.006926,-0.00266,0.06234,0.0008,0.1478,0.2849,1,0.28493,0.47,0.47,116308,0
1778465942.431437,0.223054,-0.297995,0.591837,1,0.4583,0.6427,0.007054,-0.002768,0.062103,0.0009,0.1651,0.2924,1,0.29236,0.4518,0.4518,116312,0
1778465942.481508,0.224129,-0.297985,0.59086,1,0.4184,0.6001,0.008129,-0.002758,0.061125,0.0008,0.148,0.2696,1,0.26959,0.4314,0.4314,116316,0
1778465942.531621,0.224577,-0.297895,0.590162,1,0.4337,0.6279,0.008577,-0.002668,0.060428,0.0015,0.1699,0.2623,1,0.2623,0.3683,0.3683,116320,0
1778465942.581728,0.22492,-0.297953,0.589443,1,0.4816,0.6925,0.00892,-0.002727,0.059709,0.0007,0.1809,0.2999,1,0.29992,0.3352,0.3352,116336,0
1778465942.631842,0.225216,-0.297978,0.588656,1,0.4142,0.5997,0.009216,-0.002752,0.058921,0.0009,0.1525,0.2608,1,0.26083,0.3083,0.3083,116344,0
1778465942.682046,0.225454,-0.298198,0.587086,1,0.4407,0.6316,0.009454,-0.002971,0.057352,0.001,0.1702,0.2695,1,0.26953,0.2772,0.2772,116348,0
1778465942.732154,0.225436,-0.298414,0.586431,1,0.4432,0.6439,0.009436,-0.003187,0.056697,0.0008,0.1668,0.2756,1,0.27565,0.2662,0.2662,116348,0
1778465942.78234,0.225663,-0.298731,0.585868,1,0.46,0.6668,0.009663,-0.003504,0.056134,0.0011,0.1697,0.2892,1,0.28918,0.2708,0.2708,116356,0
1778465942.83244,0.226227,-0.299123,0.585449,1,0.4602,0.655,0.010227,-0.003896,0.055714,0.0009,0.1585,0.3008,1,0.3008,0.2725,0.2725,116360,0
1778465942.882637,0.229964,-0.30114,0.585422,1,0.4117,0.6109,0.013964,-0.005913,0.055688,0.0008,0.1574,0.2535,1,0.25349,0.3409,0.3409,116364,0
1778465942.932762,0.233906,-0.302585,0.585851,1,0.4669,0.6545,0.017906,-0.007358,0.056117,0.001,0.1711,0.2948,1,0.2948,0.2585,0.2585,116368,0
1778465942.982926,0.238939,-0.303733,0.586938,1,0.4494,0.6397,0.022939,-0.008506,0.057203,0.0018,0.1679,0.2797,1,0.27969,0.1981,0.1981,116372,0
1778465943.033016,0.24689,-0.305953,0.588842,1,0.4213,0.6125,0.03089,-0.010726,0.059107,0.0011,0.1659,0.2543,1,0.25426,0.2347,0.2347,116372,0
1778465943.083098,0.26268,-0.307948,0.593984,1,0.4079,0.6022,0.04668,-0.012721,0.06425,0.0008,0.1459,0.2612,1,0.26118,0.8621,0.8621,116376,0
1778465943.133205,0.271116,-0.307239,0.597458,1,0.4285,0.6363,0.055116,-0.012012,0.067724,0.0012,0.1636,0.2636,1,0.26363,0.398,0.398,116388,0
1778465943.183309,0.278997,-0.30557,0.600453,1,0.4113,0.6207,0.062997,-0.010343,0.070719,0.0008,0.1519,0.2586,1,0.25857,0.4314,0.4314,116392,0
1778465943.233442,0.287695,-0.303454,0.603188,1,0.5264,0.7233,0.071695,-0.008227,0.073454,0.001,0.1742,0.3513,1,0.35127,0.517,0.517,116396,0
1778465943.283609,0.30659,-0.298975,0.607088,1,0.4257,0.6075,0.09059,-0.003748,0.077354,0.0011,0.1636,0.2611,1,0.26112,1.5797,1.5797,116400,0
1778465943.33385,0.314441,-0.297205,0.608176,1,0.5153,0.7146,0.098441,-0.001978,0.078441,0.0009,0.1726,0.3418,1,0.3418,0.7517,0.7517,116404,0
1778465943.383929,0.322762,-0.294841,0.608794,1,0.4236,0.6231,0.106762,0.000386,0.079059,0.0009,0.1588,0.2638,1,0.26385,0.8183,0.8183,116408,0
1778465943.434943,0.330244,-0.29309,0.609291,1,0.45,0.7888,0.114244,0.002137,0.079557,0.001,0.168,0.281,1,0.28101,0.8902,0.8902,116412,0
1778465943.485121,0.344639,-0.29057,0.610341,1,0.4263,0.6112,0.128639,0.004657,0.080607,0.001,0.1634,0.2619,1,0.26189,1.5034,1.5034,116420,0
1778465943.535167,0.347442,-0.28991,0.610607,1,0.4253,0.612,0.131442,0.005316,0.080873,0.0008,0.1531,0.2713,1,0.27132,1.067,1.067,116424,0
1778465943.585386,0.352886,-0.28729,0.611168,1,0.4856,1.3816,0.136886,0.007937,0.081434,0.0013,0.1773,0.307,1,0.30702,1.171,1.171,116428,0
1778465943.635606,0.359863,-0.283178,0.612611,1,0.486,1.9628,0.143863,0.012049,0.082877,0.0011,0.1807,0.3042,1,0.3042,1.3227,1.3227,116432,0
1778465943.685718,0.367569,-0.276663,0.614755,1,0.603,2.1982,0.151569,0.018563,0.085021,0.0012,0.2189,0.3829,1,0.38291,1.487,1.487,116436,0
1778465943.735815,0.371746,-0.273501,0.615394,1,0.4666,0.6432,0.155746,0.021726,0.08566,0.0006,0.1583,0.3077,1,0.30769,1.464,1.464,116440,0
1778465943.785873,0.376645,-0.270947,0.616401,1,0.4329,1.1042,0.160645,0.02428,0.086667,0.001,0.1562,0.2757,1,0.27567,1.6018,1.6018,116444,0
1778465943.835965,0.381012,-0.268374,0.61726,1,0.4127,1.1565,0.165012,0.026853,0.087526,0.0012,0.1372,0.2744,1,0.27436,1.7116,1.7116,116452,0
1778465943.886234,0.387785,-0.262419,0.616795,1,0.5076,3.5591,0.171785,0.032807,0.087061,0.001,0.1644,0.3422,1,0.34218,2.0274,2.0274,116468,0
1778465943.936735,0.388661,-0.260908,0.617253,1,0.4064,0.5872,0.172661,0.034319,0.087519,0.0007,0.1489,0.2568,1,0.25677,1.9312,1.9312,116476,0
1778465943.986846,0.388433,-0.260392,0.617399,1,0.4506,0.6503,0.172433,0.034835,0.087665,0.0011,0.1682,0.2813,1,0.28132,1.94,1.94,116480,0
1778465944.036963,0.38628,-0.258888,0.616468,1,0.4949,0.6921,0.17028,0.036339,0.086734,0.001,0.1736,0.3202,1,0.32024,1.92,1.92,116484,0
1778465944.087023,0.382334,-0.256743,0.613483,1,0.4462,0.6394,0.166334,0.038484,0.083749,0.0008,0.1461,0.2993,1,0.29934,1.8573,1.8573,116484,0
1778465944.137155,0.379486,-0.25665,0.612935,1,0.4658,0.7186,0.163486,0.038577,0.083201,0.0008,0.1652,0.2998,1,0.29983,1.6495,1.6495,116488,0
1778465944.187245,0.376854,-0.25619,0.611732,1,0.4263,0.6205,0.160854,0.039036,0.081998,0.0008,0.1623,0.2633,1,0.26327,1.5701,1.5701,116496,0
1778465944.237336,0.374358,-0.256055,0.61087,1,0.4496,0.6356,0.158358,0.039172,0.081135,0.0011,0.1665,0.2821,1,0.28209,1.4843,1.4843,116504,0
1778465944.287459,0.368669,-0.255071,0.609039,1,0.5805,0.7817,0.152669,0.040156,0.079305,0.001,0.1694,0.4102,1,0.41018,1.5085,1.5085,117900,0
1778465944.337572,0.36542,-0.254978,0.609355,1,0.4901,0.6976,0.14942,0.040248,0.079621,0.0011,0.186,0.303,1,0.30299,1.2836,1.2836,117924,0
1778465944.3884,0.362257,-0.254461,0.609516,1,0.5251,0.8525,0.146257,0.040766,0.079782,0.0008,0.1756,0.3487,1,0.34871,1.2174,1.2174,117932,0
