x,y,z,roll,pitch,yaw,success,pos_err_mm,iterations,solve_ms,seed_used
-0.2,-0.55,0.35,0.0,0.0,0.0,0,187.958,1750,72.11,-1
-0.2,-0.55,0.45,0.0,0.0,0.0,0,119.9,1750,70.24,-1
-0.2,-0.55,0.55,0.0,0.0,0.0,0,64.429,1750,67.1,-1
-0.2,-0.55,0.65,0.0,0.0,0.0,0,31.313,1750,68.04,-1
-0.2,-0.55,0.75,0.0,0.0,0.0,0,29.196,1750,65.19,-1
-0.2,-0.55,0.85,0.0,0.0,0.0,0,78.797,1750,66.2,-1
-0.2,-0.45,0.35,0.0,0.0,0.0,0,141.592,1750,67.29,-1
-0.2,-0.45,0.45,0.0,0.0,0.0,0,63.133,1750,67.69,-1
-0.2,-0.45,0.55,0.0,0.0,0.0,1,1.824,14,0.57,0
-0.2,-0.45,0.65,0.0,0.0,0.0,1,1.432,766,29.13,3
-0.2,-0.45,0.75,0.0,0.0,0.0,1,1.563,9,0.38,0
-0.2,-0.45,0.85,0.0,0.0,0.0,1,2.365,8,0.34,0
-0.2,-0.35,0.35,0.0,0.0,0.0,0,169.894,1750,66.66,-1
-0.2,-0.35,0.45,0.0,0.0,0.0,0,33.947,1750,67.34,-1
-0.2,-0.35,0.55,0.0,0.0,0.0,1,1.491,523,20.01,2
-0.2,-0.35,0.65,0.0,0.0,0.0,1,2.257,20,0.8,0
-0.2,-0.35,0.75,0.0,0.0,0.0,1,2.67,8,0.34,0
-0.2,-0.35,0.85,0.0,0.0,0.0,1,1.511,8,0.34,0
-0.2,-0.25,0.35,0.0,0.0,0.0,0,159.753,1750,66.51,-1
-0.2,-0.25,0.45,0.0,0.0,0.0,0,56.299,1750,66.09,-1
-0.2,-0.25,0.55,0.0,0.0,0.0,0,113.393,1750,67.76,-1
-0.2,-0.25,0.65,0.0,0.0,0.0,1,4.319,250,9.17,0
-0.2,-0.25,0.75,0.0,0.0,0.0,1,1.757,7,0.3,0
-0.2,-0.25,0.85,0.0,0.0,0.0,1,2.071,7,0.3,0
-0.2,-0.15,0.35,0.0,0.0,0.0,0,145.663,1750,68.43,-1
-0.2,-0.15,0.45,0.0,0.0,0.0,0,15.275,1750,65.71,-1
-0.2,-0.15,0.55,0.0,0.0,0.0,1,1.469,519,20.88,2
-0.2,-0.15,0.65,0.0,0.0,0.0,1,2.945,263,10.63,1
-0.2,-0.15,0.75,0.0,0.0,0.0,1,1.348,12,0.49,0
-0.2,-0.15,0.85,0.0,0.0,0.0,1,0.839,7,0.29,0
-0.2,-0.05,0.35,0.0,0.0,0.0,0,144.778,1750,69.4,-1
-0.2,-0.05,0.45,0.0,0.0,0.0,0,32.35,1750,68.72,-1
-0.2,-0.05,0.55,0.0,0.0,0.0,1,1.789,766,30.9,3
-0.2,-0.05,0.65,0.0,0.0,0.0,1,1.98,1514,61.0,6
-0.2,-0.05,0.75,0.0,0.0,0.0,1,1.375,11,0.46,0
-0.2,-0.05,0.85,0.0,0.0,0.0,1,1.246,8,0.33,0
-0.1,-0.55,0.35,0.0,0.0,0.0,0,184.42,1750,68.24,-1
-0.1,-0.55,0.45,0.0,0.0,0.0,0,117.14,1750,66.09,-1
-0.1,-0.55,0.55,0.0,0.0,0.0,0,62.675,1750,65.92,-1
-0.1,-0.55,0.65,0.0,0.0,0.0,0,38.87,1750,68.02,-1
-0.1,-0.55,0.75,0.0,0.0,0.0,0,24.715,1750,66.42,-1
-0.1,-0.55,0.85,0.0,0.0,0.0,0,24.762,1750,64.97,-1
-0.1,-0.45,0.35,0.0,0.0,0.0,0,139.818,1750,67.48,-1
-0.1,-0.45,0.45,0.0,0.0,0.0,0,62.402,1750,66.49,-1
-0.1,-0.45,0.55,0.0,0.0,0.0,1,2.767,269,10.47,1
-0.1,-0.45,0.65,0.0,0.0,0.0,1,3.757,1000,37.79,3
-0.1,-0.45,0.75,0.0,0.0,0.0,1,1.696,6,0.26,0
-0.1,-0.45,0.85,0.0,0.0,0.0,1,1.182,8,0.34,0
-0.1,-0.35,0.35,0.0,0.0,0.0,0,116.604,1750,67.56,-1
-0.1,-0.35,0.45,0.0,0.0,0.0,0,32.326,1750,66.93,-1
-0.1,-0.35,0.55,0.0,0.0,0.0,1,2.59,10,0.42,0
-0.1,-0.35,0.65,0.0,0.0,0.0,0,42.876,1750,66.19,-1
-0.1,-0.35,0.75,0.0,0.0,0.0,1,2.518,7,0.3,0
-0.1,-0.35,0.85,0.0,0.0,0.0,1,1.496,7,0.3,0
-0.1,-0.25,0.35,0.0,0.0,0.0,0,90.47,1750,67.71,-1
-0.1,-0.25,0.45,0.0,0.0,0.0,0,34.966,1750,66.78,-1
-0.1,-0.25,0.55,0.0,0.0,0.0,0,119.767,1750,69.03,-1
-0.1,-0.25,0.65,0.0,0.0,0.0,0,46.9,1750,67.6,-1
-0.1,-0.25,0.75,0.0,0.0,0.0,1,1.791,6,0.27,0
-0.1,-0.25,0.85,0.0,0.0,0.0,1,1.522,6,0.26,0
-0.1,-0.15,0.35,0.0,0.0,0.0,0,44.085,1750,67.21,-1
-0.1,-0.15,0.45,0.0,0.0,0.0,0,50.705,1750,68.18,-1
-0.1,-0.15,0.55,0.0,0.0,0.0,1,2.809,760,30.55,3
-0.1,-0.15,0.65,0.0,0.0,0.0,0,139.008,1750,69.98,-1
-0.1,-0.15,0.75,0.0,0.0,0.0,0,36.437,1750,67.6,-1
