t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778497482.897008,0.216,-0.148499,0.478,1,4.2974,4.4762,0.0,0.005,0.0,0.001,1.0076,3.2888,2,1.6444,0.1959,0.1959,154008,0
1778497483.222864,0.216,-0.143499,0.478,1,0.6087,5.3921,0.0,0.005,0.0,0.0014,0.2056,0.4017,1,0.40167,0.2045,0.2045,154012,0
1778497484.916722,0.2,-0.1,0.5,1,0.7519,3.8531,0.0,0.025,0.0,0.0015,0.1884,0.562,2,0.28101,0.3518,0.3518,154020,0
1778497485.321557,0.2,-0.075,0.5,1,0.372,0.5273,0.0,0.025,0.0,0.0008,0.1348,0.2364,1,0.23644,1.1779,1.1779,154028,0
1778497485.502183,0.2,-0.05,0.5,1,0.6172,0.9911,0.0,0.025,0.0,0.0012,0.1863,0.4297,1,0.42968,1.2529,1.2529,154028,0
1778497485.724125,0.2,-0.025,0.5,1,0.4801,0.633,0.0,0.025,0.0,0.0008,0.1324,0.347,2,0.17348,0.4639,0.4639,154032,0
1778497486.228166,0.2,-0.05,0.5,1,0.4332,0.618,0.0,0.025,0.0,0.001,0.1546,0.2776,1,0.27757,2.2482,2.2482,154032,0
1778497486.24848,0.2,-0.025,0.5,1,0.6207,0.8202,0.0,0.025,0.0,0.0014,0.1563,0.463,2,0.23151,0.4633,0.4633,154036,0
1778497486.288723,0.2,-0.05,0.5,1,0.4612,0.6394,0.0,0.025,0.0,0.0011,0.1695,0.2906,1,0.2906,2.2482,2.2482,154036,0
1778497486.309545,0.2,-0.025,0.5,1,0.6527,0.8465,0.0,0.025,0.0,0.001,0.1665,0.4852,2,0.24261,0.4633,0.4633,154040,0
1778497486.349885,0.2,-0.05,0.5,1,0.4047,0.5809,0.0,0.025,0.0,0.0011,0.1487,0.2549,1,0.25491,2.2482,2.2482,154040,0
1778497486.390367,0.2,-0.025,0.5,1,0.5883,0.798,0.0,0.025,0.0,0.001,0.1533,0.434,2,0.21701,0.4633,0.4633,154040,0
1778497486.410463,0.2,-0.05,0.5,1,0.4502,0.6836,0.0,0.025,0.0,0.0008,0.1392,0.3102,1,0.31015,2.2482,2.2482,154040,0
1778497486.430546,0.2,-0.025,0.5,1,0.5671,0.7437,0.0,0.025,0.0,0.0007,0.1393,0.4271,2,0.21353,0.4633,0.4633,154048,0
