t,x,y,z,success,ik_ms,total_ms,dx,dy,dz
1777891640.1268644,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,56.46681785583496,56.865692138671875,-0.03785431375341486,-0.013058366985515789,-0.023757088386063135
1777891640.184919,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,57.33227729797363,57.39331245422363,-0.03750881064370262,-0.013476006843360186,-0.02448127585416865
1777891640.232738,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,47.69277572631836,47.77932167053223,-0.037176124367936575,-0.013998455920106359,-0.024968404675983297
1777891640.2920935,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,56.3662052154541,57.03902244567871,-0.03695146803254408,-0.014104634492005219,-0.025091165414940192
1777891640.3499823,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,57.74044990539551,57.80959129333496,-0.03681629663070285,-0.014229002956423896,-0.02508701477010372
1777891640.408155,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,58.115482330322266,58.127403259277344,-0.036890312968226285,-0.014288751582119043,-0.0250240769849632
1777891640.4729033,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,64.4674301147461,64.47958946228027,-0.036874129003834646,-0.014299536200158391,-0.0249911218021886
1777891640.5319448,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,58.96782875061035,58.977603912353516,-0.03691785537405043,-0.014328807194539606,-0.025037860149239033
1777891640.570511,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,37.46914863586426,37.48297691345215,-0.03694519758221297,-0.014338567874272186,-0.025275219361118373
1777891640.6242242,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,41.1067008972168,41.12124443054199,-0.03703794697055715,-0.01433768113991201,-0.025361333857592788
1777891640.6705105,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,37.31274604797363,37.32466697692871,-0.03711352684056929,-0.014353212134921772,-0.025462405737608218
1777891640.7212892,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,38.04969787597656,38.06114196777344,-0.037207017223467365,-0.014403674594058363,-0.025641649239394798
1777891640.7708526,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,37.5370979309082,37.54997253417969,-0.03723522164649071,-0.014419995667313293,-0.025646102643235635
1777891640.8208435,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,37.338972091674805,37.3530387878418,-0.03726181505710366,-0.014400607634088583,-0.02554710167742205
1777891640.884089,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,50.50992965698242,50.52518844604492,-0.0372596809906284,-0.014363137481907068,-0.02532887090567465
1777891640.9239156,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,39.40320014953613,39.4132137298584,-0.03722377880313149,-0.014325652773004939,-0.02513206272126156
1777891640.9878042,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,53.1916618347168,53.2078742980957,-0.03712560321300962,-0.014217503900109653,-0.02496296918720803
1777891641.0412035,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,53.09629440307617,53.11131477355957,-0.037117858450275,-0.014241345001866225,-0.024925255417756642
1777891641.102683,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,58.80284309387207,58.81690979003906,-0.037111432219143065,-0.014299136026988048,-0.024931059246244114
1777891641.1582582,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,55.083513259887695,55.50551414489746,-0.03704571548051547,-0.014374629426016583,-0.025074857386296417
1777891641.2354393,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,77.1174430847168,77.13127136230469,-0.03696868391338842,-0.014349241764180141,-0.02516018763777031
1777891641.2865424,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,50.812721252441406,50.83131790161133,-0.036927587324332364,-0.014160729712753284,-0.025054120451992096
1777891641.3341315,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,46.83518409729004,46.85544967651367,-0.03674930525158196,-0.013885376413526065,-0.024829305071717406
1777891641.3860385,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,48.69222640991211,48.708438873291016,-0.034924650529166934,-0.012001656628034471,-0.023354036931146516
1777891641.4445028,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,57.096242904663086,57.11054801940918,-0.0331216985589346,-0.010202758122929721,-0.02195798105801189
1777891641.499048,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,54.4583797454834,54.46887016296387,-0.03053843592384356,-0.007737503199495968,-0.019918486457420365
1777891641.5507667,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,51.3768196105957,51.38754844665527,-0.02405841069051523,-0.0018957973919629459,-0.014565187985377454
1777891641.5991535,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,48.307180404663086,48.317670822143555,-0.020758481019317793,0.0009409640560135019,-0.011593855986474694
1777891641.6469202,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,45.7921028137207,45.806884765625,-0.013647185417481777,0.006755610946225864,-0.005347899360926334
1777891641.713622,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,61.982154846191406,61.99383735656738,-0.009554647043967135,0.0099628071296166,-0.002415248870744263
1777891641.7700222,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,56.32281303405762,56.333065032958984,-0.005065811458765029,0.013442473393175738,0.000619559256260338
1777891641.8257213,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,54.706573486328125,54.72135543823242,0.004107203633540724,0.019816574921097965,0.005976860468424827
1777891641.882387,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,56.55837059020996,56.57052993774414,0.008874188352183343,0.02236136599689105,0.008205434883561569
1777891641.9586759,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,75.92892646789551,75.94537734985352,0.018438008079906004,0.025120191380133564,0.01142579543474899
1777891642.0191514,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,60.352325439453125,60.36806106567383,0.023475155076182475,0.025580526503148363,0.012564491136390799
1777891642.067091,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,46.93913459777832,46.952009201049805,0.03459103792920146,0.025230709661291775,0.01455356568888369
1777891642.1092033,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,38.96903991699219,38.98286819458008,0.04054629601697396,0.024442006783605627,0.015299804363528222
1777891642.1642864,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,44.031620025634766,44.04306411743164,0.05059328695005649,0.02246463338696518,0.016561821688834424
1777891642.2288992,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,58.56657028198242,58.58016014099121,0.0559347091104557,0.02081355745502382,0.017262940152268452
1777891642.2845538,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,55.396318435668945,55.48715591430664,0.06283430923171923,0.018392163746358145,0.018167316184929283
1777891642.3404589,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,55.8321475982666,55.84383010864258,0.06883139733613541,0.016044442720646868,0.018753055517741313
1777891642.3972244,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,56.52928352355957,56.542158126831055,0.07937269243609338,0.011112510848414636,0.019892128767043687
1777891642.468725,0.21599999999854286,0.15349919189804237,0.4780003434461613,0,71.38514518737793,71.39897346496582,0.08418696672584403,0.008255216762510703,0.020658169463019127
