t,x,y,z,success,ik_ms,total_ms,tx,ty,tz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1778234867.193848,0.216,-0.295227,0.529734,1,1.8791,2.0671,0.198525,-0.165853,-0.383026,0.0012,1.0701,0.8078,3,0.26926,2.0169,2.0169,116668,0
1778234867.243921,0.215685,-0.295385,0.528636,1,0.3854,0.5751,0.198211,-0.166011,-0.384124,0.001,0.1417,0.2427,1,0.24271,0.8735,0.8735,116676,0
1778234867.294399,0.215425,-0.294843,0.528075,1,0.4268,0.6239,0.197951,-0.165469,-0.384685,0.0008,0.1388,0.2871,1,0.2871,0.8717,0.8717,116692,0
1778234867.34608,0.215249,-0.294241,0.527552,1,0.4633,0.6832,0.197774,-0.164867,-0.385208,0.001,0.1598,0.3024,1,0.30243,0.8742,0.8742,116696,0
1778234867.396129,0.215128,-0.293787,0.527287,1,0.8606,1.0541,0.197653,-0.164414,-0.385474,0.0009,0.14,0.7197,1,0.7197,0.873,0.873,116696,0
1778234867.446289,0.215395,-0.293552,0.527518,1,0.3853,0.5682,0.197921,-0.164178,-0.385243,0.0007,0.1373,0.2473,1,0.24728,0.8868,0.8868,116708,0
1778234867.496335,0.215446,-0.293055,0.527712,1,0.3923,0.5637,0.197972,-0.163682,-0.385048,0.0006,0.1412,0.2505,1,0.25053,0.9239,0.9239,116712,0
1778234867.54744,0.214243,-0.29004,0.527309,1,0.4198,0.606,0.196768,-0.160667,-0.385451,0.0007,0.1387,0.2804,1,0.28038,0.9398,0.9398,116728,0
1778234867.599147,0.21365,-0.289291,0.527359,1,0.6406,0.9117,0.196176,-0.159917,-0.385401,0.0013,0.212,0.4273,1,0.42728,0.9158,0.9158,116728,0
1778234867.649235,0.213569,-0.289585,0.528046,1,0.3963,0.5767,0.196095,-0.160211,-0.384714,0.0006,0.133,0.2627,1,0.26267,0.916,0.916,116740,0
1778234867.699301,0.213991,-0.289853,0.52775,1,0.3935,0.5828,0.196516,-0.160479,-0.38501,0.0009,0.1415,0.2511,1,0.25109,0.9291,0.9291,116744,0
1778234867.749346,0.214163,-0.289877,0.527513,1,0.4476,0.6587,0.196688,-0.160503,-0.385247,0.0006,0.1638,0.2832,1,0.28322,0.931,0.931,116748,0
1778234867.800147,0.214098,-0.290049,0.527731,1,0.458,0.6781,0.196623,-0.160675,-0.38503,0.0009,0.1569,0.3002,1,0.3002,0.9258,0.9258,116752,0
1778234867.850243,0.214097,-0.290263,0.527887,1,0.3895,0.5742,0.196622,-0.160889,-0.384873,0.0006,0.1396,0.2493,1,0.2493,0.9213,0.9213,116760,0
1778234867.900299,0.214122,-0.290457,0.528025,1,0.4176,0.6048,0.196648,-0.161084,-0.384735,0.0007,0.1573,0.2597,1,0.25966,0.9157,0.9157,116768,0
