t,x,y,z,success,ik_ms,total_ms,dx,dy,dz
1777879549.544135,0.3,-0.1040968995152701,0.5228298412815964,1,17.172574996948242,17.525434494018555,0.11371159095984151,0.04940229238277228,0.04482949783543502
1777879549.579156,0.3,-0.09456753884793337,0.5223703362950342,1,2.3386478424072266,2.6438236236572266,0.11073605744241422,0.058931653050109,0.0443699928488728
1777879549.629152,0.3,-0.08997963430724593,0.5218967048666625,1,2.2351741790771484,2.5768280029296875,0.10918042491020774,0.06351955759079644,0.043896361420501184
1777879549.6932845,0.3,-0.08202891944488631,0.520528890044421,1,16.3271427154541,16.654014587402344,0.10521172301164361,0.07147027245315606,0.04252854659825968
1777879549.7298415,0.3,-0.078724482353048,0.519649128138148,1,1.8055438995361328,2.055644989013672,0.10221146570374101,0.07477470954499436,0.04164878469198671
1777879549.794163,0.3,-0.07338251454298689,0.51774793336014,1,17.15373992919922,17.37356185913086,0.09612985090719817,0.08011667735505548,0.03974758991397864
1777879549.8435893,0.3,-0.07021808480269812,0.5154308405124306,1,15.828132629394531,16.065359115600586,0.0894159933488165,0.08328110709534425,0.03743049706626933
1777879549.887847,0.29822561796416625,-0.06986976975890143,0.5131317127994062,1,10.05244255065918,10.260343551635742,0.08222561796562339,0.08362942213914094,0.0351313693532449
1777879549.93702,0.29394954798120954,-0.07059079304532609,0.5117653919173781,1,9.18889045715332,9.374141693115234,0.07794954798266668,0.08290839885271628,0.033765048471216766
1777879549.981155,0.2851070351275648,-0.0738632348527964,0.5096342075242172,1,3.0565261840820312,3.4155845642089844,0.06910703512902194,0.07963595704524597,0.03163386407805585
1777879550.0315418,0.27680998130648615,-0.07956267657769198,0.508392889884331,1,3.1404495239257812,3.529071807861328,0.060809981307943295,0.0739365153203504,0.030392546438169646
1777879550.082091,0.2723762191826739,-0.08311418277734993,0.50776192401977,1,1.2307167053222656,1.6524791717529297,0.05637621918413105,0.07038500912069244,0.029761580573608698
1777879550.134012,0.2620314192776529,-0.09207304287377426,0.5064779598964093,1,3.083467483520508,3.3843517303466797,0.04603141927911003,0.061426149024268115,0.02847761645024799
1777879550.1839457,0.24954408280745743,-0.10241844891359192,0.5044022429791266,1,2.9382705688476562,3.242015838623047,0.03354408280891458,0.05108074298445045,0.026401899532965276
1777879550.2370949,0.24308856038734497,-0.10767524773026002,0.5031820175450298,1,2.3801326751708984,2.698183059692383,0.027088560388802113,0.04582394416778234,0.025181674098868484
