t,x,y,z,success,ik_ms,total_ms,dx,dy,dz
1777880375.3598726,0.23282522956198487,-0.16473787319689825,0.47812223463072967,1,26.31211280822754,26.63135528564453,0.016825229563442012,-0.011238681298855871,0.00012189118456834569
1777880375.4036744,0.23946628111180865,-0.16709237038404268,0.480043878515059,1,16.754865646362305,16.967296600341797,0.02346628111326579,-0.013593178486000293,0.0020435350688976506
1777880375.5181866,0.24787801139417046,-0.1697379034562704,0.48232118600364277,1,83.92786979675293,84.24830436706543,0.0318780113956276,-0.016238711558228036,0.004320842557481441
1777880375.6198838,0.26621090989681284,-0.1741642769755266,0.48680006346719157,1,50.72307586669922,51.07736587524414,0.050210909898269984,-0.020665085077484227,0.008799720021030258
1777880376.0083487,0.2847643536538408,-0.1760348902238206,0.49173034113287173,1,337.7373218536377,338.02151679992676,0.06876435365529793,-0.02253569832577823,0.013729997686710432
1777880376.32925,0.2992381727986703,-0.17536538014180436,0.496991782829414,1,319.779634475708,320.0509548187256,0.08323817280012746,-0.021866188243761978,0.01899143938325265
1777880376.5963356,0.3,-0.14062284380741835,0.5192470263081518,1,258.927583694458,259.19485092163086,0.11326547970888423,0.012876348090624004,0.04124668286199047
1777880376.9788787,0.3,-0.09933024672310545,0.5226672413940557,1,379.6985149383545,379.98175621032715,0.11217414697123596,0.05416894517493692,0.04466689794789441
1777880377.3346803,0.2975636149980908,-0.17700131675532524,0.49749648401039515,0,352.2460460662842,352.2634506225586,0.08222561796562339,0.08362942213914094,0.0351313693532449
1777880377.6506565,0.2992703700182374,-0.10668620392393457,0.5227679152861403,0,314.9833679199219,314.9993419647217,0.0026123318524566286,0.024677637964039136,0.01760609241502667
1777880378.0109444,0.27001185141689815,-0.11115183417480573,0.5256985475514748,1,359.53450202941895,359.80820655822754,-0.029258518601339267,-0.004465630250871155,0.002930632265334465
1777880378.3273973,0.2992703700182374,-0.10668620392393457,0.5227679152861403,0,315.582275390625,315.5977725982666,-0.02625062724950339,-0.03995223859414526,-0.004510415815770774
1777880378.6773674,0.2992703700182374,-0.10668620392393457,0.5227679152861403,0,346.1744785308838,346.1875915527344,0.03631077217889225,-0.05845124871211729,0.01031338410259569
1777880378.962586,0.2992703700182374,-0.10668620392393457,0.5227679152861403,0,282.7434539794922,282.7587127685547,0.11574300419258482,-0.027247830155969127,0.04191190200332852
1777880379.229963,0.2992703700182374,-0.10668620392393457,0.5227679152861403,0,257.2147846221924,257.2307586669922,0.1125599345015883,0.03961607747604312,0.056500332351387766
1777880379.4973533,0.2992703700182374,-0.10668620392393457,0.5227679152861403,0,243.10588836669922,243.12114715576172,0.07676092326398115,0.08397701155132513,0.05123542235465986
1777880380.0763159,0.26779840388721793,-0.09584812411023276,0.5254612607222322,1,528.3265113830566,528.5747051239014,-0.03147196613101949,0.010838079813701815,0.002693345436091954
1777880380.4536633,0.22986039476829903,-0.12007288441237603,0.5218814138323539,1,373.91018867492676,374.1323947906494,-0.039786881244532085,-0.0025059050725728532,-0.0034161514323547693
1777880380.8012426,0.24190177814452518,-0.18274916541564923,0.5142978492843098,1,343.6729907989502,343.9338207244873,-0.02528189354014132,-0.08345174655550441,-0.010999081194185523
1777880381.169816,0.3,-0.18011196213969177,0.531791021063565,1,367.77615547180176,368.04962158203125,0.043439376598241014,-0.08081454327954693,0.0064940905850697506
1777880381.5264738,0.241198681499662,-0.1863593684058692,0.5142632734222359,0,353.09648513793945,353.11007499694824,0.10398669922750459,-0.014356284696052046,0.040083623584700245
1777880381.857339,0.2992359523397302,-0.1840194481247105,0.531024894993858,0,329.3464183807373,329.3592929840088,0.0730390388456626,0.09343245971775113,0.04138468047758681
1777880382.2125812,0.3,-0.1159307259721032,0.549840690462199,1,352.50186920166016,352.7498245239258,0.009342694516757233,0.06808872215260729,0.018815795468341
1777880382.594626,0.25402195703189484,-0.17449994065676347,0.5320704158029319,1,379.11272048950195,379.5640468597412,-0.045213995307835375,0.009519507467947025,0.001045520809073941
1777880383.0174658,0.23494829227683517,-0.2544774325878686,0.5136631777824234,1,417.76537895202637,418.20573806762695,-0.06428766006289505,-0.0704579844631581,-0.017361717211434535
1777880383.309046,0.3005921688844702,-0.12217479553071875,0.5492861848101509,0,288.34033012390137,288.3570194244385,0.0743567677301088,-0.08026934787952122,0.016497630387391743
1777880383.6830585,0.3005921688844702,-0.12217479553071875,0.5492861848101509,0,373.59094619750977,373.60453605651855,0.09065229393758473,-0.07107973422946381,0.023997821406922193
1777880384.053967,0.3,-0.12269397361750442,0.5886445207798758,1,370.2845573425293,370.5594539642334,0.1082932511680082,0.05543044176769837,0.055679541847419384
1777880384.4819775,0.27682499124631404,-0.18252258295894874,0.5489349071502956,1,426.86009407043457,427.1202087402344,0.043378783613505306,0.07561776676706157,0.03435733640813905
1777880384.880107,0.18433449334293758,-0.28254234329458716,0.5087347708257178,1,397.0067501068115,397.2504138946533,-0.049111714289871156,-0.02440199356857689,-0.005842799916438657
1777880385.2570455,0.26876419432753756,-0.25536797716575677,0.552332621934074,1,374.3729591369629,374.6168613433838,-0.023360987534493505,-0.0986794564138048,-0.015654334928288022
1777880385.6156318,0.277540023845228,-0.1878802322896992,0.5514725188614749,0,354.8424243927002,354.8564910888672,0.08875328444378017,-0.07349293507226842,0.026523394540237694
1777880385.9779942,0.3,-0.2686909459276366,0.5685005411395128,1,361.70196533203125,361.9520664215088,0.12091478534720024,0.01761544254155241,0.05716370394591981
1777880386.2647965,0.26652235729078494,-0.25971411618369633,0.5544353263627473,0,286.27824783325195,286.29374504089355,0.08632766106592593,0.0755370879941775,0.051183322974242274
