t,x,y,z,success,ik_ms,total_ms,dx,dy,dz
1777891856.338181,0.22288878158606895,-0.16803176461442298,0.48999620309259745,1,16.768932342529297,16.985177993774414,0.006888781587526094,-0.014532572716380615,0.011995859646436124
1777891856.391738,0.22816493905419347,-0.1738319681180766,0.49500783407081617,1,20.295381546020508,20.5078125,0.012164939055650609,-0.020332776220034238,0.017007490624654842
1777891856.4385545,0.23102299000493481,-0.17720377642547866,0.49792849855143,1,17.191648483276367,17.45438575744629,0.015022990006391956,-0.02370458452743629,0.019928155105268686
1777891856.4996748,0.23416783703254157,-0.18064827389403243,0.5007659596101601,1,28.252124786376953,28.45931053161621,0.018167837033998713,-0.02714908199599006,0.022765616163998748
1777891856.5368333,0.23713505056974804,-0.18405165659092995,0.5040171279832305,1,15.364646911621094,15.592336654663086,0.021135050571205183,-0.030552464692887582,0.026016784537069182
1777891856.899211,0.29266111781485366,-0.232346791923207,0.5643706789677934,1,26.710987091064453,27.063369750976562,0.05558238794054149,-0.04819095715258914,0.06039679285902738
1777891856.94672,0.29737900441852516,-0.23019094729050077,0.5675716539801987,1,24.55425262451172,24.755001068115234,0.060300274544212995,-0.046035112519882904,0.06359776787143273
1777891857.000406,0.3,-0.2224686567118986,0.5735178369582687,1,27.652978897094727,27.864933013916016,0.06928982657838015,-0.038312821941280745,0.06954395084950266
1777891857.041301,0.3,-0.21746400662543586,0.5760958941565228,1,18.48006248474121,18.703937530517578,0.07299846644248126,-0.03330817185481799,0.07212200804775679
1777891857.098409,0.3,-0.21186071890489702,0.5784024542913003,1,25.536060333251953,25.735855102539062,0.07628783857537955,-0.027704884134279156,0.0744285681825343
1777891857.1453419,0.3,-0.20559918226391716,0.5806341763095508,1,22.416114807128906,22.599220275878906,0.07940409050314318,-0.021443347493299292,0.07666029020078484
1777891857.188801,0.3,-0.19266876587330742,0.5845331258213307,1,15.151023864746094,15.826702117919922,0.0848445055378736,-0.008512931102689553,0.08055923971256465
1777891857.2425628,0.3,-0.18665666397827352,0.5859535024052752,1,19.269704818725586,19.5162296295166,0.08671656484283713,-0.0025008292076556526,0.0819796162965092
1777891857.306181,0.3,-0.18039642594909083,0.5870187184379203,1,32.77230262756348,33.037662506103516,0.08771263865637247,0.0037594088215270327,0.08304483232915429
1777891857.354498,0.3,-0.1744894354757543,0.5876342247369373,1,30.97367286682129,31.223773956298828,0.08821095366779513,0.00966639929486357,0.08366033862817121
1777891857.396714,0.3,-0.16433278224854653,0.5876779157452607,1,22.632837295532227,22.84693717956543,0.08834057911908508,0.01982305252207134,0.08370402963649475
1777891857.4496167,0.3,-0.1594042500494423,0.5869172947572856,1,25.390625,25.56920051574707,0.08785299661890608,0.024751584721175557,0.08294340864851961
1777891857.4917002,0.3,-0.15526163161969395,0.5858398087300011,1,17.37213134765625,17.574787139892578,0.0868149409983307,0.02889420315092392,0.08186592262123507
1777891857.5554886,0.3,-0.15148905090817752,0.5843689324648393,1,30.945539474487305,31.299352645874023,0.08510693075514542,0.032666783862440346,0.08039504635607332
1777891857.596458,0.3,-0.1451666088762727,0.5804901212868894,1,21.708011627197266,21.918296813964844,0.08007758111597979,0.038989225894345184,0.07651623517812328
1777891857.6415029,0.3,-0.14232876010443687,0.5779645424912754,1,16.684293746948242,16.92056655883789,0.07613028124036691,0.04182707466618099,0.07399065638250932
1777891857.6970818,0.3,-0.1401195725131572,0.5753945114463478,1,22.162437438964844,22.347688674926758,0.07187446012857873,0.04403626225746066,0.07142062533758176
1777891857.7541275,0.3,-0.138482083430371,0.5730037679764437,1,29.088497161865234,29.314517974853516,0.06785102724359726,0.04567375134024687,0.0690298818676777
1777891857.7937367,0.2955313519688086,-0.1364181919061243,0.56829992902897,1,18.61095428466797,18.855571746826172,0.05845262209449642,0.04773764286449356,0.06432604292020395
