x,y,z,success,ompl_ms,planned_duration_ms,motion_ms,total_ms,n_waypoints,joint_path_len
0.2530,-0.1512,0.4322,1,4.53,0.00,122.85,127.37,0,0.0015
0.2530,-0.1511,0.4322,1,3.88,0.00,125.09,128.96,0,0.0025
0.0730,-0.2042,0.4322,1,5.31,0.00,1723.16,1728.46,0,2.4954
0.0730,-0.2042,0.4322,1,3.14,0.00,165.63,168.77,0,0.0000
0.0730,-0.2042,0.4322,1,4.04,0.00,163.84,167.87,0,0.0000
0.0730,-0.2042,0.4322,1,3.68,0.00,190.26,193.95,0,0.0000
0.0730,-0.2042,0.4322,1,3.31,0.00,170.40,173.71,0,0.0000
0.0730,-0.2042,0.4322,1,3.36,0.00,165.20,168.56,0,0.0000
0.0730,-0.2042,0.4322,1,3.74,0.00,164.70,168.44,0,0.0000
0.0730,-0.2042,0.4322,1,3.98,0.00,163.60,167.58,0,0.0000
0.0730,-0.2042,0.4322,1,3.84,0.00,164.53,168.37,0,0.0000
0.0730,-0.2042,0.4322,1,3.74,0.00,164.20,167.94,0,0.0000
0.0730,-0.2042,0.4322,1,4.00,0.00,165.08,169.08,0,0.0000
0.2530,-0.1517,0.4322,1,5.47,0.00,1742.93,1748.40,0,2.4449
