x,y,z,success,elapsed_ms
0.0000,-0.4500,0.5000,0,7.679
0.0000,-0.4000,0.5000,0,8.044
-0.0500,-0.3500,0.5000,0,10.669
-0.0500,-0.3000,0.5000,0,7.374
0.0000,-0.3500,0.5000,0,7.169
-0.0500,-0.2500,0.5000,0,8.184
0.0500,-0.5000,0.5000,0,6.338
0.0500,-0.4500,0.5000,0,7.552
0.0500,-0.4000,0.5000,0,7.939
0.1000,-0.5000,0.5000,0,8.776
0.1000,-0.4500,0.5000,0,6.749
0.1000,-0.4000,0.5000,0,8.717
0.0500,-0.3500,0.5000,0,6.966
0.0500,-0.3000,0.5000,0,9.189
0.1000,-0.3500,0.5000,1,1.339
0.1000,-0.3000,0.5000,1,2.209
0.1000,-0.2500,0.5000,1,1.289
0.1500,-0.5000,0.5000,0,9.963
0.1500,-0.4000,0.5000,1,1.196
0.2000,-0.4500,0.5000,0,8.188
0.2000,-0.4000,0.5000,0,7.835
0.1500,-0.3500,0.5000,1,1.155
0.1500,-0.3000,0.5000,1,1.207
0.2000,-0.3500,0.5000,1,1.132
0.2000,-0.3000,0.5000,1,1.114
0.1500,-0.2500,0.5000,1,1.110
0.1500,-0.2000,0.5000,1,1.579
0.2000,-0.2500,0.5000,1,1.967
0.2000,-0.2000,0.5000,1,1.334
0.1500,-0.1500,0.5000,1,1.142
0.1500,-0.1000,0.5000,1,1.287
0.2000,-0.1500,0.5000,1,1.331
0.2000,-0.1000,0.5000,1,1.162
0.2500,-0.3500,0.5000,0,7.708
0.2500,-0.3000,0.5000,1,1.128
0.3000,-0.3000,0.5000,0,6.013
0.2500,-0.2500,0.5000,1,1.132
0.2500,-0.2000,0.5000,1,1.110
0.3000,-0.2500,0.5000,0,7.701
0.3000,-0.2000,0.5000,1,1.225
0.2500,-0.1500,0.5000,1,1.291
0.2500,-0.1000,0.5000,1,1.227
0.3000,-0.1500,0.5000,1,1.886
0.3000,-0.1000,0.5000,1,1.293
0.2000,-0.0500,0.5000,1,1.127
0.2000,0.0000,0.5000,1,1.108
0.2500,-0.0500,0.5000,1,1.203
0.2500,0.0000,0.5000,1,1.389
0.3500,-0.3000,0.5000,0,6.707
0.3500,-0.2500,0.5000,0,6.541
0.3500,-0.2000,0.5000,0,8.943
0.3500,-0.1500,0.5000,0,11.310
0.3500,-0.1000,0.5000,0,6.545
0.3500,-0.0500,0.5000,0,6.544
-0.3500,-0.3500,0.5500,0,10.728
-0.3500,-0.3000,0.5500,0,9.196
-0.3000,-0.4000,0.5500,0,6.001
-0.3000,-0.3500,0.5500,0,6.505
-0.3000,-0.3000,0.5500,0,10.397
-0.4000,-0.2000,0.5500,0,7.681
-0.3500,-0.2500,0.5500,0,8.465
-0.3500,-0.2000,0.5500,0,8.060
-0.3000,-0.2500,0.5500,0,9.272
-0.3000,-0.2000,0.5500,0,11.279
-0.4000,-0.1500,0.5500,0,8.477
-0.3500,-0.1500,0.5500,0,7.479
-0.3500,-0.1000,0.5500,0,12.748
-0.3000,-0.1500,0.5500,0,7.251
-0.3000,-0.1000,0.5500,0,10.348
-0.3500,-0.0500,0.5500,0,12.705
-0.3500,0.0000,0.5500,0,6.844
-0.3000,-0.0500,0.5500,0,10.777
-0.3000,0.0000,0.5500,0,6.728
-0.2500,-0.4500,0.5500,0,6.448
-0.2500,-0.4000,0.5500,0,8.716
-0.2000,-0.5000,0.5500,0,8.506
-0.2000,-0.4500,0.5500,0,7.309
-0.2000,-0.4000,0.5500,0,9.672
-0.2500,-0.3500,0.5500,0,6.645
-0.2000,-0.3500,0.5500,0,8.947
-0.2000,-0.3000,0.5500,0,7.451
-0.2500,-0.2500,0.5500,0,5.907
-0.2500,-0.2000,0.5500,0,9.725
-0.2000,-0.2500,0.5500,0,9.874
-0.2000,-0.2000,0.5500,0,9.130
-0.2500,-0.1500,0.5500,0,12.024
-0.2500,-0.1000,0.5500,0,8.401
-0.2000,-0.1500,0.5500,0,8.384
-0.2000,-0.1000,0.5500,0,8.110
-0.2500,-0.0500,0.5500,0,6.591
-0.2500,0.0000,0.5500,0,6.146
-0.2000,-0.0500,0.5500,0,7.009
-0.2000,0.0000,0.5500,0,6.667
-0.2500,0.0500,0.5500,0,6.354
-0.2000,0.0500,0.5500,0,8.731
-0.1500,-0.5000,0.5500,0,7.740
-0.1500,-0.4500,0.5500,0,8.271
-0.1500,-0.4000,0.5500,0,6.620
-0.1000,-0.5000,0.5500,0,10.352
-0.1000,-0.4500,0.5500,0,8.276
-0.1000,-0.4000,0.5500,0,6.665
-0.1500,-0.3500,0.5500,0,8.360
-0.1500,-0.3000,0.5500,0,7.615
-0.1000,-0.3500,0.5500,0,7.857
-0.1000,-0.3000,0.5500,0,7.937
-0.1500,-0.2500,0.5500,0,6.102
-0.1500,-0.2000,0.5500,0,6.375
-0.1000,-0.2500,0.5500,0,6.265
-0.1500,-0.1500,0.5500,0,7.878
