x,y,z,success,elapsed_ms
0.3000,-0.3000,0.5000,1,8.431
0.2500,-0.2500,0.5000,1,3.292
0.2500,-0.2000,0.5000,0,10.675
0.3000,-0.2500,0.5000,1,6.344
0.3000,-0.2000,0.5000,0,8.136
0.2500,-0.1500,0.5000,1,7.237
0.2500,-0.1000,0.5000,0,6.861
0.3000,-0.1500,0.5000,1,2.206
0.3000,-0.1000,0.5000,1,2.510
0.2000,-0.0500,0.5000,0,10.747
0.2000,0.0000,0.5000,0,8.040
0.2500,-0.0500,0.5000,0,7.759
0.2500,0.0000,0.5000,0,9.207
0.3500,-0.3000,0.5000,1,1.233
0.3500,-0.2500,0.5000,1,4.543
0.3500,-0.2000,0.5000,0,10.215
0.3500,-0.1500,0.5000,1,2.757
0.3500,-0.1000,0.5000,0,10.052
0.3500,-0.0500,0.5000,0,7.500
-0.3500,-0.3500,0.5500,0,7.439
-0.3500,-0.3000,0.5500,0,7.509
-0.3000,-0.4000,0.5500,0,7.025
-0.3000,-0.3500,0.5500,0,8.469
-0.3000,-0.3000,0.5500,0,7.523
-0.4000,-0.2000,0.5500,0,6.128
-0.3500,-0.2500,0.5500,0,8.732
-0.3500,-0.2000,0.5500,0,5.844
-0.3000,-0.2500,0.5500,0,6.939
-0.3000,-0.2000,0.5500,0,6.947
-0.4000,-0.1500,0.5500,0,6.945
-0.3500,-0.1500,0.5500,0,8.806
-0.3500,-0.1000,0.5500,0,6.557
-0.3000,-0.1500,0.5500,0,6.345
-0.3000,-0.1000,0.5500,0,6.584
-0.3500,-0.0500,0.5500,0,11.424
-0.3500,0.0000,0.5500,0,7.951
-0.3000,-0.0500,0.5500,0,6.598
-0.3000,0.0000,0.5500,0,6.636
-0.2500,-0.4500,0.5500,0,7.042
-0.2500,-0.4000,0.5500,0,6.898
-0.2000,-0.5000,0.5500,0,7.930
-0.2000,-0.4500,0.5500,0,6.305
-0.2000,-0.4000,0.5500,0,6.361
-0.2500,-0.3500,0.5500,0,22.108
-0.2000,-0.3500,0.5500,0,9.659
-0.2000,-0.3000,0.5500,0,6.644
-0.2500,-0.2500,0.5500,0,7.811
-0.2500,-0.2000,0.5500,0,39.630
-0.2000,-0.2500,0.5500,0,17.969
-0.2000,-0.2000,0.5500,0,54.569
-0.2500,-0.1500,0.5500,0,6.537
-0.2500,-0.1000,0.5500,0,6.163
-0.2000,-0.1500,0.5500,0,12.577
-0.2000,-0.1000,0.5500,0,8.849
-0.2500,-0.0500,0.5500,0,7.763
-0.2500,0.0000,0.5500,0,7.009
-0.2000,-0.0500,0.5500,0,6.188
-0.2000,0.0000,0.5500,0,10.156
-0.2500,0.0500,0.5500,0,9.187
-0.2000,0.0500,0.5500,0,7.012
-0.1500,-0.5000,0.5500,0,6.643
-0.1500,-0.4500,0.5500,0,8.968
-0.1500,-0.4000,0.5500,0,7.237
-0.1000,-0.5000,0.5500,0,5.939
-0.1000,-0.4500,0.5500,0,9.677
-0.1000,-0.4000,0.5500,0,8.805
-0.1500,-0.3500,0.5500,0,6.977
-0.1500,-0.3000,0.5500,0,6.645
-0.1000,-0.3500,0.5500,0,8.092
-0.1000,-0.3000,0.5500,0,10.319
-0.1500,-0.2500,0.5500,0,8.101
-0.1500,-0.2000,0.5500,0,6.341
-0.1000,-0.2500,0.5500,0,6.845
-0.1500,-0.1500,0.5500,0,6.702
-0.1500,-0.1000,0.5500,0,9.888
-0.1000,-0.1500,0.5500,0,9.347
-0.1000,-0.1000,0.5500,0,8.872
-0.1500,-0.0500,0.5500,0,6.729
-0.1500,0.0000,0.5500,0,6.798
-0.1000,-0.0500,0.5500,0,8.238
-0.1500,0.0500,0.5500,0,6.979
-0.1500,0.1000,0.5500,0,12.100
-0.0500,-0.5000,0.5500,0,8.084
-0.0500,-0.4500,0.5500,0,9.677
-0.0500,-0.4000,0.5500,0,9.818
0.0000,-0.5000,0.5500,0,10.864
0.0000,-0.4500,0.5500,0,8.910
0.0000,-0.4000,0.5500,0,9.791
-0.0500,-0.3500,0.5500,0,11.471
-0.0500,-0.3000,0.5500,0,7.859
0.0000,-0.3500,0.5500,0,8.374
0.0000,-0.3000,0.5500,0,10.528
-0.0500,-0.2500,0.5500,0,9.611
0.0500,-0.5000,0.5500,0,6.563
0.0500,-0.4500,0.5500,1,6.226
0.0500,-0.4000,0.5500,1,4.519
0.1000,-0.5000,0.5500,1,2.075
0.1000,-0.4500,0.5500,1,2.666
0.1000,-0.4000,0.5500,1,3.508
0.0500,-0.3500,0.5500,1,1.416
0.0500,-0.3000,0.5500,1,5.605
0.1000,-0.3500,0.5500,1,2.768
0.1000,-0.3000,0.5500,1,5.203
0.1500,-0.5000,0.5500,1,5.380
0.1500,-0.4500,0.5500,1,2.408
0.1500,-0.4000,0.5500,1,2.277
0.2000,-0.5000,0.5500,1,2.464
0.2000,-0.4500,0.5500,0,9.020
0.2000,-0.4000,0.5500,1,3.348
0.1500,-0.3500,0.5500,1,5.463
0.1500,-0.3000,0.5500,0,6.405
0.2000,-0.3500,0.5500,0,12.034
0.2000,-0.3000,0.5500,1,6.385
0.1000,-0.2500,0.5500,0,9.200
0.1500,-0.2500,0.5500,1,5.276
0.1500,-0.2000,0.5500,1,6.801
0.2000,-0.2500,0.5500,1,3.361
0.2000,-0.2000,0.5500,0,11.088
0.1000,-0.1500,0.5500,0,8.777
0.1500,-0.1500,0.5500,0,9.513
0.1500,-0.1000,0.5500,0,8.262
0.2000,-0.1500,0.5500,0,9.684
0.2000,-0.1000,0.5500,0,7.809
0.2500,-0.4000,0.5500,1,2.873
0.3000,-0.4000,0.5500,1,3.261
0.2500,-0.3500,0.5500,1,5.805
0.2500,-0.3000,0.5500,0,8.716
0.3000,-0.3500,0.5500,1,3.941
0.3000,-0.3000,0.5500,1,4.318
0.2500,-0.2500,0.5500,1,3.506
0.2500,-0.2000,0.5500,1,3.531
0.3000,-0.2500,0.5500,1,4.447
0.3000,-0.2000,0.5500,1,3.434
0.2500,-0.1500,0.5500,1,6.003
0.2500,-0.1000,0.5500,1,2.253
0.3000,-0.1500,0.5500,0,11.164
0.3000,-0.1000,0.5500,0,7.024
0.2000,-0.0500,0.5500,0,10.271
0.2000,0.0000,0.5500,0,11.861
0.2500,-0.0500,0.5500,1,2.409
0.2500,0.0000,0.5500,0,10.032
0.3000,-0.0500,0.5500,0,6.602
0.3000,0.0000,0.5500,0,8.848
0.3500,-0.3500,0.5500,1,4.518
0.3500,-0.2500,0.5500,0,11.981
0.3500,-0.2000,0.5500,0,8.007
0.4000,-0.2000,0.5500,1,3.749
0.3500,-0.1500,0.5500,1,3.410
0.3500,-0.1000,0.5500,1,5.842
0.4000,-0.1500,0.5500,1,2.510
0.4000,-0.1000,0.5500,1,5.773
0.3500,-0.0500,0.5500,0,8.230
-0.3500,-0.3500,0.6000,0,7.407
-0.3500,-0.3000,0.6000,0,7.557
-0.3000,-0.4000,0.6000,0,6.508
-0.3000,-0.3500,0.6000,0,6.894
-0.3000,-0.3000,0.6000,0,7.808
-0.4000,-0.2500,0.6000,0,6.014
-0.4000,-0.2000,0.6000,0,7.800
-0.3500,-0.2500,0.6000,0,8.020
-0.3500,-0.2000,0.6000,0,19.882
-0.3000,-0.2500,0.6000,0,11.001
-0.3000,-0.2000,0.6000,0,9.469
-0.4000,-0.1500,0.6000,0,7.233
-0.4000,-0.1000,0.6000,0,6.504
-0.3500,-0.1500,0.6000,0,6.397
-0.3500,-0.1000,0.6000,0,6.881
-0.3000,-0.1500,0.6000,0,6.803
-0.3000,-0.1000,0.6000,0,6.382
-0.4000,-0.0500,0.6000,0,8.228
-0.3500,-0.0500,0.6000,0,6.052
-0.3500,0.0000,0.6000,0,6.936
-0.3000,-0.0500,0.6000,0,6.683
-0.3000,0.0000,0.6000,0,8.312
-0.3000,-0.4500,0.6000,0,6.906
-0.2500,-0.4500,0.6000,0,7.556
-0.2500,-0.4000,0.6000,0,8.918
-0.2000,-0.5000,0.6000,0,15.083
-0.2000,-0.4500,0.6000,0,6.464
-0.2000,-0.4000,0.6000,0,6.749
-0.2500,-0.3500,0.6000,0,8.206
-0.2500,-0.3000,0.6000,0,7.770
-0.2000,-0.3500,0.6000,0,6.661
-0.2000,-0.3000,0.6000,0,9.311
-0.2500,-0.2500,0.6000,0,7.917
-0.2500,-0.2000,0.6000,0,6.620
-0.2000,-0.2500,0.6000,0,8.735
-0.2000,-0.2000,0.6000,0,7.297
-0.2500,-0.1500,0.6000,0,7.365
-0.2500,-0.1000,0.6000,0,6.746
-0.2000,-0.1500,0.6000,0,7.387
-0.2000,-0.1000,0.6000,0,7.314
-0.2500,-0.0500,0.6000,0,7.060
-0.2500,0.0000,0.6000,0,6.447
-0.2000,-0.0500,0.6000,0,9.301
-0.2000,0.0000,0.6000,0,9.688
-0.2000,0.0500,0.6000,0,10.094
-0.1500,-0.5000,0.6000,0,8.723
-0.1000,-0.5000,0.6000,0,9.287
-0.1500,-0.4500,0.6000,0,6.386
-0.1500,-0.4000,0.6000,0,6.451
-0.1000,-0.4500,0.6000,0,7.987
-0.1000,-0.4000,0.6000,0,7.934
-0.1500,-0.3500,0.6000,0,9.955
-0.1500,-0.3000,0.6000,0,12.159
-0.1000,-0.3500,0.6000,0,7.269
-0.1000,-0.3000,0.6000,0,8.495
-0.1500,-0.2500,0.6000,0,7.975
-0.1500,-0.2000,0.6000,0,8.211
-0.1000,-0.2500,0.6000,0,6.359
-0.1500,-0.1500,0.6000,0,6.500
-0.1500,-0.1000,0.6000,0,6.316
-0.1000,-0.1000,0.6000,0,8.838
-0.1500,-0.0500,0.6000,0,6.131
-0.1500,0.0000,0.6000,0,10.238
-0.1000,-0.0500,0.6000,0,7.268
-0.1500,0.0500,0.6000,0,6.787
-0.0500,-0.5500,0.6000,0,7.432
-0.0500,-0.5000,0.6000,0,7.426
0.0000,-0.5500,0.6000,0,7.203
0.0000,-0.5000,0.6000,0,10.099
-0.0500,-0.4500,0.6000,0,8.875
-0.0500,-0.4000,0.6000,0,8.515
0.0000,-0.4500,0.6000,0,9.925
0.0000,-0.4000,0.6000,0,8.638
-0.0500,-0.3500,0.6000,0,10.311
-0.0500,-0.3000,0.6000,0,9.287
0.0000,-0.3500,0.6000,0,8.718
0.0000,-0.3000,0.6000,0,9.663
0.0500,-0.5000,0.6000,1,1.964
0.0500,-0.4500,0.6000,0,9.805
0.0500,-0.4000,0.6000,1,3.953
0.1000,-0.5000,0.6000,0,5.994
0.1000,-0.4500,0.6000,1,5.120
0.1000,-0.4000,0.6000,0,8.780
