t,x,y,z,success,ik_ms,total_ms,dx,dy,dz
1777894475.4856994,0.22288878158606895,-0.16803176461442298,0.48999620309259745,1,16.203641891479492,16.403675079345703,0.006888781587526094,-0.014532572716380615,0.011995859646436124
1777894475.5450463,0.22816493905419347,-0.1738319681180766,0.49500783407081617,1,26.89218521118164,27.211904525756836,0.012164939055650609,-0.020332776220034238,0.017007490624654842
1777894475.594177,0.23102299000493481,-0.17720377642547866,0.49792849855143,1,25.52032470703125,25.722026824951172,0.015022990006391956,-0.02370458452743629,0.019928155105268686
1777894475.6495318,0.23416783703254157,-0.18064827389403243,0.5007659596101601,1,30.310869216918945,30.528783798217773,0.018167837033998713,-0.02714908199599006,0.022765616163998748
1777894475.6938436,0.23713505056974804,-0.18405165659092995,0.5040171279832305,1,21.645545959472656,21.8505859375,0.021135050571205183,-0.030552464692887582,0.026016784537069182
1777894475.7465885,0.2428275471044809,-0.19047104821703056,0.5114312027548151,1,25.11119842529297,25.326013565063477,0.026827547105938043,-0.036971856318988194,0.03343085930865386
1777894475.7936652,0.24635624856661156,-0.19412530208361264,0.5159951422701888,1,22.10211753845215,22.31764793395996,0.030356248568068706,-0.040626110185570274,0.03799479882402754
1777894475.841699,0.2501170460766778,-0.1974335494572592,0.5203212619481415,1,20.11704444885254,20.29728889465332,0.03411704607813493,-0.04393435755921682,0.04232091850198022
1777894475.886185,0.25812954093148255,-0.20189896324243936,0.5281391721517037,1,13.62919807434082,13.840913772583008,0.04212954093293966,-0.04839977134439699,0.050138828705542426
1777894475.9399283,0.2624724664497707,-0.20279623200401378,0.5316107776625119,1,17.27771759033203,17.493009567260742,0.04647246645122782,-0.04929704010597141,0.05361043421635048
1777894476.0032244,0.2670016875319242,-0.20283593761338928,0.535091699452945,1,30.17115592956543,30.574798583984375,0.051001687533381385,-0.04933674571534691,0.057091356006783694
1777894476.0484736,0.27158238793908435,-0.2016901490506315,0.5383971363051887,1,25.594234466552734,25.775909423828125,0.05558238794054149,-0.04819095715258914,0.06039679285902738
1777894476.0868723,0.28094264941918135,-0.1961739741525849,0.5446144565391747,1,13.117313385009766,13.337135314941406,0.06494264942063849,-0.04267478225454252,0.0666141130930134
1777894476.137607,0.28528982657692303,-0.19181201383932311,0.547544294295664,1,13.755083084106445,13.988971710205078,0.06928982657838015,-0.038312821941280745,0.06954395084950266
1777894476.2124093,0.2889984664410241,-0.18680736375286036,0.5501223514939181,1,38.51509094238281,38.76686096191406,0.07299846644248126,-0.03330817185481799,0.07212200804775679
1777894476.2458043,0.2922878385739224,-0.18120407603232153,0.5524289116286956,1,21.891117095947266,22.09615707397461,0.07628783857537955,-0.027704884134279156,0.0744285681825343
1777894476.2981348,0.29824481336622716,-0.16831769786856235,0.5567390168059047,1,24.101734161376953,24.362564086914062,0.0822448133676843,-0.01481850597051998,0.07873867335974333
1777894476.3399365,0.3,-0.16201212300073192,0.558559583158726,1,15.913963317871094,16.092300415039062,0.0848445055378736,-0.008512931102689553,0.08055923971256465
1777894476.4023035,0.3,-0.15600002110569802,0.5599799597426706,1,28.130769729614258,28.336763381958008,0.08671656484283713,-0.0025008292076556526,0.0819796162965092
1777894476.4495914,0.3,-0.14973978307651534,0.5610451757753157,1,25.319576263427734,25.55084228515625,0.08771263865637247,0.0037594088215270327,0.08304483232915429
