t,x,y,z,success,ik_ms,total_ms,dx,dy,dz
1777894546.1383374,0.2254109901561677,-0.1707102626581448,0.4923437140766595,1,11.936664581298828,12.157440185546875,0.009410990157624838,-0.01721107076010242,0.014343370630498176
1777894546.1958623,0.22816493905419347,-0.1738319681180766,0.49500783407081617,1,19.667863845825195,19.933700561523438,0.012164939055650609,-0.020332776220034238,0.017007490624654842
1777894546.2422736,0.23102299000493481,-0.17720377642547866,0.49792849855143,1,16.040802001953125,16.251564025878906,0.015022990006391956,-0.02370458452743629,0.019928155105268686
1777894546.2917297,0.23416783703254157,-0.18064827389403243,0.5007659596101601,1,15.427112579345703,15.65408706665039,0.018167837033998713,-0.02714908199599006,0.022765616163998748
1777894546.348572,0.23981414834441583,-0.1871742670949374,0.5074727705512279,1,22.092819213867188,22.433996200561523,0.023814148345872976,-0.03367507519689503,0.029472427105066534
1777894546.384217,0.2428275471044809,-0.19047104821703056,0.5114312027548151,1,7.8296661376953125,8.025169372558594,0.026827547105938043,-0.036971856318988194,0.03343085930865386
1777894546.4417248,0.24635624856661156,-0.19412530208361264,0.5159951422701888,1,15.231609344482422,15.446186065673828,0.030356248568068706,-0.040626110185570274,0.03799479882402754
1777894546.4953291,0.2501170460766778,-0.1974335494572592,0.5203212619481415,1,18.600940704345703,18.934249877929688,0.03411704607813493,-0.04393435755921682,0.04232091850198022
1777894546.546081,0.25812954093148255,-0.20189896324243936,0.5281391721517037,1,19.32072639465332,19.612789154052734,0.04212954093293966,-0.04839977134439699,0.050138828705542426
1777894546.5945737,0.2624724664497707,-0.20279623200401378,0.5316107776625119,1,17.70949363708496,17.964839935302734,0.04647246645122782,-0.04929704010597141,0.05361043421635048
1777894546.6483414,0.2670016875319242,-0.20283593761338928,0.535091699452945,1,21.426916122436523,21.654367446899414,0.051001687533381385,-0.04933674571534691,0.057091356006783694
1777894546.6943038,0.27158238793908435,-0.2016901490506315,0.5383971363051887,1,16.846656799316406,17.05312728881836,0.05558238794054149,-0.04819095715258914,0.06039679285902738
1777894546.741102,0.28094264941918135,-0.1961739741525849,0.5446144565391747,1,13.411521911621094,13.643026351928711,0.06494264942063849,-0.04267478225454252,0.0666141130930134
1777894546.7962675,0.28528982657692303,-0.19181201383932311,0.547544294295664,1,18.03302764892578,18.27859878540039,0.06928982657838015,-0.038312821941280745,0.06954395084950266
