t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1777980380.875679,0.154223,-0.209731,0.567146,1,1.6696,1.8721,0.001851,-0.020178,0.001604,0.0014,1.1439,0.5243,1,0.52428,1.208,1.208,116232,0
1777980380.896219,0.155689,-0.213517,0.568456,1,0.3498,0.5263,0.003317,-0.023964,0.002913,0.0005,0.1071,0.2421,1,0.24214,1.3955,1.3955,116268,0
1777980380.936415,0.157426,-0.217581,0.570089,1,0.4452,0.6355,0.005054,-0.028028,0.004546,0.0007,0.1483,0.2962,1,0.2962,1.9019,1.9019,116272,0
1777980380.976708,0.159267,-0.221629,0.571836,1,0.4751,0.8089,0.006895,-0.032076,0.006294,0.0008,0.1567,0.3176,1,0.31757,2.4686,2.4686,116280,0
1777980381.016912,0.161226,-0.225596,0.573998,1,0.6029,0.7928,0.008854,-0.036043,0.008455,0.0007,0.1669,0.4353,2,0.21764,0.465,0.465,116288,0
1777980381.057128,0.163416,-0.229444,0.575974,1,0.6041,0.792,0.011044,-0.039891,0.010431,0.0008,0.1654,0.4379,2,0.21894,0.4663,0.4663,116292,0
1777980381.097409,0.165988,-0.233194,0.57775,1,0.538,0.7297,0.013616,-0.043641,0.012207,0.0008,0.143,0.3942,2,0.19708,0.4651,0.4651,116292,0
1777980381.137657,0.168757,-0.236515,0.579574,1,0.5026,0.677,0.016386,-0.046962,0.014031,0.0006,0.1303,0.3718,2,0.18588,0.4622,0.4622,116292,0
1777980381.177919,0.171247,-0.239092,0.581219,1,0.6231,0.8232,0.018875,-0.049538,0.015676,0.0017,0.167,0.4544,2,0.22722,0.4593,0.4593,116304,0
1777980381.21838,0.174277,-0.241419,0.583114,1,0.5642,0.7562,0.021905,-0.051866,0.017571,0.0011,0.1556,0.4075,2,0.20377,0.4546,0.4546,116304,0
1777980381.258729,0.177953,-0.243799,0.584879,1,0.5745,0.7586,0.025581,-0.054246,0.019336,0.0011,0.1736,0.3998,2,0.19991,0.4456,0.4456,116304,0
1777980381.298926,0.1817,-0.245836,0.586313,1,0.5516,0.7517,0.029328,-0.056283,0.020771,0.0009,0.1506,0.4,2,0.2,0.4372,0.4372,116308,0
1777980381.339107,0.18541,-0.247237,0.588894,1,0.5388,0.7033,0.033038,-0.057684,0.023351,0.0009,0.1424,0.3955,2,0.19774,0.4276,0.4276,116308,0
1777980381.379295,0.189176,-0.247907,0.591687,1,0.5772,0.7561,0.036804,-0.058354,0.026144,0.0017,0.1651,0.4104,2,0.2052,0.4296,0.4296,116308,0
1777980381.420118,0.192658,-0.247901,0.59436,1,0.3306,0.4502,0.040286,-0.058348,0.028817,0.0007,0.1038,0.2261,2,0.11305,0.4338,0.4338,116308,0
1777980381.460309,0.196683,-0.247107,0.597194,1,0.7841,1.5447,0.044311,-0.057554,0.031651,0.001,0.1657,0.6175,2,0.30876,0.4438,0.4438,116308,0
1777980381.500491,0.200731,-0.245622,0.600013,1,0.5939,0.7933,0.048359,-0.056069,0.034471,0.0009,0.1782,0.4148,2,0.20741,0.4588,0.4588,116308,0
1777980381.540692,0.204186,-0.243797,0.602487,1,0.6433,3.4374,0.051814,-0.054243,0.036944,0.0008,0.1632,0.4793,2,0.23965,0.475,0.475,116328,0
1777980381.580872,0.207602,-0.241359,0.604687,1,0.5157,0.6674,0.05523,-0.051806,0.039144,0.0006,0.1373,0.3779,2,0.18894,0.493,0.493,116328,0
1777980381.623592,0.21075,-0.238559,0.606627,1,0.4174,0.5943,0.058378,-0.049006,0.041084,0.0006,0.1504,0.2664,1,0.26642,2.7976,2.7976,116328,0
1777980381.66389,0.213359,-0.234918,0.608713,1,0.4888,0.7227,0.060987,-0.045365,0.04317,0.001,0.1706,0.3172,1,0.3172,2.4764,2.4764,116328,0
1777980381.704086,0.215529,-0.230569,0.61043,1,0.3684,0.5288,0.063157,-0.041016,0.044887,0.0005,0.1355,0.2324,1,0.2324,1.9496,1.9496,116328,0
1777980381.744286,0.21744,-0.22615,0.611312,1,0.4436,0.6336,0.065068,-0.036597,0.045769,0.0007,0.1614,0.2814,1,0.28142,1.548,1.548,116328,0
1777980381.784554,0.219218,-0.221283,0.611708,1,0.4692,0.6506,0.066846,-0.03173,0.046165,0.001,0.1701,0.2981,1,0.29809,1.1657,1.1657,116328,0
1777980381.824766,0.220953,-0.215978,0.61184,1,0.4761,0.6523,0.068581,-0.026425,0.046297,0.0008,0.1964,0.279,1,0.27896,0.8688,0.8688,116328,0
1777980381.864964,0.222538,-0.210584,0.611997,1,0.4168,0.604,0.070166,-0.021031,0.046454,0.0007,0.1492,0.2669,1,0.26691,0.7179,0.7179,116328,0
1777980381.90514,0.223822,-0.205406,0.612133,1,0.4421,0.6423,0.07145,-0.015853,0.046591,0.0006,0.1641,0.2774,1,0.27742,0.6347,0.6347,116332,0
1777980381.945319,0.224517,-0.200585,0.612536,1,0.3689,0.5119,0.072145,-0.011031,0.046993,0.0007,0.1242,0.2439,1,0.24394,0.609,0.609,116332,0
1777980381.985506,0.22468,-0.195728,0.612812,1,0.4251,0.6112,0.072308,-0.006175,0.047269,0.0011,0.1622,0.2618,1,0.26176,0.5893,0.5893,116332,0
1777980382.025716,0.223877,-0.190994,0.612772,1,0.529,0.9353,0.071505,-0.001441,0.04723,0.0013,0.1821,0.3456,1,0.34565,0.5832,0.5832,116332,0
1777980382.065878,0.223045,-0.187195,0.612354,1,0.4599,0.6464,0.070673,0.002358,0.046811,0.0009,0.1717,0.2873,1,0.28731,0.5928,0.5928,116332,0
1777980382.1061,0.22192,-0.18404,0.611707,1,0.4532,0.6515,0.069548,0.005513,0.046164,0.0008,0.1651,0.2873,1,0.28726,0.5971,0.5971,116336,0
1777980382.146303,0.22067,-0.181628,0.610767,1,0.4577,0.6548,0.068298,0.007925,0.045225,0.0008,0.1762,0.2807,1,0.28073,0.5955,0.5955,116336,0
1777980382.186548,0.218424,-0.179611,0.610035,1,0.3964,0.5493,0.066053,0.009942,0.044492,0.0006,0.1303,0.2655,1,0.26545,0.5894,0.5894,116336,0
1777980382.226708,0.215112,-0.178,0.609538,1,0.439,0.6474,0.06274,0.011553,0.043995,0.0007,0.1471,0.2912,1,0.29119,0.5765,0.5765,116340,0
1777980382.266912,0.211583,-0.177004,0.608855,1,0.4439,0.6386,0.059211,0.01255,0.043312,0.0008,0.172,0.2711,1,0.27107,0.5625,0.5625,116340,0
1777980382.307101,0.207654,-0.176464,0.607984,1,0.4088,0.5821,0.055282,0.013089,0.042442,0.0006,0.1337,0.2746,1,0.27459,0.5427,0.5427,116340,0
1777980382.347275,0.203455,-0.176523,0.607093,1,0.477,0.6588,0.051083,0.01303,0.041551,0.0008,0.1694,0.3068,1,0.3068,0.5231,0.5231,116340,0
1777980382.387536,0.199091,-0.176949,0.606172,1,0.4135,0.6113,0.046719,0.012604,0.04063,0.0007,0.1565,0.2563,1,0.25629,0.5039,0.5039,116340,0
1777980382.427888,0.195095,-0.177692,0.605193,1,0.3522,0.5845,0.042723,0.011862,0.03965,0.0002,0.0909,0.2611,1,0.26106,0.4954,0.4954,116340,0
1777980382.468089,0.191032,-0.178639,0.604283,1,0.4214,0.6163,0.03866,0.010915,0.03874,0.0009,0.1528,0.2677,1,0.2677,0.4838,0.4838,116340,0
1777980382.508335,0.186917,-0.179922,0.603331,1,0.5285,0.7369,0.034545,0.009631,0.037788,0.0009,0.1951,0.3325,1,0.33247,0.4691,0.4691,116340,0
1777980382.548513,0.182721,-0.181661,0.602178,1,0.3611,0.5087,0.030349,0.007892,0.036635,0.0006,0.1331,0.2273,1,0.22731,0.4491,0.4491,116348,0
1777980382.588683,0.178575,-0.183618,0.601179,1,0.4077,0.5871,0.026203,0.005935,0.035637,0.0007,0.1563,0.2507,1,0.25066,0.4413,0.4413,116348,0
1777980382.62887,0.174088,-0.185815,0.600399,1,0.4375,0.6441,0.021716,0.003738,0.034857,0.0007,0.1661,0.2707,1,0.27071,0.4299,0.4299,116348,0
1777980382.669047,0.169885,-0.188215,0.599462,1,0.4087,0.5902,0.017513,0.001338,0.03392,0.0009,0.149,0.2589,1,0.25891,0.4278,0.4278,116348,0
1777980382.709228,0.165463,-0.190964,0.598376,1,0.4497,0.6263,0.013091,-0.001411,0.032833,0.001,0.1593,0.2893,1,0.28931,0.4007,0.4007,116356,0
1777980382.749411,0.161001,-0.193648,0.597665,1,0.457,0.6345,0.008629,-0.004094,0.032122,0.0007,0.1395,0.3167,1,0.31672,0.3539,0.3539,116356,0
1777980382.789646,0.156484,-0.196326,0.596741,1,0.3875,0.5624,0.004113,-0.006772,0.031198,0.0011,0.1401,0.2463,1,0.24633,0.3806,0.3806,116356,0
1777980382.829838,0.151447,-0.199413,0.595404,1,0.4614,0.6381,-0.000925,-0.00986,0.029861,0.0009,0.1614,0.2992,1,0.29916,0.6058,0.6058,116360,0
