t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1777980458.655432,0.059616,-0.160674,0.542144,1,1.6864,1.9025,-0.024263,0.019306,0.02131,0.0004,1.1654,0.5206,1,0.52058,2.1823,2.1823,115124,0
1777980458.675533,0.059644,-0.161608,0.541976,1,0.5333,0.7098,-0.024235,0.018372,0.021143,0.0009,0.1297,0.4028,2,0.2014,0.6426,0.6426,115176,0
1777980458.715824,0.059933,-0.162507,0.541509,1,0.4237,0.6052,-0.023947,0.017473,0.020675,0.0009,0.1486,0.2742,1,0.27423,1.6859,1.6859,115192,0
1777980458.756009,0.060387,-0.163255,0.540893,1,0.3945,0.5937,-0.023492,0.016725,0.02006,0.001,0.1406,0.2529,1,0.25291,1.8896,1.8896,115200,0
1777980458.796191,0.061125,-0.163967,0.540088,1,0.468,0.6594,-0.022754,0.016013,0.019255,0.0009,0.1592,0.308,1,0.30799,1.8516,1.8516,115204,0
1777980458.836504,0.062055,-0.164686,0.539326,1,0.4816,0.6891,-0.021824,0.015294,0.018493,0.0011,0.1894,0.2911,1,0.29113,1.7327,1.7327,115216,0
1777980458.876699,0.062834,-0.16541,0.538912,1,0.4746,0.6527,-0.021045,0.014571,0.018079,0.0059,0.1371,0.3316,1,0.33164,1.5975,1.5975,115220,0
1777980458.916894,0.063452,-0.166055,0.538623,1,0.4273,0.6235,-0.020427,0.013925,0.01779,0.0007,0.1451,0.2815,1,0.28153,1.4914,1.4914,115236,0
1777980458.957105,0.063566,-0.166476,0.538761,1,0.463,0.6967,-0.020314,0.013504,0.017927,0.0009,0.178,0.2841,1,0.28411,1.4142,1.4142,115240,0
1777980458.997355,0.063442,-0.166631,0.539004,1,0.4956,0.6853,-0.020437,0.013349,0.018171,0.0009,0.1684,0.3262,1,0.32625,1.4096,1.4096,115248,0
1777980459.037627,0.063209,-0.16664,0.539233,1,0.4364,0.6279,-0.020671,0.01334,0.018399,0.0011,0.1667,0.2686,1,0.26861,1.4267,1.4267,115248,0
1777980459.077903,0.062968,-0.166673,0.539508,1,0.4451,0.6497,-0.020911,0.013307,0.018675,0.001,0.1685,0.2755,1,0.27555,1.4659,1.4659,115260,0
1777980459.118148,0.06281,-0.166666,0.53978,1,0.5036,0.6812,-0.021069,0.013314,0.018946,0.0009,0.1552,0.3475,1,0.34749,1.5243,1.5243,115272,0
1777980459.15842,0.062723,-0.166678,0.540075,1,0.4217,0.6062,-0.021156,0.013303,0.019242,0.0009,0.1523,0.2685,1,0.26853,1.582,1.582,115272,0
1777980459.198794,0.062774,-0.166708,0.5403,1,0.4353,0.6445,-0.021105,0.013272,0.019467,0.0012,0.1558,0.2783,1,0.27826,1.6361,1.6361,115276,0
1777980459.239052,0.062854,-0.16677,0.540473,1,0.4168,0.6013,-0.021026,0.01321,0.01964,0.0007,0.1585,0.2576,1,0.25758,1.6641,1.6641,115284,0
1777980459.279347,0.062939,-0.166854,0.540665,1,0.4288,0.6213,-0.02094,0.013126,0.019832,0.0009,0.1598,0.268,1,0.26805,1.6865,1.6865,115284,0
1777980459.319697,0.063028,-0.166893,0.540794,1,0.461,0.671,-0.020852,0.013087,0.019961,0.001,0.1633,0.2966,1,0.29663,1.7031,1.7031,115300,0
1777980459.359894,0.063093,-0.166918,0.540868,1,0.3866,0.6185,-0.020787,0.013062,0.020034,0.001,0.1296,0.256,1,0.25598,1.7077,1.7077,115304,0
1777980459.400109,0.063432,-0.166981,0.540685,1,0.5586,0.7792,-0.020448,0.012999,0.019852,0.0011,0.2368,0.3207,1,0.32068,1.7137,1.7137,115304,0
1777980459.440306,0.064071,-0.167156,0.540194,1,0.478,0.6683,-0.019809,0.012824,0.019361,0.0011,0.1498,0.3272,1,0.32717,1.6659,1.6659,115308,0
1777980459.48047,0.064409,-0.167324,0.53998,1,0.3761,0.5531,-0.01947,0.012656,0.019146,0.0008,0.1324,0.2429,1,0.24294,1.5668,1.5668,115316,0
1777980459.520752,0.064353,-0.16743,0.540064,1,0.4815,0.6695,-0.019527,0.01255,0.019231,0.0007,0.149,0.3318,1,0.33179,1.5104,1.5104,115324,0
1777980459.561313,0.064029,-0.167433,0.540328,1,0.4879,2.8255,-0.01985,0.012547,0.019494,0.0009,0.1609,0.326,1,0.32598,1.5102,1.5102,115324,0
1777980459.601799,0.063621,-0.167427,0.540841,1,0.4215,0.5919,-0.020258,0.012553,0.020008,0.001,0.1499,0.2707,1,0.27068,1.5745,1.5745,115328,0
1777980459.642032,0.063467,-0.167463,0.541394,1,0.4655,0.6622,-0.020412,0.012517,0.020561,0.0009,0.2035,0.2611,1,0.26106,1.6985,1.6985,115332,0
1777980459.682201,0.06367,-0.167648,0.542108,1,0.3593,0.5372,-0.020209,0.012332,0.021275,0.0008,0.1198,0.2386,1,0.23862,1.8465,1.8465,115340,0
1777980459.722373,0.064203,-0.168071,0.543125,1,0.4155,0.6057,-0.019676,0.011909,0.022292,0.0006,0.146,0.2689,1,0.26891,2.0134,2.0134,115340,0
1777980459.76267,0.064979,-0.168919,0.544395,1,0.464,0.6659,-0.0189,0.011062,0.023562,0.0009,0.1601,0.303,1,0.30297,2.1824,2.1824,115344,0
1777980459.802878,0.065718,-0.170118,0.545794,1,0.3688,0.5311,-0.018162,0.009862,0.02496,0.0009,0.1318,0.2362,1,0.23617,2.3203,2.3203,115356,0
1777980459.843614,0.066263,-0.171657,0.547244,1,0.4492,0.7972,-0.017616,0.008323,0.026411,0.0011,0.176,0.2722,1,0.27215,2.4373,2.4373,115360,0
1777980459.883818,0.066477,-0.17363,0.548696,1,0.4156,0.6119,-0.017402,0.00635,0.027863,0.001,0.1521,0.2624,1,0.26244,2.5315,2.5315,115364,0
1777980459.924045,0.06635,-0.175814,0.550027,1,0.4407,0.6423,-0.01753,0.004166,0.029194,0.0015,0.1713,0.268,1,0.26798,2.619,2.619,115368,0
1777980459.964509,0.065695,-0.177956,0.55132,1,0.4114,0.5829,-0.018185,0.002025,0.030487,0.001,0.1567,0.2537,1,0.25372,2.6914,2.6914,115368,0
1777980460.004943,0.064952,-0.18072,0.552891,1,0.4596,0.6713,-0.018927,-0.00074,0.032058,0.0008,0.1615,0.2973,1,0.29727,2.8693,2.8693,115372,0
1777980460.04537,0.064406,-0.183768,0.554709,1,0.5875,0.7524,-0.019473,-0.003788,0.033876,0.001,0.1639,0.4226,2,0.21129,0.9551,0.9551,115376,0
1777980460.085658,0.063899,-0.186828,0.55686,1,0.4138,0.6043,-0.019981,-0.006848,0.036026,0.0009,0.1516,0.2613,1,0.2613,2.7775,2.7775,115392,0
1777980460.125782,0.063155,-0.189916,0.559578,1,0.654,0.8547,-0.020725,-0.009936,0.038745,0.0015,0.1616,0.4909,2,0.24544,1.074,1.074,115396,0
1777980460.165945,0.062093,-0.192645,0.562596,1,0.5034,0.6709,-0.021787,-0.012665,0.041763,0.0008,0.1235,0.3791,2,0.18954,1.1354,1.1354,115396,0
1777980460.186227,0.060511,-0.194875,0.565871,1,0.6444,0.9841,-0.023369,-0.014895,0.045038,0.0009,0.1568,0.4867,2,0.24336,1.1902,1.1902,115400,0
1777980460.226451,0.058584,-0.196423,0.568966,1,0.5528,0.784,-0.025295,-0.016443,0.048133,0.0007,0.1512,0.4009,2,0.20044,1.5472,1.5472,115404,0
1777980460.266626,0.055676,-0.197191,0.57232,1,24.5437,27.7415,-0.028203,-0.017211,0.051486,0.0013,0.141,24.4015,250,0.09761,5.0696,5.0696,115424,1
1777980460.314914,0.052506,-0.197219,0.575486,1,21.3627,21.8563,-0.031374,-0.017239,0.054653,0.0011,0.1475,21.2141,250,0.08486,8.9744,8.9744,115432,1
1777980460.357245,0.052506,-0.197219,0.575486,0,17.5609,17.9522,-0.034547,-0.016731,0.057768,0.0007,0.1186,17.4416,250,0.06977,13.0058,13.0058,115444,0
1777980460.397385,0.052506,-0.197219,0.575486,0,17.37,20.1521,-0.037051,-0.016,0.060331,0.0008,0.1401,17.2291,250,0.06892,16.3739,16.3739,115456,1
