t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1777981597.049231,0.228792,-0.281685,0.531684,1,2.0291,3.0895,0.012792,0.013542,0.00195,0.001,1.3468,0.6813,1,0.68132,1.3373,1.3373,115708,0
1777981597.08272,0.230263,-0.279389,0.53188,1,0.5005,0.7106,0.014263,0.015838,0.002145,0.001,0.1822,0.3172,1,0.31723,0.0883,0.0883,115740,0
1777981597.116155,0.231405,-0.277611,0.532091,1,0.3,0.4256,0.015405,0.017616,0.002357,0.0004,0.1152,0.1844,1,0.18436,0.0871,0.0871,115748,0
1777981597.149591,0.232228,-0.276141,0.532502,1,0.5357,0.888,0.016228,0.019086,0.002768,0.001,0.1779,0.3567,1,0.35671,0.0984,0.0984,115756,0
1777981597.216497,0.232733,-0.275099,0.532514,1,0.4323,0.6404,0.016733,0.020128,0.002779,0.0007,0.1604,0.2712,1,0.27122,0.1137,0.1137,115760,0
1777981597.24995,0.232931,-0.274353,0.532321,1,0.4376,0.8082,0.016931,0.020874,0.002587,0.0008,0.1578,0.279,1,0.279,0.1219,0.1219,115760,0
1777981597.28338,0.232846,-0.274024,0.532232,1,0.5031,0.7227,0.016846,0.021202,0.002497,0.0009,0.1694,0.3328,1,0.33282,0.1339,0.1339,115768,0
1777981597.316824,0.232529,-0.273941,0.5323,1,0.4938,0.7147,0.016529,0.021286,0.002566,0.0013,0.1756,0.317,1,0.31698,0.1556,0.1556,115772,0
1777981597.350274,0.232129,-0.274032,0.532297,1,0.8271,1.0744,0.016129,0.021194,0.002563,0.001,0.1987,0.6274,1,0.62739,0.1692,0.1692,115772,0
1777981597.417199,0.231606,-0.274302,0.532342,1,0.5409,0.7839,0.015606,0.020925,0.002607,0.001,0.1965,0.3433,1,0.34333,0.1974,0.1974,115776,0
1777981597.450909,0.231083,-0.274615,0.532423,1,0.5104,1.638,0.015083,0.020612,0.002688,0.0012,0.1751,0.3341,1,0.33408,0.2445,0.2445,115800,0
1777981597.484329,0.230628,-0.274802,0.532422,1,0.4731,0.6799,0.014628,0.020424,0.002687,0.0007,0.1628,0.3095,1,0.30954,0.2976,0.2976,115804,0
