t,x,y,z,success,ik_ms,total_ms,dx,dy,dz,robot_ms,setup_ms,loop_ms,iterations,iter_ms,pos_err_mm,track_err_mm,mem_kb,deadline_missed
1777981572.954734,0.072979,-0.180735,0.520604,1,1.9723,2.1876,0.007389,-0.016203,0.009507,0.0008,1.4257,0.5459,1,0.54585,1.3317,1.3317,115348,0
1777981572.988231,0.075462,-0.183838,0.523219,1,0.9228,1.1635,0.009872,-0.019307,0.012122,0.001,0.1684,0.7534,1,0.75342,0.3507,0.3507,115400,0
1777981573.055215,0.078224,-0.186889,0.525954,1,0.3318,0.4809,0.012634,-0.022358,0.014857,0.0009,0.1286,0.2023,1,0.20228,0.6175,0.6175,115416,0
1777981573.088808,0.081228,-0.189804,0.528625,1,0.4871,0.7008,0.015639,-0.025273,0.017528,0.0013,0.1672,0.3186,1,0.31859,0.9205,0.9205,115424,0
1777981573.122214,0.084421,-0.192495,0.531202,1,0.4396,0.6384,0.018831,-0.027964,0.020105,0.0013,0.1499,0.2884,1,0.28839,1.2661,1.2661,115428,0
1777981573.155746,0.088467,-0.195209,0.534149,1,0.2807,0.3971,0.022877,-0.030678,0.023053,0.0005,0.1119,0.1682,1,0.16818,1.6983,1.6983,115432,0
1777981573.189172,0.092871,-0.197688,0.536881,1,0.2811,0.4015,0.027282,-0.033157,0.025784,0.0005,0.1062,0.1744,1,0.17445,2.0442,2.0442,115436,0
1777981573.256064,0.097654,-0.199925,0.539469,1,0.369,0.5419,0.032064,-0.035393,0.028373,0.0009,0.133,0.2351,1,0.23513,2.3384,2.3384,115440,0
1777981573.289512,0.102183,-0.201528,0.541751,1,0.4034,0.5863,0.036594,-0.036997,0.030654,0.0014,0.1531,0.2489,1,0.24893,2.4678,2.4678,115448,0
1777981573.323439,0.10657,-0.202537,0.543856,1,0.3301,0.4628,0.04098,-0.038006,0.03276,0.0008,0.1242,0.2051,1,0.2051,2.4963,2.4963,115460,0
1777981573.35691,0.110914,-0.202999,0.545661,1,0.3619,0.4887,0.045324,-0.038468,0.034564,0.0005,0.1164,0.245,1,0.24501,2.4163,2.4163,115472,0
1777981573.390369,0.115254,-0.202935,0.547262,1,0.3232,0.466,0.049664,-0.038404,0.036165,0.0008,0.1211,0.2014,1,0.20138,2.2382,2.2382,115472,0
1777981573.45734,0.119295,-0.202444,0.548529,1,0.285,0.4144,0.053705,-0.037913,0.037432,0.0009,0.1134,0.1707,1,0.17067,1.9685,1.9685,115484,0
1777981573.490801,0.123069,-0.201362,0.54965,1,0.463,1.4367,0.057479,-0.036831,0.038553,0.0012,0.1628,0.299,1,0.29903,1.6465,1.6465,115484,0
1777981573.524249,0.126403,-0.199803,0.550569,1,0.3003,0.4412,0.060813,-0.035272,0.039473,0.0006,0.1151,0.1846,1,0.1846,1.3014,1.3014,115492,0
1777981573.557926,0.129437,-0.19776,0.551433,1,0.4533,0.6996,0.063847,-0.033228,0.040336,0.0015,0.1578,0.294,1,0.294,0.9667,0.9667,115492,0
1777981573.591468,0.131636,-0.195395,0.55224,1,0.5635,0.7882,0.066046,-0.030864,0.041143,0.0019,0.2095,0.3521,1,0.35214,0.6456,0.6456,115496,0
1777981573.658289,0.133023,-0.192796,0.552869,1,0.4746,0.6776,0.067433,-0.028265,0.041773,0.0013,0.1739,0.2994,1,0.29941,0.366,0.366,115500,0
1777981573.691687,0.133436,-0.190334,0.553212,1,0.5183,0.7334,0.067846,-0.025803,0.042115,0.001,0.2129,0.3043,1,0.30433,0.1489,0.1489,115512,0
1777981573.725133,0.133185,-0.18829,0.553071,1,0.4958,0.7074,0.067595,-0.023759,0.041975,0.0014,0.1831,0.3113,1,0.31125,0.0641,0.0641,115516,0
1777981573.758629,0.132573,-0.187028,0.552421,1,0.3648,0.5298,0.066983,-0.022497,0.041324,0.0012,0.1381,0.2255,1,0.22549,0.136,0.136,115516,0
1777981573.792054,0.131773,-0.18667,0.551612,1,0.458,0.6757,0.066183,-0.022139,0.040516,0.0013,0.1567,0.3,1,0.29998,0.1724,0.1724,115520,0
